Festival,Year,Track,Title,Brand,Agency,Category,Award,Product,Permalink
The Loerie Awards,2025,Design,Semi Soeter Illustrations,Netflix South Africa,Fairchild Creative,ILLUSTRATION,Finalist,Semi Soeter,/awards/the_loerie_awards/2025/campaigns/semi-soeter-illustrations-netflix-south-africa-fairchild-creative-2025/
The Loerie Awards,2025,Design,Ruby Blooms,Nana,Saatchi Saatchi Middle East,TYPOGRAPHY,Finalist,Sanitary Pads,/awards/the_loerie_awards/2025/campaigns/ruby-blooms-nana-saatchi-saatchi-middle-east-2025-3/
The Loerie Awards,2025,Design,Written By GTI,Volkswagen,Cheil Dubai,TYPOGRAPHY,Finalist,Golf GTI,/awards/the_loerie_awards/2025/campaigns/written-by-gti-volkswagen-cheil-dubai-2025/
The Loerie Awards,2025,Digital,LeHotel,Dream Hotels Resorts,One Over One,WEB BROWSER-BASED EXPERIENCE,Silver,Dream Hotels Resorts,/awards/the_loerie_awards/2025/campaigns/lehotel-dream-hotels-resorts-one-over-one-2025-3/
The Loerie Awards,2025,Digital,KFC Sauce Code,KFC South Africa,Ogilvy,WEB BROWSER-BASED EXPERIENCE,Bronze,KFC Comic Con Africa,/awards/the_loerie_awards/2025/campaigns/kfc-sauce-code-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Afrikaraoke,SAB ABINBEV,Joe Public,WEB BROWSER-BASED EXPERIENCE,Finalist,Castle Milk Stout,/awards/the_loerie_awards/2025/campaigns/afrikaraoke-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Digital,FinDR pronounced finder,Profmed,Faith and Fear Retroviral and MSL,WEB BROWSER-BASED EXPERIENCE,Finalist,Profmed,/awards/the_loerie_awards/2025/campaigns/findr-pronounced-finder-profmed-faith-and-fear-retroviral-and-msl-2025/
The Loerie Awards,2025,Digital,AddPay,AddPay,MakeReign,WEB BROWSER-BASED EXPERIENCE,Finalist,Payment Solution Provider,/awards/the_loerie_awards/2025/campaigns/addpay-addpay-makereign-2025-2/
The Loerie Awards,2025,Digital,Homes Need Pets,Byron Thomas Properties,Clockwork,WEB BROWSER-BASED EXPERIENCE,Finalist,Byron Thomas Properties,/awards/the_loerie_awards/2025/campaigns/homes-need-pets-byron-thomas-properties-clockwork-2025/
The Loerie Awards,2025,Digital,Real Beauty Generation 20,Unilever South Africa,VML SA,WEB BROWSER-BASED EXPERIENCE,Finalist,Dove,/awards/the_loerie_awards/2025/campaigns/real-beauty-generation-20-unilever-south-africa-vml-sa-2025/
The Loerie Awards,2025,Digital,LEAK FOR REAL,PUMA,Lion Communication FZ - LLC,SOCIAL MEDIA CAMPAIGN,Silver,AL HILAL FC OFFICIAL KIT 2024-25,/awards/the_loerie_awards/2025/campaigns/leak-for-real-puma-lion-communication-fz-llc-2025/
The Loerie Awards,2025,Digital,DryJan,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,SOCIAL MEDIA CAMPAIGN,Bronze,Windhoek Beer,/awards/the_loerie_awards/2025/campaigns/dryjan-heineken-beverages-south-africa-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025/
The Loerie Awards,2025,Digital,BetQueen,BetKing,X3M Ideas,SOCIAL MEDIA CAMPAIGN,Finalist,BetKing,/awards/the_loerie_awards/2025/campaigns/betqueen-betking-x3m-ideas-2025/
The Loerie Awards,2025,Digital,Ads Behind The Ad,TikTok x Unilever,Dentsu Creative South Africa,SOCIAL MEDIA CAMPAIGN,Finalist,TikTok x Unilever,/awards/the_loerie_awards/2025/campaigns/ads-behind-the-ad-tiktok-x-unilever-dentsu-creative-south-africa-2025/
The Loerie Awards,2025,Digital,60yrs of Much Much More,Mondelez,VML SA,SOCIAL MEDIA CAMPAIGN,Finalist,Lunch Bar,/awards/the_loerie_awards/2025/campaigns/60yrs-of-much-much-more-mondelez-vml-sa-2025/
The Loerie Awards,2025,Digital,Dads For Pads,Qrate,Lobengula Advertising,SOCIAL MEDIA CAMPAIGN,Finalist,Dads For Pads,/awards/the_loerie_awards/2025/campaigns/dads-for-pads-qrate-lobengula-advertising-2025/
The Loerie Awards,2025,Digital,Carpe DM,MTN South Africa,MC Saatchi Abel a division of The Up Up Group Pty Ltd,SOCIAL MEDIA CAMPAIGN,Finalist,MTN,/awards/the_loerie_awards/2025/campaigns/carpe-dm-mtn-south-africa-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025/
The Loerie Awards,2025,Digital,For every Golden Moment,SAB ABInBev,DraftLine Jhb,SOCIAL MEDIA CAMPAIGN,Finalist,Corona Cero,/awards/the_loerie_awards/2025/campaigns/for-every-golden-moment-sab-abinbev-draftline-jhb-2025/
The Loerie Awards,2025,Digital,Breast Cancer Awareness Campaign,C-CARE Mauritius,CIRCUS,SOCIAL MEDIA CAMPAIGN,Finalist,Health Care Services,/awards/the_loerie_awards/2025/campaigns/breast-cancer-awareness-campaign-c-care-mauritius-circus-2025/
The Loerie Awards,2025,Digital,SKY Tok,SKY Girls Kenya,Tandem Digital Company,SOCIAL MEDIA CAMPAIGN,Finalist,SKY Girls Kenya,/awards/the_loerie_awards/2025/campaigns/sky-tok-sky-girls-kenya-tandem-digital-company-2025/
The Loerie Awards,2025,Digital,Gimme Summer,South African Tourism,Digitas Liquorice,SOCIAL MEDIA CAMPAIGN,Finalist,Shot Left,/awards/the_loerie_awards/2025/campaigns/gimme-summer-south-african-tourism-digitas-liquorice-2025/
The Loerie Awards,2025,Digital,Cocktails to Culture,Absolut,Ogilvy,SOCIAL MEDIA CAMPAIGN,Finalist,Absolut,/awards/the_loerie_awards/2025/campaigns/cocktails-to-culture-absolut-ogilvy-2025/
The Loerie Awards,2025,Digital,LiveWell - If you Campaign,LiveWell by Zurich,So Interactive,SOCIAL MEDIA CAMPAIGN,Finalist,LiveWell App,/awards/the_loerie_awards/2025/campaigns/livewell-if-you-campaign-livewell-by-zurich-so-interactive-2025/
The Loerie Awards,2025,Digital,YourMaSeKFC,KFC South Africa,Ogilvy,SOCIAL MEDIA CAMPAIGN,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/yourmasekfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,The Ultimate Live Taste Test on Social MakeItKFC,KFC South Africa,Ogilvy,SOCIAL MEDIA CAMPAIGN,Finalist,KFC,/awards/the_loerie_awards/2025/campaigns/the-ultimate-live-taste-test-on-social-makeitkfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Cadbury Presents Real Mzansi Names,Mondelez,Ogilvy,SOCIAL MEDIA CAMPAIGN,Finalist,Cadbury Dairy Milk Chocolate,/awards/the_loerie_awards/2025/campaigns/cadbury-presents-real-mzansi-names-mondelez-ogilvy-2025/
The Loerie Awards,2025,Digital,The Out Of Office Out Of Home,Pineapple,Halo,SOCIAL MEDIA CAMPAIGN,Finalist,Insurance,/awards/the_loerie_awards/2025/campaigns/the-out-of-office-out-of-home-pineapple-halo-2025/
The Loerie Awards,2025,Digital,Its the Little Things,Chicken Licken,Joe Public,SOCIAL MEDIA CAMPAIGN,Finalist,Super Slider Mix 4,/awards/the_loerie_awards/2025/campaigns/its-the-little-things-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Digital,Why Choose,Chicken Licken,Joe Public,SOCIAL MEDIA CAMPAIGN,Finalist,Soul Square MealOao,/awards/the_loerie_awards/2025/campaigns/why-choose-chicken-licken-joe-public-2025/
The Loerie Awards,2025,Digital,The Snap Hack,Netflix,Science Sunshine,SOCIAL MEDIA CAMPAIGN,Finalist,Squid Game,/awards/the_loerie_awards/2025/campaigns/the-snap-hack-netflix-science-sunshine-2025/
The Loerie Awards,2025,Digital,See Naija,MTN,Playhouse Communication Ltd,SOCIAL MEDIA CAMPAIGN,Finalist,MTN Nigeria,/awards/the_loerie_awards/2025/campaigns/see-naija-mtn-playhouse-communication-ltd-2025/
The Loerie Awards,2025,Digital,Auto Reply-Break,KitKat,Publicis Middle East,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Gold,KitKat,/awards/the_loerie_awards/2025/campaigns/auto-reply-break-kitkat-publicis-middle-east-2025/
The Loerie Awards,2025,Digital,Social Screen,Heineken,LePub Johannesburg,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Silver,Heineken beer,/awards/the_loerie_awards/2025/campaigns/social-screen-heineken-lepub-johannesburg-2025-2/
The Loerie Awards,2025,Digital,Walla Visa,Visa,Saatchi Saatchi Middle East,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Bronze,Card Transactions,/awards/the_loerie_awards/2025/campaigns/walla-visa-visa-saatchi-saatchi-middle-east-2025/
The Loerie Awards,2025,Digital,Stitched With Cheer,Tusker Lager,Dentsu Creative Kenya,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Finalist,Team Kenya Olympics,/awards/the_loerie_awards/2025/campaigns/stitched-with-cheer-tusker-lager-dentsu-creative-kenya-2025-3/
The Loerie Awards,2025,Digital,Cheetos Pants,Cheetos,Impact BBDO,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Finalist,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-cheetos-impact-bbdo-2025-2/
The Loerie Awards,2025,Digital,JoeGrow Tool,Joe Public,Joe Public JoeLabs,DIGITAL APPLICATIONS GAMES INTERACTIVE TOOLS,Finalist,JoeGrow Tool,/awards/the_loerie_awards/2025/campaigns/joegrow-tool-joe-public-joe-public-joelabs-2025/
The Loerie Awards,2025,Digital,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,MOBILE MEDIA,Bronze,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-2/
The Loerie Awards,2025,Digital,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,MOBILE MEDIA,Bronze,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025/
The Loerie Awards,2025,Digital,The McDonalds Exchange Rate,McDonalds,Leo Middle East,MOBILE MEDIA,Finalist,McDonalds Products,/awards/the_loerie_awards/2025/campaigns/the-mcdonalds-exchange-rate-mcdonalds-leo-middle-east-2025/
The Loerie Awards,2025,Digital,Black Friday Fastest Fingers First,KFC South Africa,Ogilvy,MOBILE MEDIA,Finalist,KFC Mobile App,/awards/the_loerie_awards/2025/campaigns/black-friday-fastest-fingers-first-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Tap for Help,City of Cape Town,Ogilvy,MOBILE MEDIA,Finalist,CCT App,/awards/the_loerie_awards/2025/campaigns/tap-for-help-city-of-cape-town-ogilvy-2025/
The Loerie Awards,2025,Digital,Audi TikTok Test Drive,Audi South Africa,Ogilvy,MOBILE MEDIA,Finalist,Audi RS 3,/awards/the_loerie_awards/2025/campaigns/audi-tiktok-test-drive-audi-south-africa-ogilvy-2025-2/
The Loerie Awards,2025,Digital,Sloom NapBot,Sloom,TBWA- Hunt Lascaris,MOBILE MEDIA,Finalist,WhatsApp Bot,/awards/the_loerie_awards/2025/campaigns/sloom-napbot-sloom-tbwa-hunt-lascaris-2025/
The Loerie Awards,2025,Digital,Protective Hairstyles,AfriSam AfroBoutique,Promise,MOBILE MEDIA,Finalist,Construction Materials - Hair products,/awards/the_loerie_awards/2025/campaigns/protective-hairstyles-afrisam-afroboutique-promise-2025/
The Loerie Awards,2025,Digital,Cardvert,e,Saatchi Saatchi Middle East,MOBILE MEDIA,Finalist,Digital Wallet,/awards/the_loerie_awards/2025/campaigns/cardvert-e-saatchi-saatchi-middle-east-2025/
The Loerie Awards,2025,Digital,The 4th Judge,The Ring,BigTime Creative Shop,DATA DRIVEN CAMPAIGN,Silver,Fight Night,/awards/the_loerie_awards/2025/campaigns/the-4th-judge-the-ring-bigtime-creative-shop-2025/
The Loerie Awards,2025,Digital,Supercharging VWOCOs Growth Engine,Volkswagen South Africa,Ogilvy,DATA DRIVEN CAMPAIGN,Finalist,Commercial Vehicles,/awards/the_loerie_awards/2025/campaigns/supercharging-vwocos-growth-engine-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Tuned for Global Growth,Sennheiser,Ogilvy,DATA DRIVEN CAMPAIGN,Finalist,Sennheiser,/awards/the_loerie_awards/2025/campaigns/tuned-for-global-growth-sennheiser-ogilvy-2025/
The Loerie Awards,2025,Digital,Daylist,Spotify,Machine,DATA DRIVEN CAMPAIGN,Finalist,Spotify Africa,/awards/the_loerie_awards/2025/campaigns/daylist-spotify-machine-2025/
The Loerie Awards,2025,Digital,GoalSave,TymeBank,The Odd Number,DATA DRIVEN CAMPAIGN,Finalist,Savings,/awards/the_loerie_awards/2025/campaigns/goalsave-tymebank-the-odd-number-2025/
The Loerie Awards,2025,Digital,Track Your Racks,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,DATA DRIVEN CAMPAIGN,Finalist,Standard Bank,/awards/the_loerie_awards/2025/campaigns/track-your-racks-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025/
The Loerie Awards,2025,Digital,Sun Courts,Nivea,Saatchi Saatchi Middle East,DATA DRIVEN CAMPAIGN,Finalist,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/sun-courts-nivea-saatchi-saatchi-middle-east-2025/
The Loerie Awards,2025,Digital,BetQueen,BetKing,X3M Ideas,DATA DRIVEN CAMPAIGN,Finalist,BetKing,/awards/the_loerie_awards/2025/campaigns/betqueen-betking-x3m-ideas-2025-2/
The Loerie Awards,2025,Digital,Nedbank VAS Always on,Nedbank,The MediaShop 1997-013488-07,DATA DRIVEN CAMPAIGN,Finalist,Value Added Services,/awards/the_loerie_awards/2025/campaigns/nedbank-vas-always-on-nedbank-the-mediashop-1997-013488-07-2025/
The Loerie Awards,2025,Digital,In-Snore Coupons,SleepZone,Impact BBDO,CO-CREATION USER GENERATED CONTENT,Bronze,SleepZone,/awards/the_loerie_awards/2025/campaigns/in-snore-coupons-sleepzone-impact-bbdo-2025/
The Loerie Awards,2025,Digital,LEAK FOR REAL,PUMA,Lion Communication FZ - LLC,CO-CREATION USER GENERATED CONTENT,Finalist,AL HILAL FC KIT 2024-25,/awards/the_loerie_awards/2025/campaigns/leak-for-real-puma-lion-communication-fz-llc-2025-2/
The Loerie Awards,2025,Digital,DropYourBarWithSunlight,Sunlight,Mullen Lowe South Africa,CO-CREATION USER GENERATED CONTENT,Finalist,Sunlight Laundry Bar Soap,/awards/the_loerie_awards/2025/campaigns/dropyourbarwithsunlight-sunlight-mullen-lowe-south-africa-2025/
The Loerie Awards,2025,Digital,Forever Golf,Volkswagen South Africa,Ogilvy,CO-CREATION USER GENERATED CONTENT,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Ultimate Taste Test MakeItKFC,KFC South Africa,Ogilvy,CO-CREATION USER GENERATED CONTENT,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/ultimate-taste-test-makeitkfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Your Ma Se KFC,KFC South Africa,Ogilvy,CO-CREATION USER GENERATED CONTENT,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/your-ma-se-kfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,The F-Show,Sanlam,Accenture Song,USE OF INFLUENCERS,Silver,Brand,/awards/the_loerie_awards/2025/campaigns/the-f-show-sanlam-accenture-song-2025/
The Loerie Awards,2025,Digital,The Unfluencer,KFC,Bananas,USE OF INFLUENCERS,Bronze,Buldak Dunked Wings,/awards/the_loerie_awards/2025/campaigns/the-unfluencer-kfc-bananas-2025/
The Loerie Awards,2025,Digital,NEURAL MURALS,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,USE OF INFLUENCERS,Bronze,SAADIYAT CULTURE DISTRICT,/awards/the_loerie_awards/2025/campaigns/neural-murals-department-of-culture-and-tourism-abu-dhabi-serviceplan-middle-east-fz-llc-2025-3/
The Loerie Awards,2025,Digital,Pay With Your Trend,Pizza Hut,Publicis Middle East,USE OF INFLUENCERS,Bronze,Pizza Hut,/awards/the_loerie_awards/2025/campaigns/pay-with-your-trend-pizza-hut-publicis-middle-east-2025/
The Loerie Awards,2025,Digital,Sasol Mzansi Tour,Sasol,Bluecloud AI,USE OF INFLUENCERS,Finalist,Sasol Rewards,/awards/the_loerie_awards/2025/campaigns/sasol-mzansi-tour-sasol-bluecloud-ai-2025/
The Loerie Awards,2025,Digital,Behind the Label,The Salvation Army,Clockwork,USE OF INFLUENCERS,Finalist,The Salvation Army,/awards/the_loerie_awards/2025/campaigns/behind-the-label-the-salvation-army-clockwork-2025-2/
The Loerie Awards,2025,Digital,JENNYFER Influencer Case Study,JENNYFER,CIRCUS,USE OF INFLUENCERS,Finalist,Fast Fashion Clothing and Accessories,/awards/the_loerie_awards/2025/campaigns/jennyfer-influencer-case-study-jennyfer-circus-2025/
The Loerie Awards,2025,Digital,Show Ghana Love,Previdar,The Odd Number,USE OF INFLUENCERS,Finalist,Online Magazine,/awards/the_loerie_awards/2025/campaigns/show-ghana-love-previdar-the-odd-number-2025-2/
The Loerie Awards,2025,Digital,STREET BITES WITH SHAQ,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,USE OF INFLUENCERS,Finalist,EXPERIENCE ABU DHABI,/awards/the_loerie_awards/2025/campaigns/street-bites-with-shaq-department-of-culture-and-tourism-abu-dhabi-serviceplan-middle-east-fz-llc-2025/
The Loerie Awards,2025,Digital,Co-creating The Ultimate Taste Test MakeItKFC,KFC South Africa,Ogilvy,USE OF INFLUENCERS,Finalist,KFC,/awards/the_loerie_awards/2025/campaigns/co-creating-the-ultimate-taste-test-makeitkfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Influencer for Your Ma Se KFC,KFC South Africa,Ogilvy,USE OF INFLUENCERS,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/influencer-for-your-ma-se-kfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Vaseline Verified,Unilever,Ogilvy South Africa Ogilvy Singapore,USE OF INFLUENCERS,Finalist,Vaseline Verified,/awards/the_loerie_awards/2025/campaigns/vaseline-verified-unilever-ogilvy-south-africa-ogilvy-singapore-2025/
The Loerie Awards,2025,Digital,Glazed and Glowing,Unilever,Ogilvy,USE OF INFLUENCERS,Finalist,Vaseline Cera Glow,/awards/the_loerie_awards/2025/campaigns/glazed-and-glowing-unilever-ogilvy-2025/
The Loerie Awards,2025,Digital,School of Elastoplast,Elastoplast,Dentsu Creative,USE OF INFLUENCERS,Finalist,Wound Care,/awards/the_loerie_awards/2025/campaigns/school-of-elastoplast-elastoplast-dentsu-creative-2025/
The Loerie Awards,2025,Digital,Shouldagotavivo,Volkswagen South Africa,Ogilvy,USE OF INFLUENCERS,Finalist,General,/awards/the_loerie_awards/2025/campaigns/shouldagotavivo-volkswagen-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,The Revealing Pour,SAB ABInBev,Joe Public,USE OF INFLUENCERS,Finalist,Castle Milk Stout,/awards/the_loerie_awards/2025/campaigns/the-revealing-pour-sab-abinbev-joe-public-2025/
The Loerie Awards,2025,Digital,Keep Them Guessing,Mercedes-Benz,Network BBDO,USE OF INFLUENCERS,Finalist,V-Class,/awards/the_loerie_awards/2025/campaigns/keep-them-guessing-mercedes-benz-network-bbdo-2025/
The Loerie Awards,2025,Digital,The Artois Collective,SAB ABinBev,Communications Services Africa Pty Ltd,USE OF INFLUENCERS,Finalist,Stella Artois,/awards/the_loerie_awards/2025/campaigns/the-artois-collective-sab-abinbev-communications-services-africa-pty-ltd-2025/
The Loerie Awards,2025,Digital,LITE YOUR IMAGINATION,SERENGETI LITE,EAST AFRICA BREWERIES LIMITED,USE OF INFLUENCERS,Finalist,ALCOHOLIC BEVERAGE,/awards/the_loerie_awards/2025/campaigns/lite-your-imagination-serengeti-lite-east-africa-breweries-limited-2025/
The Loerie Awards,2025,Digital,Digital BattlePlan,Capfin,Capfin Division of Pepkor Trading Pty Ltd,USE OF INFLUENCERS,Finalist,Personal Loans,/awards/the_loerie_awards/2025/campaigns/digital-battleplan-capfin-capfin-division-of-pepkor-trading-pty-ltd-2025/
The Loerie Awards,2025,Digital,Safisha Rada Clean Up Your Act,Hivos We Lead Kenya,Nendo Limited MC Saatchi UK,USE OF INFLUENCERS,Finalist,Mens Conference,/awards/the_loerie_awards/2025/campaigns/safisha-rada-clean-up-your-act-hivos-we-lead-kenya-nendo-limited-mc-saatchi-uk-2025/
The Loerie Awards,2025,Digital,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,USE OF AI,Silver,Published Books,/awards/the_loerie_awards/2025/campaigns/rewrite-the-gap-itsherway-saatchi-saatchi-middle-east-2025-3/
The Loerie Awards,2025,Digital,SMARTA WITH DATA-Voice AI,Airtel,The Partnership PUBLICIS,USE OF AI,Finalist,Telecommunication,/awards/the_loerie_awards/2025/campaigns/smarta-with-data-voice-ai-airtel-the-partnership-publicis-2025/
The Loerie Awards,2025,Digital,Travel gAItekeeper intercept,Madfun,MNKND STUDIO,USE OF AI,Finalist,Off-peak season travel,/awards/the_loerie_awards/2025/campaigns/travel-gaitekeeper-intercept-madfun-mnknd-studio-2025/
The Loerie Awards,2025,Digital,An Al Digital Persona Fuelled by the Taste of KFC,KFC South Africa,Ogilvy,USE OF AI,Finalist,KFC Brand,/awards/the_loerie_awards/2025/campaigns/an-al-digital-persona-fuelled-by-the-taste-of-kfc-kfc-south-africa-ogilvy-2025/
The Loerie Awards,2025,Digital,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,USE OF AI,Finalist,Heart Screenings,/awards/the_loerie_awards/2025/campaigns/check-my-beat-heart-health-tracks-heart-sa-mccann-worldgroup-south-africa-pty-ltd-t-a-mccann-joburg-2025/
The Loerie Awards,2025,Digital,FAKE EVERYTHING EXCEPT THE CHICKEN,KFC,CIRCUS,USE OF AI,Finalist,Fast Food,/awards/the_loerie_awards/2025/campaigns/fake-everything-except-the-chicken-kfc-circus-2025/
The Loerie Awards,2025,Digital,AdvTech Bursaries,AdvTech,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Bursaries,/awards/the_loerie_awards/2025/campaigns/advtech-bursaries-advtech-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025/
The Loerie Awards,2025,Digital,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Standard Bank Banking App,/awards/the_loerie_awards/2025/campaigns/the-undercover-ad-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025/
The Loerie Awards,2025,Digital,AdvTech Bursaries,AdvTech,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Bursaries,/awards/the_loerie_awards/2025/campaigns/advtech-bursaries-advtech-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-2/
The Loerie Awards,2025,Digital,Ringside Fitness - The Legacy of Ludumo Lamati,Ringside Fitness,Lucky Hustle,USE OF AI,Finalist,Sports Gym,/awards/the_loerie_awards/2025/campaigns/ringside-fitness-the-legacy-of-ludumo-lamati-ringside-fitness-lucky-hustle-2025/
The Loerie Awards,2025,Digital,Solar Savings,Nivea,Saatchi Saatchi Middle East,USE OF AI,Finalist,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/solar-savings-nivea-saatchi-saatchi-middle-east-2025/
