Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award level,Country,Company,Product,Production
Fiap,2025,Anuncios,Saludo a las mamas,TecniScan,d4 McCann,McCann Worldgroup,IPG,Via Publica - Servicios,Shortlist,Guatemala,TecniScan,Paquetes especiales de mamografias y ultrasonidos mamarios,Impresion ABG Publicidad
Fiap,2025,Anuncios,Saludo a las mamas,TecniScan,d4 McCann,McCann Worldgroup,IPG,Salud,Shortlist,Guatemala,TecniScan,Paquetes especiales de mamografias y ultrasonidos mamarios,Impresion ABG Publicidad
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Salud,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua
Fiap,2025,Innovacion,Escape Room Soledad,Fundacion la Caixa,Manifiesto,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Espana,Fundacion la Caixa,Fundacion la Caixa,Blua
Fiap,2025,Innovacion,Emoji Cocktails,E Leon Jimenes,The Table by de ferrari borrell,Independiente,Independiente,Innovacion en Redes Sociales,Shortlist,Republica Dominicana,La Aurora,Ron 1903,The Table By de ferrari borrell
Fiap,2025,Anuncios,Espacios Reducidos,Nissan,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Via Publica - Productos,Shortlist,Nicaragua,Nissan Nicaragua,Intelligent Around View� Monitor,N/A
Fiap,2025,Anuncios,El Atraco,Amnistia Internacional,La Despensa,Independiente,Independiente,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Espana,Amnistia Internacional,Amnistia Internacional,Rebolucion y McNulty
Fiap,2025,Anuncios,Good Max,Fundacion Sant Joan de Deu,La Despensa,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Espana,Fundacion Sant Joan de Deu,Recaudacion para la investigacion del cancer infantil,Antiestatico
Fiap,2025,Produccion,Good Max,Fundacion Sant Joan de Deu,La Despensa,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Fotografia,Shortlist,Espana,Fundacion Sant Joan de Deu,Recaudacion para la investigacion del cancer infantil,Antiestatico
Fiap,2025,Anuncios,Espacios Reducidos,Nissan Nicaragua,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Uso de Inteligencia Artificial,Shortlist,Nicaragua,Nissan Nicaragua/GrupoQ,Intelligent Around View� Monitor,N/A
Fiap,2025,Produccion,Espacios Reducidos,Nissan,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Nicaragua,Nissan Nicaragua,Intelligent Around View� Monitor,N/A
Fiap,2025,Innovacion,The 46% Pine Tree,SOH Conservacion,The Table by de ferrari borrell,Independiente,Independiente,Innovacion en campanas sobre sostenibilidad,Shortlist,Republica Dominicana,SOH Conservacion,Pino Criollo,The table by de ferrari borrell
Fiap,2025,Anuncios,El Primer Tratamiento Oral,Daflon,TBS,Independiente,Independiente,Grafica - Higiene domestica personal/Belleza/Cosmetica/Perfumeria/Articulos medicinales y Farmaceuticos,Shortlist,Espana,Servier,Daflon,TBS
Fiap,2025,Anuncios,El Primer Tratamiento Oral,Daflon,TBS,Independiente,Independiente,Via Publica - Productos,Shortlist,Espana,Servier,Daflon,TBS
Fiap,2025,Innovacion,A volta ao mundo em 80000 km,Ultracontact,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Innovacion en Medios Impresos,Shortlist,Brasil,Continental Pneus,Ultracontact tire,DOM Solu��es Improvaveis/Ariadna Equador
Fiap,2025,Formatos,A volta ao mundo em 80000 km,Ultracontact,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Branded Content integrado a otras plataformas,Shortlist,Brasil,Continental Pneus,Ultracontact tire,DOM Solu��es Improvaveis/Ariadna Equador
Fiap,2025,Anuncios,Las reglas no escritas del futbol en la Conmebol Libertadores,MAPFRE,Agencia Tango,Colectivo &c,Colectivo &c,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Espana,MAPFRE,PATROCINIO MAPFRE-CONMEBOL LIBERTADORES,The Masses
Fiap,2025,Innovacion,Pan de Vida,UNICEF Mexico,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,UNICEF,ONG,N/A
Fiap,2025,Anuncios,Pepsi Sunsets,Pepsi,Valor,Independiente,Independiente,Via Publica - Productos,Shortlist,Peru,PepsiCo,Pepsi,Studio V - Paola Pastrana
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A
Fiap,2025,Innovacion,Fan Home � El estadio que se convirtio en un verdadero hogar,Fotocasa,Coyote - Reserva Creativa,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,Adevinta,Patrocinio Atletico de Madrid,Paco Gelardo
Fiap,2025,Innovacion,Autokscuela,Cochesnet,Coyote - Reserva Creativa,Independiente,Independiente,Innovacion en Musica,Shortlist,Espana,Adevinta,Cochesnet,Coyote - Reserva Creativa/Salloia - Productora musical IA
Fiap,2025,Formatos,La Cancion de Amor que no Sabias que Escribiste,Amaras,Valor,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Peru,Alicorp,Shampoo Amaras,Ka&O
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Contenido con mejor estrategia digital,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Social Content,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A
Fiap,2025,Formatos,Un contenido muy poco normal,Banco BHD,Publicis Dominicana,Publicis Worldwide,Publicis Groupe,Branded Content integrado a otras plataformas,Shortlist,Republica Dominicana,Banco BHD,Segmento Mujer BHD,N/A
Fiap,2025,Anuncios,The Illegal Spots,Vans,The Pub School,N/A,N/A,Estudiantes,Shortlist,Colombia,Vans,The Illegal Spots,N/A
Fiap,2025,Formatos,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Live Experience,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo
Fiap,2025,Formatos,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Live Experience,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo
Fiap,2025,Innovacion,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo
Fiap,2025,Produccion,Museo Cajita Feliz,McDonalds,YoCo Agency,Independiente,Independiente,Tecnicas de Produccion en PR,Shortlist,Guatemala,McDonalds Guatemala,Institucional,YoCo
Fiap,2025,Formatos,Community King,Burger King,BBA,Independiente,Independiente,Social Content,Shortlist,Ecuador,Burger King,Burger King,Fabryca
Fiap,2025,Innovacion,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo
Fiap,2025,Produccion,Museo Cosplayer,McDonalds,YoCo Agency,Independiente,Independiente,Tecnicas de Produccion en PR,Shortlist,Guatemala,McDonalds Guatemala,Salsa Chili Picante,YoCo
Fiap,2025,Formatos,Pete Zahat,Pizza Hut,BBA,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Ecuador,Pizza Hut,Pizza Hut,Fabryca
Fiap,2025,Formatos,Pete Zahat,Pizza Hut,BBA,Independiente,Independiente,Contenido con mejor estrategia digital,Shortlist,Ecuador,Pizza Hut,Pizza Hut,Fabryca
Fiap,2025,Innovacion,Community King,Burger King,BBA,Independiente,Independiente,Innovacion en PR,Shortlist,Ecuador,Burger King,Burger King,Fabryca
Fiap,2025,Anuncios,Divine Donation,SOLCA,VML Norlop Ecuador,VML,WPP,Creatividad Efectiva - Bien Publico,Shortlist,Ecuador,SOLCA (Sociedad de Lucha Contra el Cancer),SOLCA,Mysticpoint - Acme - Swing Music
Fiap,2025,Formatos,Divine Donation,SOLCA,VML Norlop Ecuador,VML,WPP,Mejor Campana de Sostenibilidad,Shortlist,Ecuador,SOLCA (Sociedad de Lucha Contra el Cancer),SOLCA,Mysticpoint - Acme - Swing Music
Fiap,2025,Formatos,The Secret Endings,Netflix,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Netflix,The secret endings,N/A
Fiap,2025,Formatos,Content Hackers,Vaselina,The Pub School,N/A,N/A,Estudiantes,Shortlist,Colombia,Vaselina,Vaselina,N/A
Fiap,2025,Innovacion,Free the Voices,Monoceros Labs,LLYC,LLYC,LLYC,Innovacion en Tecnologia,Shortlist,Espana,Monoceros Labs,Fonos,LLYC
Fiap,2025,Innovacion,Free the Voices,Monoceros Labs,LLYC,LLYC,LLYC,Uso de Inteligencia Artificial,Shortlist,Espana,Monoceros Labs,Fonos,LLYC
Fiap,2025,Anuncios,Being Vegan is Good Sh*t,Peta,SAMY,SAMY,N/A,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Espana,Peta,Dieta vegana y uno de sus principales beneficios,Flamboyant Paradise
Fiap,2025,Anuncios,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Mejor Uso de la Cultura Local,Shortlist,Costa Rica,Gollo,Gollo,N/A
Fiap,2025,Formatos,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Live Experience,Shortlist,Costa Rica,Gollo,Gollo,N/A
Fiap,2025,Innovacion,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Innovacion en Eventos/Experiencia,Shortlist,Costa Rica,Gollo,Gollo,N/A
Fiap,2025,Innovacion,Le Golle,Gollo,Mccann Worldgroup,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Costa Rica,Gollo,Gollo,N/A
Fiap,2025,Produccion,Porque Si,Seagrams Gin,LLYC,LLYC,LLYC,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Espana,Pernod Ricard,Seagrams Dry Gin,Blur
Fiap,2025,Anuncios,Rightsizing,Hyundai,Lopez Negrete Communcations,Independiente,Independiente,Television/Cine/Digital - Automoviles,Shortlist,USA,Hyundai Motor America,TUCSON,Madre
Fiap,2025,Anuncios,ES PARA MI,H-E-B,Lopez Negrete Communcations,Independiente,Independiente,Radio - Jingles/Musica Original/Audio logo/Mejor Sound Effect,Shortlist,USA,H-E-B,H-E-B,N/A
Fiap,2025,Anuncios,Green Man,Toyota,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Television/Cine/Digital - Automoviles,Shortlist,USA,Toyota Motor North America USA Inc,ELECTRIC BZ4X,NOT NORMAL
Fiap,2025,Formatos,Lost Names,Toyota,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Product Placement - Entretenimiento,Shortlist,USA,Toyota Motor North America USA Inc,Toyota,JAW Productions
Fiap,2025,Produccion,Rightsizing,Hyundai,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Fotografia,Shortlist,USA,Hyundai Motor America,TUCSON,Madre
Fiap,2025,Anuncios,Llorar de risa,The Comedy Chateau,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Grafica - Recreacion/Placer/Tiempo Libre/Transporte/Viajes/Turismo,Shortlist,USA,The Comedy Chateau,Comedy Chateau Shows,Parana Films
Fiap,2025,Produccion,ES PARA MI,H-E-B,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,USA,H-E-B,H-E-B,N/A
Fiap,2025,Produccion,In Full Character,WorldFest,Lopez Negrete Communcations,Independiente,Independiente,Tecnicas de Produccion Grafica - Ilustracion,Shortlist,USA,Houston International Film Festival,WorldFest 58th,N/A
Fiap,2025,Formatos,Cold Activated Announcers,Coors Light,Alma,DDB Worldwide,Omnicom,Online Video,Shortlist,USA,Molson Coors Beverage Company,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music
Fiap,2025,Formatos,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A
Fiap,2025,Anuncios,Inteligencia emocional,CONING,Buppa Comunicacion,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Argentina,CONING,ONG,Buppa Comunicacion
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Branded Content - Programa de Entretenimiento,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en plataformas digitales,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Anuncios,Reality Check Miami Beach,N/A,VML,VML,WPP,Television/Cine/Digital - Campanas Bien Publico,Shortlist,USA,Greater Miami Convention & Visitors Bureau,N/A,AlteredLA
Fiap,2025,Innovacion,The Heist,La Bru,AlteredLA,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,USA,LA BRU,Cerveza La Bru,AlteredLA
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Own Media - Video Plataforma - Video,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Contenido con mejor estrategia digital,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Cortos,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Online Video,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Formatos,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Innovacion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Television/Cine/Digital - Higiene domestica personal/Belleza/Cosmetica/Perfumeria/Articulos medicinales y Farmaceuticos,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Mejor Diseno,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Anuncios,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Edicion,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Produccion,Anty Murphys Law Toast,Opella,MRM,McCann Worldgroup,IPG,Mejor Locucion Campana/Mensaje Internacional - TV/Web/Redes,Shortlist,Espana,Opella-Enterogermina,Enterogermina,Carino Contents
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Tecnologia,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Mobile,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Activaciones,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Innovacion,Design your sleep while you sleep,IKEA Family,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,IKEA,IKEA Family,N/A
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Innovacion en Tecnologia,Shortlist,Espana,Opella-Allegra,Allegra,N/A
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Innovacion en Marketing Directo,Shortlist,Espana,Opella-Allegra,Allegra,N/A
Fiap,2025,Innovacion,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A
Fiap,2025,Anuncios,Allevia Pollen Passport,Allegra,MRM,McCann Worldgroup,IPG,Salud,Shortlist,Espana,Opella-Allegra,Allegra,N/A
Fiap,2025,Anuncios,Drowsy Prompts - Hamlet,Allegra,MRM,McCann Worldgroup,IPG,Uso de Inteligencia Artificial,Shortlist,Espana,Opella,Allegra,N/A
Fiap,2025,Formatos,La playlist de la Victoria,Cervezas Victoria,Arena/Jon Lavin/The Lion,Havas Media Network,Havas,Own Media - Video Plataforma - Audio,Shortlist,Espana,Cervezas Victoria,Cervezas Victoria,Lobokane
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,ABANCA,ABANCA,La Remedios
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,ABANCA,ABANCA,La Remedios
Fiap,2025,Innovacion,El futbolin de las campeonas,ABANCA,Ernest,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Espana,ABANCA,ABANCA,La Remedios
Fiap,2025,Formatos,Creditos en accion,ABANCA Seguros,Ernest,Independiente,Independiente,Product Placement - Ficcion,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Innovacion,Creditos en accion,ABANCA Seguros,Ernest,Independiente,Independiente,Innovacion en Television,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Innovacion,Tres anuncios en las afueras,ABANCA Seguros,Ernest,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Innovacion,Tres anuncios en las afueras,ABANCA Seguros,Ernest,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Innovacion,Tres anuncios en las afueras,ABANCA Seguros,Ernest,Independiente,Independiente,Innovacion en Marketing Directo,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Produccion,Tres anuncios en las afueras,ABANCA Seguros,Ernest,Independiente,Independiente,Tecnicas de Produccion de BTL,Shortlist,Espana,ABANCA,ABANCA Seguros,La Remedios
Fiap,2025,Formatos,Entre Quejios,Turismo y Deporte de Andalucia,Ernest,Independiente,Independiente,Branded Content integrado a otras plataformas,Shortlist,Espana,Turismo y Deporte de Andalucia,Turismo y Deporte de Andalucia,La Remedios Casa Limon La Joya
Fiap,2025,Innovacion,Entre Quejios,Turismo y Deporte de Andalucia,Ernest,Independiente,Independiente,Innovacion en Musica,Shortlist,Espana,Turismo y Deporte de Andalucia,Turismo y Deporte de Andalucia,La Remedios Casa Limon La Joya
Fiap,2025,Anuncios,Entre Quejios,Turismo y Deporte de Andalucia,Ernest,Independiente,Independiente,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Espana,Turismo y Deporte de Andalucia,Turismo y Deporte de Andalucia,La Remedios Casa Limon La Joya
Fiap,2025,Innovacion,Sorry Alex,Turismo y Deporte de Andalucia,Ernest,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,Turismo y Deporte de Andalucia,Turismo y Deporte de Andalucia,La Remedios
Fiap,2025,Anuncios,Sorry Alex,Turismo y Deporte de Andalucia,Ernest,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Espana,Turismo y Deporte de Andalucia,Turismo y Deporte de Andalucia,La Remedios
Fiap,2025,Innovacion,Si tu no vas viene Jim,DUIN Sports Club,Ernest,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Espana,DUIN Sports Club,DUIN Sports Club,La Remedios
Fiap,2025,Anuncios,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Anuncios,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Salud,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Anuncios,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Formatos,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Mejor Campana de Plataforma de Responsabilidad Social,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Anuncios,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Salud,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Innovacion en Television,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Innovacion,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Formatos,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Live Experience,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Innovacion,Sweat Store,Gatorade,RosadoToledo&,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Puerto Rico,Pepsico & CBC,Gatorade,RosadoToledo&
Fiap,2025,Innovacion,Love Language Lessons,Duolingo,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Chile,Duolingo,Love Language Lessons,N/A
Fiap,2025,Innovacion,The Missing Team,Sandy Hook Promise,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Sandy Hook Promise,EA Sports College Football 2025,Estudiantes
Fiap,2025,Formatos,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Live Experience,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Formatos,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Mejor Uso de Ambient Media,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Activaciones,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Marketing Directo,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Leosapp,SuperFrango,Filadelfia,Independiente,Independiente,Innovacion en plataformas digitales,Shortlist,Brasil,Sao Salvador Alimentos,Muslos y contramuslos de pollo deshuesados,Jnto
Fiap,2025,Anuncios,Leosapp,SuperFrango,Filadelfia,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Brasil,Sao Salvador Alimentos,Muslos y contramuslos de pollo deshuesados,Jnto
Fiap,2025,Innovacion,Styled to Stay,IKEA,Brother,N/A,N/A,Estudiantes,Shortlist,Uruguay,IKEA,Styled to Stay,N/A
Fiap,2025,Innovacion,Amis7ad Apas10nada,Schneider,Brother,N/A,N/A,Estudiantes,Shortlist,Argentina,N/A,Lata Schneider 710ml,N/A
Fiap,2025,Formatos,Pizza Pizza Voice Jumper,Little Caesars,Digitas,Publicis Worldwide,Publicis Groupe,Advergaming,Shortlist,Guatemala,Coralsa - Little Caesars Guatemala,Little Caesars,Pits Guatemala
Fiap,2025,Formatos,Amis7ad Apas10nada,Schneider,Brother,N/A,N/A,Estudiantes,Shortlist,Argentina,N/A,Lata Schneider 710ml,N/A
Fiap,2025,Anuncios,InvertirIA como ellos,Valores Casa de Bolsa,Biedermann McCann,McCann Worldgroup,IPG,Grafica - Varios,Shortlist,Paraguay,Valores Casa de Bolsa,Alianza Inviu,Biedermann
Fiap,2025,Formatos,Duo Grails,Duolingo,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Duolingo,Duo Grails,N/A
Fiap,2025,Formatos,idolas no Reconocidas,Mastercard,WMcCann,McCann Worldgroup,IPG,Branded Content integrado a otras plataformas,Shortlist,Brasil,Mastercard,Mastercard,Piloto
Fiap,2025,Formatos,Fabio Cesar Ferreira,Lacta Bis,BPS (Brand Partnership Studio),Amazon Servi�os de Varejo do Brasil Ltda,Amazon,Branded Content - Programa de Entretenimiento,Shortlist,Brasil,Mondelez Lacta Brasil,Bis,Brand Partnership Studio
