Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award Level,Country,Company,Product,Production,Permalink
Fiap,2025,Anuncios,Quito sin mineria - El Si de la naturaleza,Quito Sin Mineria,Don Alfaro,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Ecuador,Quito Sin Mineria,Consulta Popular,Don Alfaro,/awards/fiap/2025/campaigns/quito-sin-mineria-el-si-de-la-naturaleza-quito-sin-mineria-don-alfaro-2025/
Fiap,2025,Anuncios,Ignora responsablemente,Movistar,VML,VML,WPP,Television/Cine/Digital - Imagen Corporativa,Shortlist,Argentina,Telefonica,Movistar,LANDIA,/awards/fiap/2025/campaigns/ignora-responsablemente-movistar-vml-2025/
Fiap,2025,Formatos,Eclipsed Legacy,Dante Robino,TombrasNina,TombrasNina,TombrasNina,Branded Content - Programa de Ficcion,Shortlist,Argentina,Dante Robino,Bebidas alcoholicas,N/A,/awards/fiap/2025/campaigns/eclipsed-legacy-dante-robino-tombrasnina-2025/
Fiap,2025,Formatos,Undeleted,Dove,VML,VML,WPP,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara,/awards/fiap/2025/campaigns/undeleted-dove-vml-2025/
Fiap,2025,Formatos,Undeleted,Dove,VML,VML,WPP,Evento en Vivo o Hibrido,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara,/awards/fiap/2025/campaigns/undeleted-dove-vml-2025-2/
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara,/awards/fiap/2025/campaigns/undeleted-dove-vml-2025-3/
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Mejor Uso de la Cultura Local,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara,/awards/fiap/2025/campaigns/undeleted-dove-vml-2025-4/
Fiap,2025,Anuncios,Undeleted,Dove,VML,VML,WPP,Transformacion Social - Empresas Privadas,Shortlist,Argentina,Unilever,Desodorante,Mama Hungara,/awards/fiap/2025/campaigns/undeleted-dove-vml-2025-5/
Fiap,2025,Anuncios,Kissnt Cam,Envidiosa,Ufilms,Ufilms,Ufilms,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Uruguay,Netflix,Nueva Temporada,Ufilms,/awards/fiap/2025/campaigns/kissnt-cam-envidiosa-ufilms-2025/
Fiap,2025,Anuncios,Ignora responsablemente,Movistar,VML,VML,WPP,Television/Cine/Digital - Bien Publico,Shortlist,Argentina,Telefonica,Movistar,LANDIA,/awards/fiap/2025/campaigns/ignora-responsablemente-movistar-vml-2025-2/
Fiap,2025,Formatos,Game Guardian,Movistar,VML,VML,WPP,Advergaming,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble,/awards/fiap/2025/campaigns/game-guardian-movistar-vml-2025/
Fiap,2025,Formatos,Game Guardian,Movistar,VML,VML,WPP,Desarrollo Tecnologico,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble,/awards/fiap/2025/campaigns/game-guardian-movistar-vml-2025-2/
Fiap,2025,Innovacion,Game Guardian,Movistar,VML,VML,WPP,Innovacion en Gaming y Entretenimiento,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble,/awards/fiap/2025/campaigns/game-guardian-movistar-vml-2025-3/
Fiap,2025,Innovacion,Game Guardian,Movistar,VML,VML,WPP,Uso de Inteligencia Artificial,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble,/awards/fiap/2025/campaigns/game-guardian-movistar-vml-2025-4/
Fiap,2025,Anuncios,Game Guardian,Movistar,VML,VML,WPP,Transformacion Social - Empresas Privadas,Shortlist,Argentina,Telefonica,Telecomunicaciones,LaDoble,/awards/fiap/2025/campaigns/game-guardian-movistar-vml-2025-5/
Fiap,2025,Produccion,Ludopatia,Movistar,VML,VML,WPP,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Argentina,Telefonica,Telecomunicaciones,Landia,/awards/fiap/2025/campaigns/ludopatia-movistar-vml-2025/
Fiap,2025,Anuncios,Ludopatia,Movistar,VML,VML,WPP,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Argentina,Telefonica,Telecomunicaciones,Landia,/awards/fiap/2025/campaigns/ludopatia-movistar-vml-2025-2/
Fiap,2025,Formatos,Pizza Pizza Voice Jumper,Little Caesars,Digitas,Publicis Worldwide,Publicis Groupe,Desarrollo Tecnologico,Shortlist,Guatemala,Coralsa - Little Caesars Guatemala,Little Caesars,Pits Guatemala,/awards/fiap/2025/campaigns/pizza-pizza-voice-jumper-little-caesars-digitas-2025-2/
Fiap,2025,Innovacion,El ultimo Pinojeda,Cabildo de Gran Canaria,22 Grados,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Espana,Cabildo de Gran Canaria,El ultimo Pinojeda,22Grados,/awards/fiap/2025/campaigns/el-ultimo-pinojeda-cabildo-de-gran-canaria-22-grados-2025/
Fiap,2025,Formatos,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-2/
Fiap,2025,Formatos,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Salud,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-3/
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Innovacion en Musica,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-4/
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Innovacion en plataformas digitales,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-5/
Fiap,2025,Innovacion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Salud,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-6/
Fiap,2025,Anuncios,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-7/
Fiap,2025,Anuncios,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Salud,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-8/
Fiap,2025,Produccion,The Test List,Grupo Omint,TombrasNina,TombrasNina,TombrasNina,Tecnicas de Produccion de Plataformas Digitales/Redes Sociales,Shortlist,Argentina,Grupo Omint,Medicina Prepaga,Warner Music,/awards/fiap/2025/campaigns/the-test-list-grupo-omint-tombrasnina-2025-9/
Fiap,2025,Produccion,El papel que regala conciencia,Mundo GEA,TombrasNina,TombrasNina,TombrasNina,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Argentina,Mundo GEA,Parque de atracciones,N/A,/awards/fiap/2025/campaigns/el-papel-que-regala-conciencia-mundo-gea-tombrasnina-2025-3/
Fiap,2025,Anuncios,Naughty List,TOYOTA,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Television/Cine/Digital - Automoviles,Shortlist,USA,Toyota Motor North America USA Inc,TUNDRA,MJZ,/awards/fiap/2025/campaigns/naughty-list-toyota-conill-advertising-2025/
Fiap,2025,Formatos,Eclipsed Legacy,Dante Robino,TombrasNina,TombrasNina,TombrasNina,Uso de Inteligencia Artificial,Shortlist,Argentina,Dante Robino,Bebidas alcoholicas,N/A,/awards/fiap/2025/campaigns/eclipsed-legacy-dante-robino-tombrasnina-2025-2/
Fiap,2025,Produccion,Eclipsed Legacy,Dante Robino,TombrasNina,TombrasNina,TombrasNina,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Argentina,Dante Robino,Bebidas alcoholicas,N/A,/awards/fiap/2025/campaigns/eclipsed-legacy-dante-robino-tombrasnina-2025-3/
Fiap,2025,Anuncios,No es lo mismo sin Heinz,Heinz,Cielito,N/A,N/A,Grafica - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Paraguay,Heinz/London Import,Aderezos Heinz Ketchup Mayonesa Mostaza BBQ,Cielito,/awards/fiap/2025/campaigns/no-es-lo-mismo-sin-heinz-heinz-cielito-2025/
Fiap,2025,Formatos,Lost Names,Toyota,Conill Advertising,Saatchi & Saatchi,Publicis Groupe,Mejor Uso de Influencer en cualquier plataforma,Shortlist,USA,Toyota Motor North America USA Inc,Toyota,JAW Productions,/awards/fiap/2025/campaigns/lost-names-toyota-conill-advertising-2025-2/
Fiap,2025,Innovacion,Officially Doomed,Play Anywhere,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Xbox,Doom - Office,N/A,/awards/fiap/2025/campaigns/officially-doomed-play-anywhere-bendita-carpeta-2025/
Fiap,2025,Innovacion,Antiface,Knox,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Samsung,ANTIFACE,N/A,/awards/fiap/2025/campaigns/antiface-knox-bendita-carpeta-2025/
Fiap,2025,Formatos,Control To Chew,Extra - Orbit,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Mars,Control to Chew,N/A,/awards/fiap/2025/campaigns/control-to-chew-extra-orbit-bendita-carpeta-2025/
Fiap,2025,Innovacion,Dolar Diarco,Diarco,BB Agencia,Independiente,Independiente,Innovacion en PR,Shortlist,Argentina,Grupo Goldfarb,Diarco Mayorista,Simio TV,/awards/fiap/2025/campaigns/dolar-diarco-diarco-bb-agencia-2025/
Fiap,2025,Innovacion,Dolar Diarco,Diarco,BB Agencia,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Argentina,Grupo Goldfarb,Diarco Mayorista,Simio TV,/awards/fiap/2025/campaigns/dolar-diarco-diarco-bb-agencia-2025-2/
Fiap,2025,Anuncios,Dolar Diarco,Diarco,BB Agencia,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Argentina,Grupo Goldfarb,Diarco Mayorista,Simio TV,/awards/fiap/2025/campaigns/dolar-diarco-diarco-bb-agencia-2025-3/
Fiap,2025,Anuncios,Burbujas,Coca-Cola,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Coca-Cola Mexico,Coca-Cola,N/A,/awards/fiap/2025/campaigns/burbujas-coca-cola-miami-ad-school-2025/
Fiap,2025,Formatos,Sunfetti,WindMar Home,JSD Agency,Independiente,Independiente,Live Experience,Shortlist,Puerto Rico,Windmar Home,WindMar Home,JSD Agency,/awards/fiap/2025/campaigns/sunfetti-windmar-home-jsd-agency-2025-2/
Fiap,2025,Formatos,ProtestART,WindMar Home,JSD Agency,Independiente,Independiente,Mejor Uso de Ambient Media,Shortlist,Puerto Rico,WindMar Home,WindMar Home,Raymesh Cintron/Sundries Productions,/awards/fiap/2025/campaigns/protestart-windmar-home-jsd-agency-2025/
Fiap,2025,Anuncios,ProtestART,WindMar Home,JSD Agency,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Puerto Rico,WindMar Home,WindMar Home,Raymesh Cintron/Sundries Productions,/awards/fiap/2025/campaigns/protestart-windmar-home-jsd-agency-2025-2/
Fiap,2025,Produccion,Lejitos,Super 24,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion Audiovisual - Fotografia,Shortlist,Guatemala,Super 24,Lejitos,El Studio,/awards/fiap/2025/campaigns/lejitos-super-24-publicidad-comercial-mullenlowe-2025/
Fiap,2025,Produccion,Legal Tracks,Kwai,BETC Havas,Havas Creative,Havas,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Brasil,Kwai,Institucional,Zaine Filmes,/awards/fiap/2025/campaigns/legal-tracks-kwai-betc-havas-2025/
Fiap,2025,Innovacion,Cargando la Conexion,TIM Telecom,BETC Havas,Havas Creative,Havas,Innovacion en Mobile,Shortlist,Brasil,TIM Telecom,Institucional (Un juguete Genius = Simon),Genco,/awards/fiap/2025/campaigns/cargando-la-conexion-tim-telecom-betc-havas-2025-2/
Fiap,2025,Innovacion,TIM Block Pin,TIM Telecom,BETC Havas,Havas Creative,Havas,Innovacion en Tecnologia,Shortlist,Brasil,TIM Telecom,Institucional,Zaine Filmes,/awards/fiap/2025/campaigns/tim-block-pin-tim-telecom-betc-havas-2025-2/
Fiap,2025,Formatos,TIM Block Pin,TIM Telecom,BETC Havas,Havas Creative,Havas,Desarrollo Tecnologico,Shortlist,Brasil,TIM Telecom,Institucional,Zaine Filmes,/awards/fiap/2025/campaigns/tim-block-pin-tim-telecom-betc-havas-2025-3/
Fiap,2025,Formatos,La Mancha Invisible,Vanish,BETC Havas,Havas Creative,Havas,Cortos,Shortlist,Brasil,Reckitt,Concienciacion sobre el bullying,Lobo,/awards/fiap/2025/campaigns/la-mancha-invisible-vanish-betc-havas-2025-2/
Fiap,2025,Produccion,La Mancha Invisible,Vanish,BETC Havas,Havas Creative,Havas,Tecnicas de Produccion Audiovisual - Animacion Computarizada/Efectos Especiales,Shortlist,Brasil,Reckitt,Concienciacion sobre el bullying,Lobo,/awards/fiap/2025/campaigns/la-mancha-invisible-vanish-betc-havas-2025-3/
Fiap,2025,Innovacion,El dia que se cobro el aire,COP16,Inmov - Latir,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Colombia,ONU - COP16 primera Conferencia de las Partes realizada en Cali Colombia,Evento COP16,Wonderlust by Inmov,/awards/fiap/2025/campaigns/el-dia-que-se-cobro-el-aire-cop16-inmov-latir-2025/
Fiap,2025,Innovacion,Jugando Contra el Mosquito,Insecticida SBP,BETC Havas,Havas Creative,Havas,Innovacion en PR,Shortlist,Brasil,Reckitt,Insecticida SBP,N/A,/awards/fiap/2025/campaigns/jugando-contra-el-mosquito-insecticida-sbp-betc-havas-2025-2/
Fiap,2025,Anuncios,Legal Tracks,Kwai,BETC Havas,Havas Creative,Havas,Radio - Jingles/Musica Original/Audio logo/Mejor Sound Effect,Shortlist,Brasil,Kwai,Institucional,Zaine Filmes,/awards/fiap/2025/campaigns/legal-tracks-kwai-betc-havas-2025-2/
Fiap,2025,Formatos,Pancakes Contra el Cancer de Seno,Sociedad Americana Contra el Cancer de Puerto Rico,Lopito Ileana & Howie,Independiente,Independiente,Medios Integrados/Contenido 360,Shortlist,Puerto Rico,Sociedad Americana Contra el Cancer,Cancer de Seno,Zulimar Narvaez,/awards/fiap/2025/campaigns/pancakes-contra-el-cancer-de-seno-sociedad-americana-contra-el-cancer-de-puerto-rico-lopito-ileana-and-howie-2025/
Fiap,2025,Produccion,Lejitos,Super 24,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Guatemala,Super 24,Lejitos,El Studio,/awards/fiap/2025/campaigns/lejitos-super-24-publicidad-comercial-mullenlowe-2025-2/
Fiap,2025,Anuncios,Lejitos,Super 24,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Television/Cine/Digital - Negocios al publico,Shortlist,Guatemala,Super 24,Lejitos,El Studio,/awards/fiap/2025/campaigns/lejitos-super-24-publicidad-comercial-mullenlowe-2025-3/
Fiap,2025,Anuncios,Lentes del Alma,TIM Telecom,BETC Havas,Havas Creative,Havas,Television/Cine/Digital - Imagen Corporativa,Shortlist,Brasil,TIM Telecom,Institucional,Santeria,/awards/fiap/2025/campaigns/lentes-del-alma-tim-telecom-betc-havas-2025-2/
Fiap,2025,Formatos,Detox BET,Institucional,Tech And Soul,Tech And Soul,Tech And Soul,Advergaming,Shortlist,Brasil,B3 Genial Investimentos IBN,Institucional,Arapiraca,/awards/fiap/2025/campaigns/detox-bet-institucional-tech-and-soul-2025/
Fiap,2025,Innovacion,Detox BET,Institucional,Tech And Soul,Tech And Soul,Tech And Soul,Innovacion en Gaming y Entretenimiento,Shortlist,Brasil,B3 Genial Investimentos IBN,Institucional,Arapiraca,/awards/fiap/2025/campaigns/detox-bet-institucional-tech-and-soul-2025-2/
Fiap,2025,Anuncios,Santa Teresa 1796 Gran Ron Gran Proposito,Santa Teresa,OML,Only Much Louder,Only Much Louder,Television/Cine/Digital - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Venezuela,Santa Teresa,Ron Santa Teresa 1796,Black Cat LAB,/awards/fiap/2025/campaigns/santa-teresa-1796-gran-ron-gran-proposito-santa-teresa-oml-2025/
Fiap,2025,Innovacion,Detox BET,Institucional,Tech And Soul,Tech And Soul,Tech And Soul,Innovacion en Activaciones,Shortlist,Brasil,B3 Genial Investimentos IBN,Institucional,Arapiraca,/awards/fiap/2025/campaigns/detox-bet-institucional-tech-and-soul-2025-3/
Fiap,2025,Formatos,Peru conoce a su campeona,plazaVea,Tribeca Media,Independiente,Independiente,Mejor Uso de Ambient Media,Shortlist,Peru,plazaVea,plazaVea,Canica Films,/awards/fiap/2025/campaigns/peru-conoce-a-su-campeona-plazavea-tribeca-media-2025/
Fiap,2025,Innovacion,Peru conoce a su campeona,plazaVea,Tribeca Media,Independiente,Independiente,Innovacion en PR,Shortlist,Peru,plazaVea,plazaVea,Canica Films,/awards/fiap/2025/campaigns/peru-conoce-a-su-campeona-plazavea-tribeca-media-2025-2/
Fiap,2025,Anuncios,Peru conoce a su campeona,plazaVea,Tribeca Media,Independiente,Independiente,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Peru,plazaVea,plazaVea,Canica Films,/awards/fiap/2025/campaigns/peru-conoce-a-su-campeona-plazavea-tribeca-media-2025-3/
Fiap,2025,Innovacion,Peru conoce a su campeona,plazaVea,Tribeca Media,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Peru,plazaVea,plazaVea,Canica Films,/awards/fiap/2025/campaigns/peru-conoce-a-su-campeona-plazavea-tribeca-media-2025-4/
Fiap,2025,Formatos,The Kimberly price,Plaza Vea,Fahrenheit DDB,DDB Worldwide,Omnicom,Evento en Vivo o Hibrido,Shortlist,Peru,Supermercados Peruanos,Plaza Vea,Canica Films,/awards/fiap/2025/campaigns/the-kimberly-price-plaza-vea-fahrenheit-ddb-2025/
Fiap,2025,Formatos,The Quest,Bradesco Seguros,AlmapBBDO,BBDO Worldwide,Omnicom,Cortos,Shortlist,Brasil,Bradesco Seguros,Institutional,Dont Touch my Soda,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025/
Fiap,2025,Produccion,The Quest,Bradesco Seguros,AlmapBBDO,BBDO Worldwide,Omnicom,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Brasil,Bradesco Seguros,Institutional,Dont Touch my Soda,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-2/
Fiap,2025,Produccion,The Quest,Bradesco Seguros,AlmapBBDO,BBDO Worldwide,Omnicom,Tecnicas de Produccion Audiovisual - Animacion Computarizada/Efectos Especiales,Shortlist,Brasil,Bradesco Seguros,Institutional,Dont Touch my Soda,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-3/
Fiap,2025,Produccion,The Quest,Bradesco Seguros,AlmapBBDO,BBDO Worldwide,Omnicom,Tecnicas de Produccion Audiovisual - Musica Adaptada/Musica Original/Diseno de Sonido/Canciones/Jingles/Audio Logo/Uso de Licencias,Shortlist,Brasil,Bradesco Seguros,Institutional,Dont Touch my Soda,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-4/
Fiap,2025,Formatos,The Quest,Bradesco Seguros,AlmapBBDO,BBDO Worldwide,Omnicom,Online Video,Shortlist,Brasil,Bradesco Seguros,Institutional,Dont Touch my Soda,/awards/fiap/2025/campaigns/the-quest-bradesco-seguros-almapbbdo-2025-5/
Fiap,2025,Anuncios,Hablemos como I=iguales la cafeteri=IA,Gilead,Paraphernalia,Independiente,Independiente,Salud,Shortlist,Espana,Gilead,Awareness VIH,Paraphernalia,/awards/fiap/2025/campaigns/hablemos-como-iiguales-la-cafeteriia-gilead-paraphernalia-2025/
Fiap,2025,Formatos,Un dia por las mujeres,Clinica San Felipe,Always On,Independiente,Independiente,Salud,Shortlist,Peru,Clinica San Felipe,Unidad de la mama,Always On,/awards/fiap/2025/campaigns/un-dia-por-las-mujeres-clinica-san-felipe-always-on-2025/
Fiap,2025,Formatos,Un dia por las mujeres,Clinica San Felipe,Always On,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Peru,Clinica San Felipe,Unidad de la mama,Always On,/awards/fiap/2025/campaigns/un-dia-por-las-mujeres-clinica-san-felipe-always-on-2025-2/
Fiap,2025,Innovacion,Reforested Billboard La lona que hizo respirar al mundo,Tripictures,El Hombre del Paraguas,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,Tripictures/Amarillo Yellow,Pelicula Emma y El Jaguar Negro,Sistema del Solar,/awards/fiap/2025/campaigns/reforested-billboard-la-lona-que-hizo-respirar-al-mundo-tripictures-el-hombre-del-paraguas-2025/
Fiap,2025,Formatos,Reforested Billboard La lona que hizo respirar al mundo,Tripictures,El Hombre del Paraguas,Independiente,Independiente,Mejor Uso de Ambient Media,Shortlist,Espana,Tripictures/Amarillo Yellow,Pelicula Emma y El Jaguar Negro,Sistema del Solar,/awards/fiap/2025/campaigns/reforested-billboard-la-lona-que-hizo-respirar-al-mundo-tripictures-el-hombre-del-paraguas-2025-2/
Fiap,2025,Anuncios,Con Salsa todo sabe mejor - Cliente Libbys,Libbys,Hanson,Hanson Channel SL,Hanson Channel SL,Television/Cine/Digital - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Espana,Establecimientos Industriales Archipielago SA,Salsa 0 azucares Salsa barbacoa Catchup y Catchup picante,Candilejas Producciones,/awards/fiap/2025/campaigns/con-salsa-todo-sabe-mejor-cliente-libbys-libbys-hanson-2025/
Fiap,2025,Produccion,El copiloto perfecto- Archipielago Renting,Archipielago Renting,Hanson,Hanson Channel SL,Hanson Channel SL,Tecnicas de Produccion Audiovisual - Animacion Computarizada/Efectos Especiales,Shortlist,Espana,Archipielago Renting,Alquiler de Vehiculos de empresa,Hanson Channel SL,/awards/fiap/2025/campaigns/el-copiloto-perfecto-archipielago-renting-archipielago-renting-hanson-2025/
Fiap,2025,Produccion,Crowdfunding Universidad de la Laguna,Universidad de la Laguna,Hanson,Hanson Channel SL,Hanson Channel SL,Tecnicas de Produccion Audiovisual - Animacion Computarizada/Efectos Especiales,Shortlist,Espana,Universidad de la Laguna,Servicios para proyectos,Hanson Channel SL,/awards/fiap/2025/campaigns/crowdfunding-universidad-de-la-laguna-universidad-de-la-laguna-hanson-2025/
Fiap,2025,Anuncios,Y tu? Cuan lejos quieres llegar? - UCAB - Venezuela,UCAB,Goodman Latam,Independiente,Independiente,Television/Cine/Digital - Campanas (Productos/Servicios/Corporativas),Shortlist,Venezuela,Universidad Catolica Andres Bello ï¿½ Caracas Venezuela,Institucional,Enjoy,/awards/fiap/2025/campaigns/y-tu-cuan-lejos-quieres-llegar-ucab-venezuela-ucab-goodman-latam-2025/
Fiap,2025,Anuncios,Y tu? Cuan lejos quieres llegar? - UCAB - Venezuela,UCAB,Goodman Latam,Independiente,Independiente,Mejor Concepto,Shortlist,Venezuela,Universidad Catolica Andres Bello ï¿½ Caracas Venezuela,Institucional,Enjoy,/awards/fiap/2025/campaigns/y-tu-cuan-lejos-quieres-llegar-ucab-venezuela-ucab-goodman-latam-2025-2/
Fiap,2025,Anuncios,Venezuela sabe a PAN,Harina PAN,Robin Strategic Creative Agency,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Venezuela,Empresas Polar,Harina PAN,robin Agency y Dynapro,/awards/fiap/2025/campaigns/venezuela-sabe-a-pan-harina-pan-robin-strategic-creative-agency-2025/
Fiap,2025,Formatos,Evento de Lanzamiento Estamos en Familia Buchanans,Buchanans Venezuela,Robin Strategic Creative Agency,Independiente,Independiente,Branded Content integrado a otras plataformas,Shortlist,Venezuela,DIAGEO VENEZUELA,Nuevo concepto de marca,robin Agency/Magnishow,/awards/fiap/2025/campaigns/evento-de-lanzamiento-estamos-en-familia-buchanans-buchanans-venezuela-robin-strategic-creative-agency-2025/
Fiap,2025,Innovacion,Leti es Compromiso,GRUPO LETI,Concept McCann,McCann Worldgroup,IPG,Uso de Inteligencia Artificial,Shortlist,Venezuela,Grupo LETI,GRUPO LETI,Suno IA,/awards/fiap/2025/campaigns/leti-es-compromiso-grupo-leti-concept-mccann-2025/
Fiap,2025,Anuncios,Leti es Compromiso,GRUPO LETI,Concept McCann,McCann Worldgroup,IPG,Television/Cine/Digital - Mejor Musica Incidental/Mejor Cancion Original/Mejor Direccion Musical,Shortlist,Venezuela,Grupo LETI,GRUPO LETI,Suno IA,/awards/fiap/2025/campaigns/leti-es-compromiso-grupo-leti-concept-mccann-2025-2/
Fiap,2025,Produccion,Leti es Compromiso,GRUPO LETI,Concept McCann,McCann Worldgroup,IPG,Uso de Inteligencia Artificial,Shortlist,Venezuela,Grupo LETI,GRUPO LETI,Suno IA,/awards/fiap/2025/campaigns/leti-es-compromiso-grupo-leti-concept-mccann-2025-3/
Fiap,2025,Anuncios,Fluvirin Mocobardes,Fluvirin,Concept McCann,McCann Worldgroup,IPG,Uso de Inteligencia Artificial,Shortlist,Venezuela,Grupo LETI,Fluvirin,Ideogram IA,/awards/fiap/2025/campaigns/fluvirin-mocobardes-fluvirin-concept-mccann-2025/
Fiap,2025,Formatos,El Jeep de otras marcas,Jeep,Made,Independiente,Independiente,Via Publica,Shortlist,Mexico,Stellantis,Jeep Wrangler,N/A,/awards/fiap/2025/campaigns/el-jeep-de-otras-marcas-jeep-made-2025/
Fiap,2025,Innovacion,Immortools,RAM,Made,Independiente,Independiente,Innovacion en Marketing Directo,Shortlist,Mexico,Stellantis,Herramientas de trabajo,N/A,/awards/fiap/2025/campaigns/immortools-ram-made-2025/
Fiap,2025,Formatos,El Jeep de otras marcas,Jeep,Made,Independiente,Independiente,Mejor Uso de Ambient Media,Shortlist,Mexico,Stellantis,Jeep Wrangler,N/A,/awards/fiap/2025/campaigns/el-jeep-de-otras-marcas-jeep-made-2025-2/
Fiap,2025,Innovacion,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Innovacion en campanas sobre sostenibilidad,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-2/
Fiap,2025,Innovacion,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-3/
Fiap,2025,Innovacion,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Innovacion en Tecnologia,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-4/
