Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award Level,Country,Company,Product,Production,Permalink
Fiap,2025,Formatos,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-5/
Fiap,2025,Formatos,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Mejor Campana de Sostenibilidad,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-6/
Fiap,2025,Anuncios,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-7/
Fiap,2025,Anuncios,De vuelta a casa,Imperial FIFCO,Joystick FIFCO,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Costa Rica,Imperial,Cerveza,Del Mate Producciones Kaiju Creators,/awards/fiap/2025/campaigns/de-vuelta-a-casa-imperial-fifco-joystick-fifco-2025-8/
Fiap,2025,Anuncios,This is not a game,Movistar,VML,VML,WPP,Television/Cine/Digital - Bien Publico,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025/
Fiap,2025,Anuncios,This is not a game,Movistar,VML,VML,WPP,Television/Cine/Digital - Imagen Corporativa,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-2/
Fiap,2025,Formatos,This is not a game,Movistar,VML,VML,WPP,Advergaming,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-3/
Fiap,2025,Formatos,This is not a game,Movistar,VML,VML,WPP,Social Content,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-4/
Fiap,2025,Formatos,This is not a game,Movistar,VML,VML,WPP,Online Video,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-5/
Fiap,2025,Produccion,This is not a game,Movistar,VML,VML,WPP,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-6/
Fiap,2025,Produccion,This is not a game,Movistar,VML,VML,WPP,Tecnicas de Produccion Audiovisual - Direccion de Actores,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-7/
Fiap,2025,Produccion,This is not a game,Movistar,VML,VML,WPP,Tecnicas de Produccion Audiovisual - Edicion,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-8/
Fiap,2025,Innovacion,The Kimberly price,Plaza Vea,Fahrenheit DDB,DDB Worldwide,Omnicom,Innovacion en Eventos/Experiencia,Shortlist,Peru,Supermercados Peruanos,Plaza Vea,Canica Films,/awards/fiap/2025/campaigns/the-kimberly-price-plaza-vea-fahrenheit-ddb-2025-2/
Fiap,2025,Anuncios,The Kimberly price,Plaza Vea,Fahrenheit DDB,DDB Worldwide,Omnicom,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Peru,Supermercados Peruanos,Plaza Vea,Canica Films,/awards/fiap/2025/campaigns/the-kimberly-price-plaza-vea-fahrenheit-ddb-2025-3/
Fiap,2025,Anuncios,This is not a game,Movistar,VML,VML,WPP,Mejor Uso de la Cultura Local,Shortlist,Mexico,Telefonica,Negocio responsable,Landia,/awards/fiap/2025/campaigns/this-is-not-a-game-movistar-vml-2025-9/
Fiap,2025,Formatos,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Via Publica,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025/
Fiap,2025,Formatos,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Business to Business Channel o Partner Marketing - B2B,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025-2/
Fiap,2025,Anuncios,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Grafica - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025-3/
Fiap,2025,Anuncios,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Mejor Uso de la Cultura Local,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025-4/
Fiap,2025,Anuncios,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Grafica - Imagen Corporativa/Branding,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025-5/
Fiap,2025,Produccion,Thanks for Coke-Creation,Coca-Cola,VML,VML,WPP,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Mexico,Coca-Cola,Coca-Cola,Mango & Chilly Content,/awards/fiap/2025/campaigns/thanks-for-coke-creation-coca-cola-vml-2025-6/
Fiap,2025,Innovacion,Te lo cuento desde,Banco Guayaquil,Circo,Independiente,Independiente,Innovacion en Redes Sociales,Shortlist,Ecuador,Banco Guayaquil,Banco Guayaquil,La Gallera,/awards/fiap/2025/campaigns/te-lo-cuento-desde-banco-guayaquil-circo-2025/
Fiap,2025,Produccion,Te lo cuento desde,Banco Guayaquil,Circo,Independiente,Independiente,Tecnicas de Produccion de Contenidos,Shortlist,Ecuador,Banco Guayaquil,Banco Guayaquil,La Gallera,/awards/fiap/2025/campaigns/te-lo-cuento-desde-banco-guayaquil-circo-2025-2/
Fiap,2025,Formatos,SubwayTrench,LOreal,Dentsu Creative,Dentsu Group Inc,Dentsu Group,Mejor Campana de Plataforma de Responsabilidad Social,Shortlist,Espana,LOreal Paris (Espana),StandUp,StoryLab,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025/
Fiap,2025,Innovacion,subwaytrench,LOreal,Dentsu Creative,Dentsu Group Inc,Dentsu Group,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,LOreal Paris (Espana),StandUp,StoryLab,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025-2/
Fiap,2025,Anuncios,SubwayTrench,LOreal,Dentsu Creative,Dentsu Group Inc,Dentsu Group,Transformacion Social - Empresas Privadas,Shortlist,Espana,LOreal Paris (Espana),StandUp,StoryLab,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025-3/
Fiap,2025,Anuncios,SubwayTrench,LOreal,Dentsu Creative,Dentsu Group Inc,Dentsu Group,Via Publica - Servicios,Shortlist,Espana,LOreal Paris (Espana),StandUp,StoryLab,/awards/fiap/2025/campaigns/subwaytrench-loreal-dentsu-creative-2025-4/
Fiap,2025,Innovacion,Tu esfuerzo desfila en los juegos olimpicos,Banco Santander,Minerva Marketing,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Espana,Banco Santander,Banco Santander,N/A,/awards/fiap/2025/campaigns/tu-esfuerzo-desfila-en-los-juegos-olimpicos-banco-santander-minerva-marketing-2025/
Fiap,2025,Innovacion,Cementerio de flora y fauna,COP16,Inmov - Latir,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Colombia,ONU - COP16 primera Conferencia de las Partes realizada en Cali Colombia,Evento COP16,Wonderlust by Inmov,/awards/fiap/2025/campaigns/cementerio-de-flora-y-fauna-cop16-inmov-latir-2025/
Fiap,2025,Innovacion,Cementerio de flora y fauna,COP16,Inmov - Latir,Independiente,Independiente,Mejor Experiencia Interactiva y Creativa en Evento,Shortlist,Colombia,ONU - COP16 primera Conferencia de las Partes realizada en Cali Colombia,Evento COP16,Wonderlust by Inmov,/awards/fiap/2025/campaigns/cementerio-de-flora-y-fauna-cop16-inmov-latir-2025-2/
Fiap,2025,Formatos,Soluciones de mi Gente 3a ed,Sempra Infraestructura,Pulso Agency,Independiente,Independiente,Mejor Campana de Plataforma de Responsabilidad Social,Shortlist,Mexico,Sempra Infraestructura,Soluciones de mi Gente,PULSO Agency,/awards/fiap/2025/campaigns/soluciones-de-mi-gente-3a-ed-sempra-infraestructura-pulso-agency-2025/
Fiap,2025,Anuncios,Jockey Plaza,Jockey Plaza,Burns The Agency,Independiente,Independiente,Television/Cine/Digital - Campanas Bien Publico,Shortlist,Peru,Jockey Plaza,Plataforma Antibullying,The Kubricks,/awards/fiap/2025/campaigns/jockey-plaza-jockey-plaza-burns-the-agency-2025/
Fiap,2025,Anuncios,Radio Prosegur,Prosegur Alarmas,Burns The Agency,Independiente,Independiente,Radio - Campanas Bien Publico,Shortlist,Peru,Prosegur Alarmas,Camaras de Seguridad Prosegur Alarmas,Zava Records Rodolfo Zavalaga,/awards/fiap/2025/campaigns/radio-prosegur-prosegur-alarmas-burns-the-agency-2025/
Fiap,2025,Anuncios,El Chisme del Bueno,Sempra Infraestructura,Pulso Agency,Independiente,Independiente,Television/Cine/Digital - Bajo Presupuesto,Shortlist,Mexico,Sempra Infraestructura,Soluciones de mi Gente,PULSO Agency,/awards/fiap/2025/campaigns/el-chisme-del-bueno-sempra-infraestructura-pulso-agency-2025/
Fiap,2025,Produccion,BBVA - Anaquel de cuentas,BBVA,Ka&O Films and Content,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Peru,BBVA,BBVA - Anaquel de Cuentas,Ka&O Films and Content,/awards/fiap/2025/campaigns/bbva-anaquel-de-cuentas-bbva-ka-and-o-films-and-content-2025/
Fiap,2025,Innovacion,Navega la Vila,La Vila Joiosa,Makinaccion,Makinaccion,Makinaccion,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,Concejalia de turismo del ayuntamiento de La Vila Joiosa,La oferta turistica de La Vila Joiosa,Makinaccion,/awards/fiap/2025/campaigns/navega-la-vila-la-vila-joiosa-makinaccion-2025/
Fiap,2025,Anuncios,Jockey Plaza,Jockey Plaza,Burns The Agency,Independiente,Independiente,Creatividad Efectiva - Bien Publico,Shortlist,Peru,Jockey Plaza,Plataforma Antibullying,The Kubricks,/awards/fiap/2025/campaigns/jockey-plaza-jockey-plaza-burns-the-agency-2025-2/
Fiap,2025,Anuncios,ON510,ON510 Energia positva,Parker,Independiente,Independiente,Mejor Diseno,Shortlist,Espana,Grupo Enhol,Comercializadora electrica,Parker,/awards/fiap/2025/campaigns/on510-on510-energia-positva-parker-2025/
Fiap,2025,Anuncios,ON510,ON510 Energia positva,Parker,Independiente,Independiente,Mejor Concepto,Shortlist,Espana,Grupo Enhol,Comercializadora electrica,Parker,/awards/fiap/2025/campaigns/on510-on510-energia-positva-parker-2025-2/
Fiap,2025,Anuncios,Great ideas,Getty Images,DDB Latina,DDB Worldwide,Omnicom,Grafica - Campanas (Productos/Servicios/Corporativas),Shortlist,Uruguay,Getty Images,Banco de imagenes,DDB Uruguay,/awards/fiap/2025/campaigns/great-ideas-getty-images-ddb-latina-2025/
Fiap,2025,Anuncios,Muy poco viene para lo cerca que lo tienes,Tu Provincia Huesca La Magia,La Colmena Creativa,Hub Of Brands,N/A,Television/Cine/Digital - Recreacion/Placer/Tiempo Libre/Transporte/Viajes/Turismo,Shortlist,Espana,Diputacion Provincial de Huesca,Campana de Turismo,La Colmena Creativa,/awards/fiap/2025/campaigns/muy-poco-viene-para-lo-cerca-que-lo-tienes-tu-provincia-huesca-la-magia-la-colmena-creativa-2025/
Fiap,2025,Anuncios,Marea Purpura,Marea Purpura,Grizzly Brands,Independiente,Independiente,Grafica - Imagen Corporativa/Branding,Shortlist,Colombia,Civix Colombia,Diseno imagen corporativa y Branding,N/A,/awards/fiap/2025/campaigns/marea-purpura-marea-purpura-grizzly-brands-2025/
Fiap,2025,Anuncios,Liderab,Marea Purpura,Grizzly Brands,Independiente,Independiente,Grafica - Imagen Corporativa/Branding,Shortlist,Colombia,Civix Colombia,Diseno imagen corporativa y Branding,N/A,/awards/fiap/2025/campaigns/liderab-marea-purpura-grizzly-brands-2025/
Fiap,2025,Anuncios,Frascos infinitos - Mayonesa Kraft,Mayonesa Kraft,Amarillo Creative Lab,Independiente,Independiente,Radio - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Venezuela,Mondelez internacional,Mayonesa Kraft,Piedra Studios,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-mayonesa-kraft-amarillo-creative-lab-2025/
Fiap,2025,Formatos,Frascos infinitos - Mayonesa Kraft,Kraft,Amarillo Creative Lab,Independiente,Independiente,Mejor Campana de Sostenibilidad,Shortlist,Venezuela,Mondelez Internacional,Mayonesa Kraft,Fenix Media,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-kraft-amarillo-creative-lab-2025/
Fiap,2025,Innovacion,Frascos infinitos - Mayonesa Kraft,Kraft,Amarillo Creative Lab,Independiente,Independiente,Innovacion en campanas sobre sostenibilidad,Shortlist,Venezuela,Mondelez Internacional,Mayonesa Kraft,N/A,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-kraft-amarillo-creative-lab-2025-2/
Fiap,2025,Anuncios,Frascos infinitos - Mayonesa Kraft,Mayonesa Kraft,Amarillo Creative Lab,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Venezuela,Mondelez Internacional,Mayonesa Kraft,Fenix Media,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-mayonesa-kraft-amarillo-creative-lab-2025-2/
Fiap,2025,Formatos,Libres de Trata,Libres de Trata,Amarillo Creative Lab,Independiente,Independiente,Mejor Campana de Plataforma de Responsabilidad Social,Shortlist,Venezuela,Libres de Trata,Libres de Trata,N/A,/awards/fiap/2025/campaigns/libres-de-trata-libres-de-trata-amarillo-creative-lab-2025/
Fiap,2025,Formatos,Libres de Trata,Libres de Trata,Amarillo Creative Lab,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Venezuela,Libres de Trata,Libres de Trata,N/A,/awards/fiap/2025/campaigns/libres-de-trata-libres-de-trata-amarillo-creative-lab-2025-2/
Fiap,2025,Anuncios,Libres de Trata,Libres de Trata,Amarillo Creative Lab,Independiente,Independiente,Transformacion Social - ONG,Shortlist,Venezuela,Libres de Trata,Libres de Trata,N/A,/awards/fiap/2025/campaigns/libres-de-trata-libres-de-trata-amarillo-creative-lab-2025-3/
Fiap,2025,Formatos,Frascos infinitos - Mayonesa Kraft,Kraft,Amarillo Creative Lab,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Venezuela,Mondelez Internacional,Mayonesa Kraft,N/A,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-kraft-amarillo-creative-lab-2025-3/
Fiap,2025,Anuncios,Frascos infinitos - Mayonesa Kraft,Kraft,Amarillo Creative Lab,Independiente,Independiente,Campanas Integrales,Shortlist,Venezuela,Mondelez Internacional,Mayonesa Kraft,N/A,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-kraft-amarillo-creative-lab-2025-4/
Fiap,2025,Anuncios,Frascos infinitos - Mayonesa Kraft,Kraft,Amarillo Creative Lab,Independiente,Independiente,Radio - Jingles/Musica Original/Audio logo/Mejor Sound Effect,Shortlist,Venezuela,Mondelez Internacional,MAyonesa Kraft,Piedra Studios,/awards/fiap/2025/campaigns/frascos-infinitos-mayonesa-kraft-kraft-amarillo-creative-lab-2025-5/
