Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE INTERNET IS NOT THE INTERNET WHEN ITS HUNGRY,MARS,THINKERBELL,Data-driven Targeting & Personalisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eef5bbb014b346f1a6d66c8e1ef1199f
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,EARTHQUAKE TRIGGERED,EQC (EARTHQUAKE COMMISSION),VMLY&R,Use of Real-time Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e88d01db0add459182bf2e05b95566b4
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Use of Real-time Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,STRESSWAVES,CIGNA,McCANN,Use of Real-time Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/920a20f606114627b859c7c895e9e7a6
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,KIREI KIREI CARING ALERT,LION CORPORATION,DATA FIRST CO LTD,Use of Real-time Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e0ce15f8ddd4a269e8d1da1b679c9d0
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE INTERNET IS NOT THE INTERNET WHEN ITS HUNGRY,MARS,THINKERBELL,Use of Real-time Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eef5bbb014b346f1a6d66c8e1ef1199f
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE WORLDS MOST HATED RESTAURANT,SEIYU,ENJIN,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/af34b33cf4374650af33015a6ee8f0e3
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,RELATIONSHIPS,OYO,OYO HOTELS AND HOMES PVT LTD,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dfe2c3680ef2487197fbe53a95263e4a
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,ITS NOT OK,TRUECALLER,WIRALITY MEDIA PRIVATE LIMITED,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/82e6d70b213f456aa4178a8f9048af78
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE INTERNET IS NOT THE INTERNET WHEN ITS HUNGRY,MARS,THINKERBELL,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eef5bbb014b346f1a6d66c8e1ef1199f
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,STRESSWAVES,CIGNA,McCANN,Data-enhanced Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6b3f99943984106a1008b8ff8d2dd45
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,KIREI KIREI CARING ALERT,LION CORPORATION,DATA FIRST CO LTD,Data-enhanced Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e0ce15f8ddd4a269e8d1da1b679c9d0
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,AQUA HYDRATION REMINDERS TO KEEP WELL DURING THE PANDEMIC,DANONE INDONESIA,XAXIS,Data-enhanced Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/02f9e50e912242afa667fcf300910fc0
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE INTERNET IS NOT THE INTERNET WHEN ITS HUNGRY,MARS,THINKERBELL,Data-enhanced Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eef5bbb014b346f1a6d66c8e1ef1199f
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,STRIKING THE BEST IMPRESSION WITH A CUSTOMISED STRATEGY FOR PROTON,PROTON,XAXIS,Data-enhanced Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7a7e5a313982488eba94d078d3221d52/storyboard_000008.jpg
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,UFS KILLER RECIPES,UNILEVER,MINDSHARE,Customer & Business Intelligence,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/997ed919ec8b44acbe6b834da78f16cf
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,NICE TO MEAT FREE NICE TO MEET TREE DENTSU X ONLINE ESG PROGRAM,DENTSU X,DENTSU X,Data Visualisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d2fe20d66bda4afe9fd99eae487fde5e
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Data Visualisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,STRESSWAVES,CIGNA,McCANN,Innovative Use of Data Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/56ec5e2f66c44f2f99ce0a923c5700b4
Spikes Asia,2022,INNOVATIVE USE OF DATA TECHNOLOGY,THE TRADE DESK SUPPORTS UNILEVER INDONESIA AND MINDSHARE TO ACHIEVE CAMPAIGN SUCCESS WITH A MULTI-CHANNEL STRATEGY AND GOJEK SALES MEASUREMENT,UNILEVER,THE TRADE DESK,Innovative Use of Data Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5c338845802c4993b2afce5e8e598b0a
Spikes Asia,2022,GLASS,THE NOMINATE ME SELFIE,POLITICAL SHAKTI / THE TIMES OF INDIA,FCB INDIA,Glass,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/2d45e1ec3689444b8bebf99c153e8afa
Spikes Asia,2022,GLASS,THE LOST DAUGHTERS,SANLAAP,WUNDERMAN THOMPSON,Glass,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/ec9a5a0370104804a348c4019d30ead0
Spikes Asia,2022,GLASS,PRIDEHAIR,PROCTER & GAMBLE,GREY,Glass,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/483642d1aaff47d0b565759b4d849281
Spikes Asia,2022,GLASS,WHEN WILL SHE BE RIGHT?,UN WOMEN AUSTRALIA,THE MONKEYS PART OF ACCENTURE SONG,Glass,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/9dbb5f79e328465e8211017a40f41bda/storyboard_000008.jpg
Spikes Asia,2022,GLASS,INI IKLAN RAYA TAU?,JULIES BISCUITS,GOVT,Glass,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/12a39579e3a14ac2bed6ed00665acf92
Spikes Asia,2022,GLASS,STAYFREE DAUGHTERS DAY,JOHNSON & JOHNSON,DDB MUDRA,Glass,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/bc7d55e3c8e64b07bb14f243e76c1c62
Spikes Asia,2022,GLASS,V-KEBAYA,VINDA MARKETING (M) SDN BHD,MUMA MALAYSIA,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2e0b898830684652824605245b1b2395
Spikes Asia,2022,GLASS,INTERNET SAATHI STORIES OF COURAGE,GOOGLE X INTERNET SAATHI,MEDIAMONKS,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c177615708a34656a84e0e257bb1aad6
Spikes Asia,2022,GLASS,SEXOLOGY,SEXOLOGY,PUBLIC INTEREST INCORPORATED FOUNDATION 1MORE BABY OHENDAN,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/85d558d9f42b4a88886dba0e380724f1
Spikes Asia,2022,GLASS,TWO SQUARE METRES OF LOVE,NUBY,NUBY,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e2a515173df84c4ab5a5f8ee6366f59d
Spikes Asia,2022,GLASS,MAKING ONLINE A SAFE SPACE FOR WOMEN,OYO,OYO HOTELS AND HOMES PVT LTD,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/36285ac83c3e46a1b227d20b868dcca3
Spikes Asia,2022,GLASS,OFF-TIME FOR MOM,DOVE,ADK CREATIVE ONE,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6d36fb3fbbc9415d9d3ea8b314631fd1
Spikes Asia,2022,GLASS,THE ROOM OF INNER FEELINGS,LIFULL,LIFULL,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ca4ffc2168e1450aa132003cc254f202
Spikes Asia,2022,GLASS,RETOLD WITH PRIDE,GLOBE X PRIDETECH,PROPEL MANILA,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/db88d5714a0d4e46b674c8a6ac237e5f
Spikes Asia,2022,GLASS,BORN THIS WAY,LUX,WUNDERMAN THOMPSON,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f48574b8eb6f4c24951a3eb0acf4562a
Spikes Asia,2022,GLASS,IN HER SHOES,LUX,WUNDERMAN THOMPSON,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9e66da23c6474641baf71fd05a371280
Spikes Asia,2022,GLASS,ONLINE ETIQUETTE,GRAMEENPHONE LTD,MINDSHARE,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4bec6186923a4fb89929b205200c1640
Spikes Asia,2022,GLASS,BEYOND THE STADIUM,SK-II,FORSMAN & BODENFORS,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/01f92e462925436291086e034a056665
Spikes Asia,2022,GLASS,THE BETTER HALF RECIPES,SWIGGY,DENTSU CREATIVE,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/434613ae855b4659901ff82c2af9e0a9
Spikes Asia,2022,GLASS,INLIFE SHEROES INAKO FOR FINANCIAL INCLUSIVITY,INSULAR LIFE,SVEN,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e25951007f374da9adbfba918dbb54cd
Spikes Asia,2022,GLASS,HIDDEN TRUTH,VIDYA INDIA,WUNDERMAN THOMPSON,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/43677c6f2fa34fbb8a808705bfd1f0f7
Spikes Asia,2022,GLASS,WOMEN FROM HOME,THE DENTSU ASIA PACIFIC WOMEN EMPOWERMENT COUNCIL,DENTSU JAYME SYFU,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3adabbac0045463a961e541792f10fe9
Spikes Asia,2022,GLASS,THE UNLIMITED LOVE LANGUAGE,DIGITX,DENTSU JAYME SYFU,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fba1ec4519394c03afea9b40be15a89f
Spikes Asia,2022,GLASS,GREAT THINGS HAPPEN WHEN WE MOVE,SHELL,WUNDERMAN THOMPSON,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f59a10940a9429fbc1b4a5323688847
Spikes Asia,2022,GLASS,THE DIVIDE,PAYTM,DENTSU CREATIVE,Glass,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de55146fda1b469ba21d68ca93915178
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,YAKUSHIMA TREASURE ANOTHER LIVE FROM YAKUSHIMA,YAKUSHIMA TREASURE,DENTSU CREATIVE X INC,Innovative Use of Technology,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/48e9f1da7227400287f3e1486f497574
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LAYS CRISPY SUBTITLES,LAYS-PEPSICO,HAPPINESS SAIGON AN FCB ALLIANCE,New Realities & Voice Activation,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/cb5166ff6fc64b78bbe30fd4616dce5b
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,PRAY TO THE GREAT BUDDHA,SONY MUSIC ENTERTAINMENT,SIX INC,Video & Moving Image,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/e4deb6a3c8e345e399258db4cb48455d
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SHIBUYA VIRTUAL CITY,AU BY KDDI FUTURE DESIGN SHIBUYA,GEOMETRY OGILVY JAPAN,Innovative Use of Technology,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/5b2f4a30a8da495b82c23b93e7e3bf07
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,UI,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,PALE BLUE LETTER,SONY MUSIC LABELS / REISSUE RECORDS,SIX INC,Digital Image Design,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/19c423bfa11a49da992d0401897d367c
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LAYS CRISPY SUBTITLES,LAYS-PEPSICO,HAPPINESS SAIGON AN FCB ALLIANCE,Native & Built-in Feature Integration,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/cb5166ff6fc64b78bbe30fd4616dce5b
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,PERFORMANCE ENHANCING MUSIC,SAMSUNG,CHE PROXIMITY,Innovative Use of Technology,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/632762c82e114145a824a8dfc7826856
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,TOKYO 2020 VIRTUAL ENCOURAGEMENT CEREMONY,JAPANESE OLYMPIC COMMITTEE,DENTSU INC,Digital Illustration,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/01be5303590047c7b54ba1b46cee4f19
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,ADO / YORU NO PIERROT(TEDDYLOID REMIX),GOOGLE,ENJIN,Video & Moving Image,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/1633fea3f7ab4671aa1043676c142854
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,PERFORMANCE ENHANCING MUSIC,SAMSUNG,CHE PROXIMITY,Music & Sound Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/632762c82e114145a824a8dfc7826856
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SAMSUNG - ITEST,SAMSUNG,TRIBAL AOTEAROA,UX & Journey Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d7dae53532ba4f65b11f444b188f64a1
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SAMSUNG - ITEST,SAMSUNG,TRIBAL AOTEAROA,Websites & Microsites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/622ca6199d2642f7a16c55d48ca74e62
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,Websites & Microsites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LITTLE BIG E-MOTION,HYUNDAI,INNOCEAN WORLDWIDE,Data Storytelling,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e55c7e57567645bd8e66d652e39380dd
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,HI TOILET,THE NIPPON FOUNDATION,TBWA\HAKUHODO INC,Innovative Use of Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6592be620e74417d94b690d7253b39eb
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,CRAFT CAMERA ACTION!,BIG W,M&C SAATCHI,UI,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/db02d3f1934343f6972748eb6f579aff
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,ORACLE WORDMARKS,ORACLE,BUCK,Digital Illustration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4cfd28cf06bb4e608f87f95a9d8edca3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,RETOLD WITH PRIDE,GLOBE X PRIDETECH,PROPEL MANILA,Digital Illustration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6183cc1c85c84aa0a6456417b5ccfcce
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,MAGPAREHISTROKA (REGISTERTOVOTECOM),COMMISSION ON ELECTIONS,MULLENLOWE TREYNA,Digital Illustration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/12c7d8d849b8464a8ca39eb0f45d37ee
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SAVE YOURSELF CAMPAIGN,TONIK DIGITAL BANK,ACE SAATCHI & SAATCHI ADVERTISING,Digital Illustration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/35c4e6c47f7044bda65c513f64aed95e
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LET THERE BE LIGHT,ENERGIZER,CHEIL WORLDWIDE,Digital Illustration,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/af831e45f24b427ba1c7134831c93651/storyboard_000008.jpg
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,THE ENGAGING DISCIPLINE OF BRANDS,ADVERTISING COUNCIL,DENTSU INC,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1666db6ef76b4b5685c363e7d7df945d
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,WHATSAPP VIEW ONCE,WHATSAPP,BBDO INDIA,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/918a67453ce140d281ed615c91559f21
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,WHITEHAT JR SOCIAL EXPERIMENT,WHITEHAT JR,BBDO INDIA,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a34ec498848e417dbb221dfb90c42a42
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,?HOKXBURBERRY?COLLABORATION SKIN TVC,TENCENT,DOTWELL CO LTD,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ea0a8cae85ca4cfab6ab00f455cc7221
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,[HOK] DUNHUANG SKIN PV,HONOR OF KINGS,DOTWELL CO LTD,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c2aaaf8f4a4645e99c39a14f4b4e3141
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SMART GIGA STUDY,SMART COMMUNICATIONS INC,DDB PHILIPPINES,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7bdd99158b5a43a582ceb39b955b16af
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce26de1de9254e0481f5c79e5293ce9e
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,APOLLO CIRCLE OF LIFE,APOLLO,WUNDERMAN THOMPSON,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e6b53e89e42a496f9179112f2985ec62
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,REALMEX50PRO,REALME,DOTWELL CO LTD,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f900c68c388743aa9a192e27347d4d7a
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,HONOR50SERIES,HONOR,DOTWELL CO LTD,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/77fa51b1a67944d7bfd1d5a2d3d8cc6c
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,FREE FIRE X MONEY HEIST | FINAL EPISODE RAID AND RUN,GARENA ONLINE PRIVATE LIMITED,DOTWELL CO LTD,Video & Moving Image,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e68011bd8913481e97c3fda808992e02
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,Digital Image Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Digital Image Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce26de1de9254e0481f5c79e5293ce9e
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,EYE COLOR PLAYER,MAQUILLAGE,SHISEIDO CO LTD,Music & Sound Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aeee91ecf207435c80b2dc7ecc79b1fa
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,Overall Aesthetic Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Overall Aesthetic Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,THE CARE CODES,G-LIFE SHANGHAI,OGILVY,Overall Aesthetic Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cf288bc6b72e4d88867515f03235c0c5
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SAVE YOURSELF CAMPAIGN,TONIK DIGITAL BANK,ACE SAATCHI & SAATCHI ADVERTISING,Overall Aesthetic Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/48ed6761d9db45bd9b1be2b189aa02a5
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LITTLE BIG E-MOTION,HYUNDAI,INNOCEAN WORLDWIDE,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e55c7e57567645bd8e66d652e39380dd
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,MYHOOMAN,MARS,COLENSO BBDO,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f179d167af504225b503e4585ca76c5e
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,END-TO-END OMNICHANNEL MATERNITY & NEONATAL CARE EXPERIENCE DESIGN,CLOUDNINE HOSPITALS,NETBRAMHA STUDIOS,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/86231fc01532421883c289fdbf824eb0
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,PALE BLUE DOT,TENCENT WE SUMMIT,STINK FILMS,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/83367baeaa354d81a750a79f8b96d28a
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,MUSIC VIDEO FOR ALL,ADOBE,ENJIN,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6607aa7142a3446b9b4812e6bc4e34f7
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,REINVENTING THE DIGITAL BANKING EXPERIENCE,STANDARD CHARTERED,ANALOGFOLK,UX & Journey Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e126b81f12c646c5a1edff825690fd12
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,CRAFT CAMERA ACTION!,BIG W,M&C SAATCHI,Native & Built-in Feature Integration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/db02d3f1934343f6972748eb6f579aff
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,BLACKOUT MIRROR,DOVE,UNILEVER,Native & Built-in Feature Integration,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/87a8c9e3a075493a9d784d2cd37759ce
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SAMSUNG - ITEST,SAMSUNG,TRIBAL AOTEAROA,Overall Functional Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bb30fd41c04a49eca535784a478e3fe8
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LIONS GOOD NEWS 2020,NIKKEI INC,PR CONSULTING DENTSU INC,Overall Functional Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33df43bbc94f4efdbd667c1284e934b3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,INTERNET SAATHI STORIES OF COURAGE,GOOGLE X INTERNET SAATHI,MEDIAMONKS,Websites & Microsites,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c177615708a34656a84e0e257bb1aad6
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,UTS 360 TOUR,UTS,PAPER MOOSE,Websites & Microsites,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/620ee3fb8cb34b288d9cf9334c6fde67
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,LOTTO ON ICE,LOTTO,DDB NEW ZEALAND,Websites & Microsites,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6a415704e8fd4b61bc5d8795a1d44cff
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,IKEA-DOLLAR CATALOGUE,IKEA,OGILVY TAIWAN,Websites & Microsites,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/195807d1ab764a7f877874c4b8528df3
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,WORLD OF EXCUSES,UNITED NATIONS DEVELOPMENT PROGRAMME,WUNDERMAN THOMPSON,Websites & Microsites,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/18efefa502d1466dbc0325ade25b052c
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,UNLIMITED SPACE,RAKUTEN,RAKUTEN GROUP INC,Curation of Data,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3564d62dcf484a12972a60b77c4981ce
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,THE CARE CODES,G-LIFE SHANGHAI,OGILVY,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cf288bc6b72e4d88867515f03235c0c5
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Data Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce26de1de9254e0481f5c79e5293ce9e
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,UNLIMITED SPACE,RAKUTEN,RAKUTEN GROUP INC,Data Visualisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/71ed9ac62254436fa248a67d2188b528
Spikes Asia,2022,INNOVATIVE USE OF TECHNOLOGY,ART OF PROGRESS,HSBC,PUBLICIS HONG KONG,Data Visualisation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4a30228d2bf345679e697a4bb431411a
