Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image,Permalink
Cannes Lions,2020,AUDIO-RADIO,RADIO RECLINER,BRIDGE SENIOR LIVING,LUCKIE,Use of Radio or Audio as a Medium,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/d36214d8845b41b698f15d404d4920b6/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/radio-recliner-bridge-senior-living-luckie-2020/
Cannes Lions,2020,AUDIO-RADIO,THE HY PROJECT,TOYOTA,THE ELECTRIC FACTORY,Automotive,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/84ee8a774eb54389af833c3d5756ebcf,/awards/canneslions/2020/campaigns/the-hy-project-toyota-the-electric-factory-2020/
Cannes Lions,2020,AUDIO-RADIO,BONNIE BAM (70),LUFTHANSA,KOLLE REBBE PART OF ACCENTURE INTERACTIVE,Travel & Leisure,Bronze,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/bonnie-bam-70-lufthansa-kolle-rebbe-part-of-accenture-interactive-2020/
Cannes Lions,2020,AUDIO-RADIO,VOICES OF BRUSSELS,BRUSSELS PUBLIC TRANSPORT,MORTIERBRIGADE,Travel & Leisure,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/d66babb20e8d467c96190775ebc135a3/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/voices-of-brussels-brussels-public-transport-mortierbrigade-2020/
Cannes Lions,2020,AUDIO-RADIO,THE HY PROJECT,TOYOTA,THE ELECTRIC FACTORY,Use of Audio Technology,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/b84a6a00be7d4f42ac1a18e3d13bf7f5/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-hy-project-toyota-the-electric-factory-2020-2/
Cannes Lions,2020,AUDIO-RADIO,MY CARER,ALZHEIMER'S SOCIETY,MRM GERMANY,Use of Audio Technology,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/e37faab08f014b8ca7ae04807ad48d91/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/my-carer-alzheimers-society-mrm-germany-2020/
Cannes Lions,2020,AUDIO-RADIO,THE CALL,EMPOWHER NY,THE BLOC,Social Behaviour,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/1c7a77cf850b4a4d90606967dceeac82/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-call-empowher-ny-the-bloc-2020/
Cannes Lions,2020,AUDIO-RADIO,FOR SEASONS - COMPOSED BY CLIMATE DATA,NDR ELBPHILHARMONIE ORCHESTRA HAMBURG,MARKENFILM CROSSING,Corporate Purpose & Social Responsibility,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/8cf770e4536041f8b0d8a6737f027a78/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/for-seasons-composed-by-climate-data-ndr-elbphilharmonie-orchestra-hamburg-markenfilm-crossing-2020/
Cannes Lions,2020,AUDIO-RADIO,RADIO RECLINER,BRIDGE SENIOR LIVING,LUCKIE,Corporate Purpose & Social Responsibility,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/d36214d8845b41b698f15d404d4920b6/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/radio-recliner-bridge-senior-living-luckie-2020-2/
Cannes Lions,2020,AUDIO-RADIO,MARMITE X FOSTERS,UNILEVER,adam&eveDDB,Food & Drink,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/77ce22ca10f64c479a2d53c31d116a0c,/awards/canneslions/2020/campaigns/marmite-x-fosters-unilever-adam-and-eveddb-2020/
Cannes Lions,2020,AUDIO-RADIO,RADIO RECLINER,BRIDGE SENIOR LIVING,LUCKIE,Healthcare,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/d36214d8845b41b698f15d404d4920b6/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/radio-recliner-bridge-senior-living-luckie-2020-3/
Cannes Lions,2020,AUDIO-RADIO,GOGO,NANDOS,M&C SAATCHI ABEL,Retail,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/927f505e75a74757827ee04daaec32b1/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/gogo-nandos-m-and-c-saatchi-abel-2020/
Cannes Lions,2020,AUDIO-RADIO,RENE (73),LUFTHANSA,KOLLE REBBE PART OF ACCENTURE INTERACTIVE,Travel & Leisure,Shortlist,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/rene-73-lufthansa-kolle-rebbe-part-of-accenture-interactive-2020/
Cannes Lions,2020,AUDIO-RADIO,SILENCE,DEEZER,AKQA,Media & Entertainment,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/4a0d920a39b1486490d4dc4fe12e6a0d,/awards/canneslions/2020/campaigns/silence-deezer-akqa-2020/
Cannes Lions,2020,AUDIO-RADIO,MISSED BIRTHDAYS,MISSING PERSONS ADVOCACY NETWORK MPAN,WHITEGREY,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8222f64ade3a4212858a12cd8390b7a0,/awards/canneslions/2020/campaigns/missed-birthdays-missing-persons-advocacy-network-mpan-whitegrey-2020/
Cannes Lions,2020,AUDIO-RADIO,SISTER CITY NY INSTALLATION (JULIANNA BARWICK BJ�RK),MICROSOFT,ADA,Sound Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/098c43e7027542778d63a2a8a0dd4869/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/sister-city-ny-installation-julianna-barwick-bjrk-microsoft-ada-2020/
Cannes Lions,2020,AUDIO-RADIO,X AMBASSADORS BOOM APP,MICROSOFT,ADA,Sound Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b0e5e846d08a4e20b857254f03635f5d/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/x-ambassadors-boom-app-microsoft-ada-2020/
Cannes Lions,2020,AUDIO-RADIO,THE HY PROJECT,TOYOTA,THE ELECTRIC FACTORY,Sound Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b84a6a00be7d4f42ac1a18e3d13bf7f5/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-hy-project-toyota-the-electric-factory-2020-3/
Cannes Lions,2020,AUDIO-RADIO,LAZY ACTIVIST,GERMAN RAIL,OGILVY GERMANY,Script,Shortlist,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/lazy-activist-german-rail-ogilvy-germany-2020/
Cannes Lions,2020,AUDIO-RADIO,BANKNOTES 2,BANKINTER SA,SIOUX MEET CYRANOS,Script,Shortlist,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/banknotes-2-bankinter-sa-sioux-meet-cyranos-2020/
Cannes Lions,2020,AUDIO-RADIO,THE CALL,EMPOWHER NY,THE BLOC,Casting & Performance,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/1c7a77cf850b4a4d90606967dceeac82/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-call-empowher-ny-the-bloc-2020-2/
Cannes Lions,2020,AUDIO-RADIO,NIGHT SHAKE DRILL BROADCAST,FUKUSHIMA-MINPO CO / RADIO FUKUSHIMA CO,DENTSU INC,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/95c17ee345e3443e99df355bf06f75d3,/awards/canneslions/2020/campaigns/night-shake-drill-broadcast-fukushima-minpo-co-radio-fukushima-co-dentsu-inc-2020/
Cannes Lions,2020,AUDIO-RADIO,BIRDS WILL BE BACK,RECKITT,HAVAS TURKEY,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/7595f65ee80048caa10d81d2eecc6477/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/birds-will-be-back-reckitt-havas-turkey-2020/
Cannes Lions,2020,AUDIO-RADIO,THE HY PROJECT,TOYOTA,THE ELECTRIC FACTORY,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b84a6a00be7d4f42ac1a18e3d13bf7f5/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-hy-project-toyota-the-electric-factory-2020-4/
Cannes Lions,2020,AUDIO-RADIO,NO SQUEAK BROADCAST,FORD,GTB,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e7a79519bc3c43d2ac45761461f1c332,/awards/canneslions/2020/campaigns/no-squeak-broadcast-ford-gtb-2020/
Cannes Lions,2020,AUDIO-RADIO,ABUSER DISCLAIMER,AGUILA BEER,MULLENLOWE SSP3,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6db303cb34ff4f03be3c73052ce4b3fd,/awards/canneslions/2020/campaigns/abuser-disclaimer-aguila-beer-mullenlowe-ssp3-2020/
Cannes Lions,2020,AUDIO-RADIO,VOICES OF BRUSSELS,BRUSSELS PUBLIC TRANSPORT,MORTIERBRIGADE,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/d66babb20e8d467c96190775ebc135a3/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/voices-of-brussels-brussels-public-transport-mortierbrigade-2020-2/
Cannes Lions,2020,AUDIO-RADIO,MAPS CASSETTE,SUZUKI,VCCP SPAIN,Use of Radio or Audio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/f76245ed2793435899202e514fbfe1f4/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/maps-cassette-suzuki-vccp-spain-2020/
Cannes Lions,2020,AUDIO-RADIO,X AMBASSADORS BOOM APP,MICROSOFT,ADA,Use of Audio Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b0e5e846d08a4e20b857254f03635f5d/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/x-ambassadors-boom-app-microsoft-ada-2020-2/
Cannes Lions,2020,AUDIO-RADIO,X AMBASSADORS BOOM APP,MICROSOFT,ADA,Audio Led Creativity,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b0e5e846d08a4e20b857254f03635f5d/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/x-ambassadors-boom-app-microsoft-ada-2020-3/
Cannes Lions,2020,AUDIO-RADIO,SOUND IMAGES,BERLINER PHILHARMONIKER,SCHOLZ & FRIENDS,Audio Led Creativity,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b3d74bbec4c34f4b97f071e9b790ba33/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/sound-images-berliner-philharmoniker-scholz-and-friends-2020/
Cannes Lions,2020,AUDIO-RADIO,BIRDS WILL BE BACK,RECKITT,HAVAS TURKEY,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/7595f65ee80048caa10d81d2eecc6477/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/birds-will-be-back-reckitt-havas-turkey-2020-2/
Cannes Lions,2020,AUDIO-RADIO,SILENCE,DEEZER,AKQA,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/4a0d920a39b1486490d4dc4fe12e6a0d,/awards/canneslions/2020/campaigns/silence-deezer-akqa-2020-2/
Cannes Lions,2020,AUDIO-RADIO,RISTORANTE DIAMOND RECORDS,DR AUGUST OETKER,GIANTS & GENTLEMEN,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/73b1fb02c4ca4f2abb2cbdb97f8a65e9,/awards/canneslions/2020/campaigns/ristorante-diamond-records-dr-august-oetker-giants-and-gentlemen-2020/
Cannes Lions,2020,AUDIO-RADIO,FISH,COCINERO,VMLY&R LIMA,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/fish-cocinero-vmly-and-r-lima-2020/
Cannes Lions,2020,AUDIO-RADIO,SHRIMPS,COCINERO,VMLY&R LIMA,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/shrimps-cocinero-vmly-and-r-lima-2020/
Cannes Lions,2020,AUDIO-RADIO,STEAK,COCINERO,VMLY&R LIMA,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/steak-cocinero-vmly-and-r-lima-2020/
Cannes Lions,2020,AUDIO-RADIO,WHATS A PODCAST?,DIAGEO,72ANDSUNNY,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/whats-a-podcast-diageo-72andsunny-2020/
Cannes Lions,2020,AUDIO-RADIO,MARMITE X SEAT,UNILEVER,adam&eveDDB,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/marmite-x-seat-unilever-adam-and-eveddb-2020/
Cannes Lions,2020,AUDIO-RADIO,MARMITE X VIRGIN MEDIA,UNILEVER,adam&eveDDB,Food & Drink,Submitted,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/marmite-x-virgin-media-unilever-adam-and-eveddb-2020/
Cannes Lions,2020,AUDIO-RADIO,INSTARADIO GREAT NORTHERN QLD,CARLTON & UNITED BREWERIES,CLEMENGER BBDO,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9d62fd1a0cdc4ac9b8a765fa6f0d5f9a,/awards/canneslions/2020/campaigns/instaradio-great-northern-qld-carlton-and-united-breweries-clemenger-bbdo-2020/
Cannes Lions,2020,AUDIO-RADIO,INSTARADIO GREAT NORTHERN VIC,CARLTON & UNITED BREWERIES,CLEMENGER BBDO,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dbf6e0dee6ae41a3a7f1811bb67a67fe,/awards/canneslions/2020/campaigns/instaradio-great-northern-vic-carlton-and-united-breweries-clemenger-bbdo-2020/
Cannes Lions,2020,AUDIO-RADIO,INSTARADIO GREAT NORTHERN TAS,CARLTON & UNITED BREWERIES,CLEMENGER BBDO,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8d8958b27cc044e5a58e68945396c549,/awards/canneslions/2020/campaigns/instaradio-great-northern-tas-carlton-and-united-breweries-clemenger-bbdo-2020/
Cannes Lions,2020,AUDIO-RADIO,BRANDLESS,DORITOS,GOODBY SILVERSTEIN & PARTNERS,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/17c91afe34e54a48b60bf0553bf64387,/awards/canneslions/2020/campaigns/brandless-doritos-goodby-silverstein-and-partners-2020/
Cannes Lions,2020,AUDIO-RADIO,MOONPIE MOONMATE,CHATTANOOGA BAKERY,THE TOMBRAS GROUP,Food & Drink,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f37852566b954cf8937301aa8e5654f3,/awards/canneslions/2020/campaigns/moonpie-moonmate-chattanooga-bakery-the-tombras-group-2020/
Cannes Lions,2020,AUDIO-RADIO,CHEESE DUST 60,SHOPRITE,BARKLEY,Other FMCG,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d1c39b1f583e43ad986283af2a1a330b,/awards/canneslions/2020/campaigns/cheese-dust-60-shoprite-barkley-2020/
Cannes Lions,2020,AUDIO-RADIO,BATHROOM MIRROR 30,SHOPRITE,BARKLEY,Other FMCG,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fdd6b21be59549f094f5c0bc5674fd67,/awards/canneslions/2020/campaigns/bathroom-mirror-30-shoprite-barkley-2020/
Cannes Lions,2020,AUDIO-RADIO,WINGMEN A ROLL CALL OF ICONS,UNILEVER,GLOBAL MEDIA AND ENTERTAINMENT,Other FMCG,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/wingmen-a-roll-call-of-icons-unilever-global-media-and-entertainment-2020/
Cannes Lions,2020,AUDIO-RADIO,FIRST CLASS ENTERTAINMENT,DAINIHON JOCHUGIKU,DENTSU INC,Other FMCG,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ca7cf498f6f442f196f13f74d8f08e61/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/first-class-entertainment-dainihon-jochugiku-dentsu-inc-2020/
Cannes Lions,2020,AUDIO-RADIO,ABOUT COMMNUICATION,DAINIHON JOCHUGIKU,DENTSU INC,Other FMCG,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4bbda3ad42e6422e887e1266c6c3bc58/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/about-commnuication-dainihon-jochugiku-dentsu-inc-2020/
Cannes Lions,2020,AUDIO-RADIO,ABOUT DEATH,DAINIHON JOCHUGIKU,DENTSU INC,Other FMCG,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/8e16a9ae803745fe90ea73aca0d4a531/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/about-death-dainihon-jochugiku-dentsu-inc-2020/
Cannes Lions,2020,AUDIO-RADIO,HAUNTED HOUSE,SOHO GLOBAL HEALTH,FLOCK,Healthcare,Submitted,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/haunted-house-soho-global-health-flock-2020/
Cannes Lions,2020,AUDIO-RADIO,BUS TRIP,SOHO GLOBAL HEALTH,FLOCK,Healthcare,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/bus-trip-soho-global-health-flock-2020/
Cannes Lions,2020,AUDIO-RADIO,WEDDING PARTY,SOHO GLOBAL HEALTH,FLOCK,Healthcare,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/wedding-party-soho-global-health-flock-2020/
Cannes Lions,2020,AUDIO-RADIO,AGAINST KIDS,DKT INDONESIA,FLOCK,Healthcare,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/against-kids-dkt-indonesia-flock-2020/
Cannes Lions,2020,AUDIO-RADIO,AGAINST BOSS,DKT INDONESIA,FLOCK,Healthcare,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/against-boss-dkt-indonesia-flock-2020/
Cannes Lions,2020,AUDIO-RADIO,BETTER DAYS,ONE MEDICAL,GOODBY SILVERSTEIN & PARTNERS,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/53ef2d3610e04eeb8c2a82359b5aa726,/awards/canneslions/2020/campaigns/better-days-one-medical-goodby-silverstein-and-partners-2020/
Cannes Lions,2020,AUDIO-RADIO,MOTHER,RECKITT,McCANN INDIA,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6631c2b3203c4b53a6c29154e03a90fd/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/mother-reckitt-mccann-india-2020/
Cannes Lions,2020,AUDIO-RADIO,FATHER,RECKITT,McCANN INDIA,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5d485cf110344d1db43b8d39e0669e8d/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/father-reckitt-mccann-india-2020/
Cannes Lions,2020,AUDIO-RADIO,UNCLE,RECKITT,McCANN INDIA,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6a268730cafe435a8e2d97389e1b7555/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/uncle-reckitt-mccann-india-2020/
Cannes Lions,2020,AUDIO-RADIO,INTERVIEW,ROWENTA / GROUP SEB USA,STUDIO RESONATE,Consumer Durables,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/interview-rowenta-group-seb-usa-studio-resonate-2020/
Cannes Lions,2020,AUDIO-RADIO,SOUNDS LIKE GENDER VIOLENCE,NOBLEX AUDIO,DAVID,Consumer Durables,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8d9f0d26cc3c40e0b2a5e359301d66f6,/awards/canneslions/2020/campaigns/sounds-like-gender-violence-noblex-audio-david-2020/
Cannes Lions,2020,AUDIO-RADIO,MEETING,ROWENTA / GROUP SEB USA,STUDIO RESONATE,Consumer Durables,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/meeting-rowenta-group-seb-usa-studio-resonate-2020/
Cannes Lions,2020,AUDIO-RADIO,EROTIC,VOLKSWAGEN,GRABARZ & PARTNER,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/erotic-volkswagen-grabarz-and-partner-2020/
Cannes Lions,2020,AUDIO-RADIO,HORROR,VOLKSWAGEN,GRABARZ & PARTNER,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/5JreyVGxHnH2ySCsasrMnv/54ecaaaf494a4b2994d37ef24686db87/audio-purple.svg,/awards/canneslions/2020/campaigns/horror-volkswagen-grabarz-and-partner-2020/
Cannes Lions,2020,AUDIO-RADIO,DISASTER,VOLKSWAGEN,GRABARZ & PARTNER,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/disaster-volkswagen-grabarz-and-partner-2020/
Cannes Lions,2020,AUDIO-RADIO,FATHERS NIGHT,MITSUBISHI,LDV UNITED,Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a8a3a536b3de43c88c398fb1ee9ee9e7,/awards/canneslions/2020/campaigns/fathers-night-mitsubishi-ldv-united-2020/
Cannes Lions,2020,AUDIO-RADIO,THE UNGRATEFUL - ALGEBRA MUM,VOLKSWAGEN,DDB NEW ZEALAND,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/the-ungrateful-algebra-mum-volkswagen-ddb-new-zealand-2020/
Cannes Lions,2020,AUDIO-RADIO,THE UNGRATEFUL - ASTRONAUT DAD,VOLKSWAGEN,DDB NEW ZEALAND,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/the-ungrateful-astronaut-dad-volkswagen-ddb-new-zealand-2020/
Cannes Lions,2020,AUDIO-RADIO,THE UNGRATEFUL - SWIM MUM,VOLKSWAGEN,DDB NEW ZEALAND,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/the-ungrateful-swim-mum-volkswagen-ddb-new-zealand-2020/
Cannes Lions,2020,AUDIO-RADIO,SHERLOCK,PEUGEOT,GEELMUYDEN KIESE,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/sherlock-peugeot-geelmuyden-kiese-2020/
Cannes Lions,2020,AUDIO-RADIO,EVE,PEUGEOT,GEELMUYDEN KIESE,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/eve-peugeot-geelmuyden-kiese-2020/
Cannes Lions,2020,AUDIO-RADIO,NO SQUEAK BROADCAST,FORD,GTB,Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e7a79519bc3c43d2ac45761461f1c332,/awards/canneslions/2020/campaigns/no-squeak-broadcast-ford-gtb-2020-2/
Cannes Lions,2020,AUDIO-RADIO,THE HIGH PERFORMANCE NEWS PLAYLISTS,FORD,GTB,Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c2987e7c93634b77b44c9b4eb5e3b4bc/storyboard_000008.jpg,/awards/canneslions/2020/campaigns/the-high-performance-news-playlists-ford-gtb-2020/
Cannes Lions,2020,AUDIO-RADIO,WORLDS SMARTEST RADIO SPOT,MERCEDES-BENZ TURKEY,MERCEDES-BENZ TURKEY,Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bfbf3194410e430fa163d8c65bdc5b25,/awards/canneslions/2020/campaigns/worlds-smartest-radio-spot-mercedes-benz-turkey-mercedes-benz-turkey-2020/
Cannes Lions,2020,AUDIO-RADIO,GOTCHA,CHEVROLET,COMMONWEALTH//McCANN,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/gotcha-chevrolet-commonwealthmccann-2020/
Cannes Lions,2020,AUDIO-RADIO,MELISSA,NISSAN,TBWA\HUNT\LASCARIS,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/HHC8rICbjMxbx6eDreIds/c7b569e03ca6b3f3521da11e51a3d198/audio-yellow.svg,/awards/canneslions/2020/campaigns/melissa-nissan-tbwahuntlascaris-2020/
Cannes Lions,2020,AUDIO-RADIO,FRANCIS BACON,NISSAN,TBWA\HUNT\LASCARIS,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/7wkKWL9wo0CVTRlnqWuiy9/d10dba1a1019d638ac5f910d21b7d525/audio-pink.svg,/awards/canneslions/2020/campaigns/francis-bacon-nissan-tbwahuntlascaris-2020/
Cannes Lions,2020,AUDIO-RADIO,FLUFFY,NISSAN,TBWA\HUNT\LASCARIS,Automotive,Submitted,https://images.ctfassets.net/8ha5xom4da7e/4eouFverMNv4kWPCEjCJNR/c4a7c858334338e1c874945f309b3c91/audio-green.svg,/awards/canneslions/2020/campaigns/fluffy-nissan-tbwahuntlascaris-2020/
