Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits,Permalink
El Ojo de Iberoamerica,2024,Grafica,Second,Republica Havas,de Asociacion Lucha contra el Mal,Argentina,PLATA,Realizador Lucila Blumencweig Prod AudioSonido Post Prod Diego Chilliano Pais Argentina,/awards/el_ojo/2024/campaigns/second-de-asociacion-lucha-contra-el-mal-republica-havas-2024-2/
El Ojo de Iberoamerica,2024,Grafica,La infancia siempre pierde la guerra,Groenlandia by Havas,de Unicef Chile,Chile,BRONCE,Prod Semilla Estudio Pais Chile,/awards/el_ojo/2024/campaigns/la-infancia-siempre-pierde-la-guerra-de-unicef-chile-groenlandia-by-havas-2024/
El Ojo de Iberoamerica,2024,Grafica,Disastrous washes,McCann Ecuador,Ciclon,Ecuador,BRONCE,Prod Alicia Studio - Grabbit Films Realizador Diego Aguilar Post Prod Grabbit Films -Alicia Studio Pais Ecuador,/awards/el_ojo/2024/campaigns/disastrous-washes-ciclon-mccann-ecuador-2024/
El Ojo de Iberoamerica,2024,Grafica,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,ORO,Prod MJZ Realizador Juan Cabral Prod AudioSonido Big Sync Post Prod Glassworks Otras Empresas Mindshare Pais Espana,/awards/el_ojo/2024/campaigns/find-your-summer-magnum-ice-cream-lola-mullenlowe-2024-6/
El Ojo de Iberoamerica,2024,Grafica,Second,Republica Havas,de Asociacion Lucha contra el Mal,Argentina,PLATA,Realizador Lucila Blumencweig Prod AudioSonido Post Prod Diego Chilliano Pais Argentina,/awards/el_ojo/2024/campaigns/second-de-asociacion-lucha-contra-el-mal-republica-havas-2024-3/
El Ojo de Iberoamerica,2024,Grafica,Families,Grey Mexico,de Save the Children Mexico,Mexico,BRONCE,Prod Whisky Films Realizador RAM Martinez Pais Mexico,/awards/el_ojo/2024/campaigns/families-de-save-the-children-mexico-grey-mexico-2024/
El Ojo de Iberoamerica,2024,Grafica,Disastrous washes,McCann Ecuador,Ciclon,Ecuador,BRONCE,Prod Alicia Studio - Grabbit Films Realizador Diego Aguilar Post Prod Grabbit Films -Alicia Studio Pais Ecuador,/awards/el_ojo/2024/campaigns/disastrous-washes-ciclon-mccann-ecuador-2024-2/
El Ojo de Iberoamerica,2024,Grafica,Saber ver lo que otros no ven,McCann Worldgroup Espana,de Bestinver,Espana,BRONCE,Prod Landia - CRAFT Realizador HADI Prod AudioSonido CRAFT Post Prod CRAFT -CRAFT Pais Espana,/awards/el_ojo/2024/campaigns/saber-ver-lo-que-otros-no-ven-de-bestinver-mccann-worldgroup-espana-2024/
El Ojo de Iberoamerica,2024,Grafica,Inolvidables,Darwin Verne,de Paradores,Espana,PLATA,Prod Visual Noise Realizador Visual Noise Prod Pais Espana,/awards/el_ojo/2024/campaigns/inolvidables-de-paradores-darwin-verne-2024/
El Ojo de Iberoamerica,2024,Grafica,Amor en Amorfinos,Paradais DDB,Xtrim,Ecuador,BRONCE,,/awards/el_ojo/2024/campaigns/amor-en-amorfinos-xtrim-paradais-ddb-2024/
El Ojo de Iberoamerica,2024,Radio Audio,UninterruptAds,Africa Creative,Cerveza Budweiser,Brasil,EL GRAN OJO RADIO AUDIO,Prod Modo Integrado - La Carretera Films Prod AudioSonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-cerveza-budweiser-africa-creative-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Canciones no originales,From,de Hyundai Uruguay,Uruguay,PLATA,Prod AudioSonido Absolut Pais Uruguay,/awards/el_ojo/2024/campaigns/canciones-no-originales-de-hyundai-uruguay-from-2024/
El Ojo de Iberoamerica,2024,Radio Audio,El desafio del locutor,TombrasNina,Parque,Argentina,BRONCE,,/awards/el_ojo/2024/campaigns/el-desafio-del-locutor-parque-tombrasnina-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Don t Mess with a Princess,Africa Creative,Vivo,Brasil,BRONCE,Realizador Rodrigo Ferrari Prod AudioSonido Canja Otras Empresas WebCore -WOW Gaming Ventures - Pixel Hunters Fortnite - Rogue Unit Roblox Pais Brasil,/awards/el_ojo/2024/campaigns/don-t-mess-with-a-princess-vivo-africa-creative-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Menciones por error,From,Hisense,Uruguay,BRONCE,,/awards/el_ojo/2024/campaigns/menciones-por-error-hisense-from-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Grandes lectores,Dentsu Creative Iberia,Feria del Libro,Espana,PLATA,Prod AudioSonido Jaracanda Pais Espana,/awards/el_ojo/2024/campaigns/grandes-lectores-feria-del-libro-dentsu-creative-iberia-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Sing the news,BeautifulBeast,Fundacion Cardiologica Argentina,Argentina,BRONCE,Prod Papa Music - Fabrica de Canciones Realizador Damian Minckas Prod AudioSonido Deaf Mule -Fabrica de Canciones Pais Argentina,/awards/el_ojo/2024/campaigns/sing-the-news-fundacion-cardiologica-argentina-beautifulbeast-2024/
El Ojo de Iberoamerica,2024,Radio Audio,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod AudioSonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Rock DNA,Almap BBDO,Billboard Brasil,Brasil,ORO,Prod Acaca Prod AudioSonido Punch Audio Otras Empresas Giusti Creative PR -Mynd Pais Brasil,/awards/el_ojo/2024/campaigns/rock-dna-billboard-brasil-almap-bbdo-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Call If you can,Paradais DDB,Paradox,Ecuador,ORO,,/awards/el_ojo/2024/campaigns/call-if-you-can-paradox-paradais-ddb-2024/
El Ojo de Iberoamerica,2024,Radio Audio,855-How-To-Quit,Serviceplan Alemania - Tulom PR,Anzen Health,Estados Unidos,PLATA,Prod JOJX Realizador Oliver Wurffell Prod AudioSonido DaHouse -DaHouse Post Prod Arcade Edit Otras Empresas Tulom PR -Raw Materials -Mediaplus Group Pais Estados Unidos,/awards/el_ojo/2024/campaigns/855-how-to-quit-anzen-health-serviceplan-alemania-tulom-pr-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Cambia el numero,anonimo,de Opinion 51,Mexico,BRONCE,Prod Malasana Realizador Alejandro Barbabosa Prod AudioSonido Silence Track Post Prod Homemade -Urbano Pais Mexico,/awards/el_ojo/2024/campaigns/cambia-el-numero-de-opinion-51-anonimo-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Lo Fried Beats,Punto 99,de KFC Ecuador,Ecuador,BRONCE,Prod Joel Cristopher Realizador Joel Cristopher Pais Ecuador,/awards/el_ojo/2024/campaigns/lo-fried-beats-de-kfc-ecuador-punto-99-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Sharenting- el musical,VML Argentina,de Movistar Argentina,Argentina,ORO,Prod Oruga Cine Prod AudioSonido Bamba Music Pais Argentina,/awards/el_ojo/2024/campaigns/sharenting-el-musical-de-movistar-argentina-vml-argentina-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Canciones no originales,From,de Hyundai Uruguay,Uruguay,PLATA,Prod AudioSonido Absolut Pais Uruguay,/awards/el_ojo/2024/campaigns/canciones-no-originales-de-hyundai-uruguay-from-2024-2/
El Ojo de Iberoamerica,2024,Radio Audio,Bailes para bailar,VML Uruguay,de Danubio Futbol Club,Uruguay,PLATA,Prod Cholo Films Pais Uruguay,/awards/el_ojo/2024/campaigns/bailes-para-bailar-de-danubio-futbol-club-vml-uruguay-2024/
El Ojo de Iberoamerica,2024,Radio Audio,Menciones por error,From,Hisense,Uruguay,BRONCE,,/awards/el_ojo/2024/campaigns/menciones-por-error-hisense-from-2024-2/
El Ojo de Iberoamerica,2024,Radio Audio,Voces sin voz,Notable,Ernex,Uruguay,BRONCE,Prod La Mayor Realizador Federico Moreira Prod AudioSonido La Mayor Pais Uruguay,/awards/el_ojo/2024/campaigns/voces-sin-voz-ernex-notable-2024/
El Ojo de Iberoamerica,2024,Via Publica,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola Mexico - Coca-Cola Brasil,Mexico,GRAN OJO VIA PUBLICA,Prod Mango Films -Sugarcane Filmes - Baliprod Otro- Glitch Productions Otro- NetoShookan Productions Otro Realizador-a Erik Tapia Otras Empresas Raw Audio -Sugarcane Filmes -Ogilvy Otro-EssenceMediacom Pais Mexico,/awards/el_ojo/2024/campaigns/thanks-for-coke-creating-coca-cola-mexico-coca-cola-brasil-vml-mexico-vml-brasil-2024/
El Ojo de Iberoamerica,2024,Via Publica,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,ORO,Prod MJZ Realizador-a Juan Cabral Prod Audio Sonido Big Sync Postprod Glassworks Otras Empresas Mindshare Otro Pais Espana,/awards/el_ojo/2024/campaigns/find-your-summer-magnum-ice-cream-lola-mullenlowe-2024-7/
El Ojo de Iberoamerica,2024,Via Publica,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola Mexico - Coca-Cola Brasil,Mexico,ORO,Prod Mango Films -Sugarcane Filmes - Baliprod Otro- Glitch Productions Otro- NetoShookan Productions Otro Realizador-a Erik Tapia Otras Empresas Raw Audio -Sugarcane Filmes -Ogilvy Otro-EssenceMediacom Pais Mexico,/awards/el_ojo/2024/campaigns/thanks-for-coke-creating-coca-cola-mexico-coca-cola-brasil-vml-mexico-vml-brasil-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,La espera,1984,Kraft Heinz Chile,Chile,BRONCE,Prod Fabula Realizador-a Santiago Correa Pais Chile,/awards/el_ojo/2024/campaigns/la-espera-kraft-heinz-chile-1984-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico,/awards/el_ojo/2024/campaigns/medalla-drinkers-know-medalla-light-ddb-latina-puerto-rico-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Bombon y Confeti Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola,Mexico,BRONCE,Prod Mango Films - Sugarcane Filmes Realizador-a Erik Tapia Otras Empresas Raw Audio -Ogilvy Otro-EssenceMediacom Pais Mexico,/awards/el_ojo/2024/campaigns/bombon-y-confeti-thanks-for-coke-creating-coca-cola-vml-mexico-vml-brasil-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Brahma Phone,Africa Creative,Brahma,Brasil,PLATA,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024/
El Ojo de Iberoamerica,2024,Via Publica,Guess Who Won,LOLA MullenLowe,Persil,Espana,PLATA,Otras Empresas Mindshare Otro Pais Espana,/awards/el_ojo/2024/campaigns/guess-who-won-persil-lola-mullenlowe-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,The Billboard you shouldn t be able to read but you can,McCann San Jose,Gollo Motors,Costa Rica,BRONCE,Prod Fulfierros Realizador-a Huelander Escalante Pais Costa Rica,/awards/el_ojo/2024/campaigns/the-billboard-you-shouldn-t-be-able-to-read-but-you-can-gollo-motors-mccann-san-jose-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Faces of the future,VML Argentina,Rexona,Argentina,BRONCE,Prod Audio Sonido Swing Musica Pais Argentina,/awards/el_ojo/2024/campaigns/faces-of-the-future-rexona-vml-argentina-2024/
El Ojo de Iberoamerica,2024,Via Publica,El atraco del crucero,404 Sao Paulo -GALERIAag,Netflix Brasil,Brasil,PLATA,Prod Platinum - CEGO Otras Empresas MediaMonkes Pais Brasil,/awards/el_ojo/2024/campaigns/el-atraco-del-crucero-netflix-brasil-404-sao-paulo-galeriaag-2024/
El Ojo de Iberoamerica,2024,Via Publica,Mind changing prices,Fahrenheit DDB,Plaza Vea,Peru,PLATA,Prod Senor Z Pais Peru,/awards/el_ojo/2024/campaigns/mind-changing-prices-plaza-vea-fahrenheit-ddb-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil,/awards/el_ojo/2024/campaigns/atacama-fashion-week-desierto-vestido-artplan-2024/
El Ojo de Iberoamerica,2024,Via Publica,Second,Republica Havas,Asociacion Lucha contra el Mal,Argentina,ORO,Realizador-a Lucila Blumencweig Postprod Diego Chilliano Pais Argentina,/awards/el_ojo/2024/campaigns/second-asociacion-lucha-contra-el-mal-republica-havas-2024/
El Ojo de Iberoamerica,2024,Via Publica,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,BRONCE,,/awards/el_ojo/2024/campaigns/wrong-candidates-change-the-ref-alma-ddb-2024-3/
El Ojo de Iberoamerica,2024,Via Publica,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru,/awards/el_ojo/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-peru-2024/
El Ojo de Iberoamerica,2024,Via Publica,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,PLATA,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru,/awards/el_ojo/2024/campaigns/the-cushioning-route-nike-peru-boost-brand-accelerator-2024/
El Ojo de Iberoamerica,2024,Via Publica,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,PLATA,,/awards/el_ojo/2024/campaigns/car-parts-for-life-fundacion-stefano-empresas-fonalledas-de-la-cruz-ogilvy-2024/
El Ojo de Iberoamerica,2024,Via Publica,Comida para Gusanos,VML Chile,Ministerio De Salud,Chile,PLATA,Prod Oriental Films Postprod Atomica Otras Empresas Clear Channel Pais Chile,/awards/el_ojo/2024/campaigns/comida-para-gusanos-ministerio-de-salud-vml-chile-2024/
El Ojo de Iberoamerica,2024,Via Publica,Tiny Billboards,Ogilvy Guatemala,Shell Guatemala,Guatemala,BRONCE,Prod Badalamenti Films - Alicante Films Realizador-a Pepe Badalamenti Pais Guatemala,/awards/el_ojo/2024/campaigns/tiny-billboards-shell-guatemala-ogilvy-guatemala-2024/
El Ojo de Iberoamerica,2024,Via Publica,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024/
El Ojo de Iberoamerica,2024,Via Publica,El Fing Carro,Monks,Netflix Argentina,Argentina,ORO,Prod Corinthian Pais Argentina,/awards/el_ojo/2024/campaigns/el-fing-carro-netflix-argentina-monks-2024/
El Ojo de Iberoamerica,2024,Via Publica,Nobody should die at XMAS,DoubleYou,Open Arms,Espana,BRONCE,Prod Blua Realizador-a Iker Iturria Prod Audio Sonido lastcrit Postprod Blua -Moonlight Otras Empresas Engine Agency Pais Espana,/awards/el_ojo/2024/campaigns/nobody-should-die-at-xmas-open-arms-doubleyou-2024/
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico,/awards/el_ojo/2024/campaigns/braided-history-mizani-ddb-latina-puerto-rico-2024-6/
El Ojo de Iberoamerica,2024,Via Publica,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,ORO,Prod MJZ Realizador-a Juan Cabral Prod Audio Sonido Big Sync Postprod Glassworks Otras Empresas Mindshare Otro Pais Espana,/awards/el_ojo/2024/campaigns/find-your-summer-magnum-ice-cream-lola-mullenlowe-2024-8/
El Ojo de Iberoamerica,2024,Via Publica,Unrepeatable Billboards,MullenLowe Delta,Guitig,Ecuador,BRONCE,Prod Ramona Films Realizador-a Amilcar Machado Otras Empresas Right Angle Media RAM Pais Ecuador,/awards/el_ojo/2024/campaigns/unrepeatable-billboards-guitig-mullenlowe-delta-2024/
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico,/awards/el_ojo/2024/campaigns/braided-history-mizani-ddb-latina-puerto-rico-2024-7/
El Ojo de Iberoamerica,2024,Via Publica,Amazon Desert Rally,Africa Creative,Vivo,Brasil,BRONCE,Prod Genco Realizador-a Andre Vidigal Prod Audio Sonido Satellite Audio Otras Empresas Monkey Producoes Pais Brasil,/awards/el_ojo/2024/campaigns/amazon-desert-rally-vivo-africa-creative-2024/
El Ojo de Iberoamerica,2024,Via Publica,Tienda Segura,BETC HAVAS,TIM Brasil,Brasil,BRONCE,Prod Merci Studios Prod Audio Sonido Sonido Postprod PX Studio Otras Empresas Mulheres Positivas Pais Brasil,/awards/el_ojo/2024/campaigns/tienda-segura-tim-brasil-betc-havas-2024/
El Ojo de Iberoamerica,2024,Via Publica,Alto de la avena,DDB Colombia,Alpina,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido DC Producciones Otras Empresas TNC Colombia Pais Colombia,/awards/el_ojo/2024/campaigns/alto-de-la-avena-alpina-ddb-colombia-2024/
El Ojo de Iberoamerica,2024,Via Publica,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,PLATA,,/awards/el_ojo/2024/campaigns/wrong-candidates-change-the-ref-alma-ddb-2024-4/
El Ojo de Iberoamerica,2024,Via Publica,Shining lights,Alma DDB,Sharp Dentistry,Estados Unidos,BRONCE,,/awards/el_ojo/2024/campaigns/shining-lights-sharp-dentistry-alma-ddb-2024/
El Ojo de Iberoamerica,2024,Via Publica,Ovac10n,Mercado McCann,YPF,Argentina,BRONCE,Prod Asterisco Labs Postprod Asterisco Labs -Asterisco Labs Pais Argentina,/awards/el_ojo/2024/campaigns/ovac10n-ypf-mercado-mccann-2024/
El Ojo de Iberoamerica,2024,Via Publica,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico,/awards/el_ojo/2024/campaigns/braided-history-mizani-ddb-latina-puerto-rico-2024-8/
El Ojo de Iberoamerica,2024,Via Publica,El Fing Carro,Monks,Netflix Argentina,Argentina,PLATA,Prod Corinthian Pais Argentina,/awards/el_ojo/2024/campaigns/el-fing-carro-netflix-argentina-monks-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,BRONCE,,/awards/el_ojo/2024/campaigns/wrong-candidates-change-the-ref-alma-ddb-2024-5/
El Ojo de Iberoamerica,2024,Via Publica,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,BRONCE,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru,/awards/el_ojo/2024/campaigns/the-cushioning-route-nike-peru-boost-brand-accelerator-2024-2/
El Ojo de Iberoamerica,2024,Via Publica,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico,/awards/el_ojo/2024/campaigns/medalla-drinkers-know-medalla-light-ddb-latina-puerto-rico-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,GRAN OJO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil,/awards/el_ojo/2024/campaigns/vw-70-anos-volkswagen-brasil-almap-bbdo-2024/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-3/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-7/
El Ojo de Iberoamerica,2024,Digital Social,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador,/awards/el_ojo/2024/campaigns/gamer-loan-banco-del-pacifico-paradais-ddb-2024/
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina,/awards/el_ojo/2024/campaigns/gatorade-match-saver-gatorade-springtime-2024/
El Ojo de Iberoamerica,2024,Digital Social,Don t Mess with a Princess,Africa Creative,Vivo,Brasil,BRONCE,Realizador-a Rodrigo Ferrari Prod Audio Sonido Canja Otras Empresas WebCore -WOW Gaming Ventures -Pixel Hunters Fortnite -Rogue Unit Roblox Pais Brasil,/awards/el_ojo/2024/campaigns/don-t-mess-with-a-princess-vivo-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio Postprod MM Otras Empresas No Smoking Pais Argentina,/awards/el_ojo/2024/campaigns/gatorade-match-saver-gatorade-springtime-2024-2/
