Festival,Year,Track,Title,Brand,Agency,Category,Format,Award level,Board image,Permalink
Gerety Awards,2025,AGENCY OF THE YEAR x COUNTRY,,,SERVICEPLAN GERMANY,GERMANY,,Gold,https://www.geretyawards.com/winners/2025/entry/186608/serviceplan-germany,/awards/geretyawards/2025/campaigns/serviceplan-germany-2025/
Gerety Awards,2025,AGENCY OF THE YEAR x COUNTRY,,,Hakuhodo Inc,JAPAN,,Gold,https://www.geretyawards.com/winners/2025/entry/187317/hakuhodo-inc,/awards/geretyawards/2025/campaigns/hakuhodo-inc-2025/
Gerety Awards,2025,AGENCY OF THE YEAR x COUNTRY,,,MullenLowe MENA,MEA,,Gold,https://www.geretyawards.com/winners/2025/entry/186887/mullenlowe-mena,/awards/geretyawards/2025/campaigns/mullenlowe-mena-2025/
Gerety Awards,2025,AGENCY OF THE YEAR x COUNTRY,,,El Ruso de Rocky,SPAIN,,Gold,https://www.geretyawards.com/winners/2025/entry/185634/el-ruso-de-rocky,/awards/geretyawards/2025/campaigns/el-ruso-de-rocky-2025/
Gerety Awards,2025,B2B,Sleep With Rain,AT&T Business,WEST BBDO,,INTEGRATED,Gold,https://www.geretyawards.com/winners/2025/entry/187552/sleep-with-rain-at-t-business,/awards/geretyawards/2025/campaigns/sleep-with-rain-at-and-t-business-west-bbdo-2025/
Gerety Awards,2025,B2B,Thanks for Coke-Creating,Coca-Cola,VML,,INTEGRATED,Gold,https://www.geretyawards.com/winners/2025/entry/187103/thanks-for-coke-creating-coca-cola,/awards/geretyawards/2025/campaigns/thanks-for-coke-creating-coca-cola-vml-2025/
Gerety Awards,2025,B2B,Trust Bars,Heineken,LePub Singapore,EMERGING COMMERCE,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/187307/trust-bars-heineken,/awards/geretyawards/2025/campaigns/trust-bars-heineken-lepub-singapore-2025/
Gerety Awards,2025,B2B,Fantenders,Heineken,BBH China Ltd,ALTERNATIVE,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/186592/fantenders-heineken,/awards/geretyawards/2025/campaigns/fantenders-heineken-bbh-china-ltd-2025/
Gerety Awards,2025,B2B,Unstoppable,SAP,BBDO New York,ONLINE VIDEO,CAMPAIGN,Bronze,https://www.geretyawards.com/winners/2025/entry/187551/unstoppable-sap,/awards/geretyawards/2025/campaigns/unstoppable-sap-bbdo-new-york-2025/
Gerety Awards,2025,B2B,DONT LOOK DOWN,FIXBY,MullenLowe MENA,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186611/don-t-look-down-fixby,/awards/geretyawards/2025/campaigns/dont-look-down-fixby-mullenlowe-mena-2025/
Gerety Awards,2025,B2B,P Is For Performance,Pinterest,Pinterest House of Creative,TV/CINEMA,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187193/p-is-for-performance-pinterest,/awards/geretyawards/2025/campaigns/p-is-for-performance-pinterest-pinterest-house-of-creative-2025/
Gerety Awards,2025,B2B,The Authorized Hack A Prime-Time Tribute to Telefonicas Centenary,Telefonica,Havas Media,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/176355/the-authorized-hack-a-prime-time-tribute-to-telefonica-s-centenary-telefonica,/awards/geretyawards/2025/campaigns/the-authorized-hack-a-prime-time-tribute-to-telefonicas-centenary-telefonica-havas-media-2025/
Gerety Awards,2025,COMMUNICATION CUT,PRICE PACKS,PENNY,SERVICEPLAN GERMANY,PRODUCT & PACKAGING DESIGN,SINGLE,Grand Prix,https://www.geretyawards.com/winners/2025/entry/178559/price-packs-penny,/awards/geretyawards/2025/campaigns/price-packs-penny-serviceplan-germany-2025/
Gerety Awards,2025,COMMUNICATION CUT,Its Part of the Game,Dirt is Good,MullenLowe UK,PRINT (PRESS),CAMPAIGN,Gold,https://www.geretyawards.com/winners/2025/entry/187511/it-s-part-of-the-game-dirt-is-good,/awards/geretyawards/2025/campaigns/its-part-of-the-game-dirt-is-good-mullenlowe-uk-2025/
Gerety Awards,2025,COMMUNICATION CUT,Never Just A Period,Bodyform/Libresse,AMVBBDO,ONLINE VIDEO,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/187592/never-just-a-period-bodyform-libresse,/awards/geretyawards/2025/campaigns/never-just-a-period-bodyformlibresse-amvbbdo-2025/
Gerety Awards,2025,COMMUNICATION CUT,Returning Creativity,Crayola,Dentsu Creative New York,PR,SINGLE,Gold,https://www.geretyawards.com/winners/2025/entry/185966/returning-creativity-crayola,/awards/geretyawards/2025/campaigns/returning-creativity-crayola-dentsu-creative-new-york-2025/
Gerety Awards,2025,COMMUNICATION CUT,Dancing Washers,Whirlpool,VML Mexico,DIGITAL,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186480/dancing-washers-whirlpool,/awards/geretyawards/2025/campaigns/dancing-washers-whirlpool-vml-mexico-2025/
Gerety Awards,2025,COMMUNICATION CUT,Dancing Washers,Whirlpool,VML Mexico,EMERGING COMMERCE,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/186481/dancing-washers-whirlpool,/awards/geretyawards/2025/campaigns/dancing-washers-whirlpool-vml-mexico-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Equal Communication,TERRE DES FEMMES,Scholz & Friends,RADIO,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/185945/equal-communication-terre-des-femmes,/awards/geretyawards/2025/campaigns/equal-communication-terre-des-femmes-scholz-and-friends-2025/
Gerety Awards,2025,COMMUNICATION CUT,Good To Read Packs,Bennet,DDB Group Italy,PRODUCT & PACKAGING DESIGN,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/185301/good-to-read-packs-bennet,/awards/geretyawards/2025/campaigns/good-to-read-packs-bennet-ddb-group-italy-2025/
Gerety Awards,2025,COMMUNICATION CUT,Good To Read Packs,Bennet,DDB Group Italy,PR,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/185841/good-to-read-packs-bennet,/awards/geretyawards/2025/campaigns/good-to-read-packs-bennet-ddb-group-italy-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Its Part of the Game,Dirt is Good,MullenLowe UK,PRINT (OUTDOOR),CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/187503/it-s-part-of-the-game-dirt-is-good,/awards/geretyawards/2025/campaigns/its-part-of-the-game-dirt-is-good-mullenlowe-uk-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Progresso Soup Drops,Progresso,Edelman,PR,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/187791/progresso-soup-drops-progresso,/awards/geretyawards/2025/campaigns/progresso-soup-drops-progresso-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,Thanks for Coke-Creating,Coca-Cola,VML,PRINT (OUTDOOR),CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/187200/thanks-for-coke-creating-coca-cola,/awards/geretyawards/2025/campaigns/thanks-for-coke-creating-coca-cola-vml-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,The Final Copy of Ilon Specht,LOrEal Paris,McCann Paris,,INTEGRATED,Silver,https://www.geretyawards.com/winners/2025/entry/187413/the-final-copy-of-ilon-specht-l-or-al-paris,/awards/geretyawards/2025/campaigns/the-final-copy-of-ilon-specht-loreal-paris-mccann-paris-2025/
Gerety Awards,2025,COMMUNICATION CUT,The First Speech,Reporters Without Borders,INNOCEAN Berlin,TV/CINEMA,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/180449/the-first-speech-reporters-without-borders,/awards/geretyawards/2025/campaigns/the-first-speech-reporters-without-borders-innocean-berlin-2025/
Gerety Awards,2025,COMMUNICATION CUT,Unsilence the Crowd,Sela,VML UK,ALTERNATIVE,CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/180548/unsilence-the-crowd-sela,/awards/geretyawards/2025/campaigns/unsilence-the-crowd-sela-vml-uk-2025/
Gerety Awards,2025,COMMUNICATION CUT,Unsilence the Violence,TERRE DES FEMMES,Scholz & Friends / 2030 Kommunikation,PRINT (OUTDOOR),CAMPAIGN,Silver,https://www.geretyawards.com/winners/2025/entry/177345/unsilence-the-violence-terre-des-femmes,/awards/geretyawards/2025/campaigns/unsilence-the-violence-terre-des-femmes-scholz-and-friends-2030-kommunikation-2025/
Gerety Awards,2025,COMMUNICATION CUT,Usyk Vs Fury Reignited,Riyadh Season,BigTime Creative Shop,ONLINE VIDEO,SINGLE,Silver,https://www.geretyawards.com/winners/2025/entry/176571/usyk-vs-fury-reignited-riyadh-season,/awards/geretyawards/2025/campaigns/usyk-vs-fury-reignited-riyadh-season-bigtime-creative-shop-2025/
Gerety Awards,2025,COMMUNICATION CUT,Connecting Europe,German Rail,Ogilvy Germany,PRINT (OUTDOOR),CAMPAIGN,Bronze,https://www.geretyawards.com/winners/2025/entry/177077/connecting-europe-german-rail,/awards/geretyawards/2025/campaigns/connecting-europe-german-rail-ogilvy-germany-2025/
Gerety Awards,2025,COMMUNICATION CUT,Dont call it love,Yves Saint Laurent BeautE,BETC,ONLINE VIDEO,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/187269/don-t-call-it-love-yves-saint-laurent-beaut,/awards/geretyawards/2025/campaigns/dont-call-it-love-yves-saint-laurent-beaute-betc-2025/
Gerety Awards,2025,COMMUNICATION CUT,Food Deserves Pepsi,Pepsi | PepsiCo,BBDO New York,,INTEGRATED,Bronze,https://www.geretyawards.com/winners/2025/entry/187555/food-deserves-pepsi-pepsi-pepsico,/awards/geretyawards/2025/campaigns/food-deserves-pepsi-pepsi-pepsico-bbdo-new-york-2025/
Gerety Awards,2025,COMMUNICATION CUT,Its Part of the Game,Dirt is Good,MullenLowe UK,,INTEGRATED,Bronze,https://www.geretyawards.com/winners/2025/entry/187519/it-s-part-of-the-game-dirt-is-good,/awards/geretyawards/2025/campaigns/its-part-of-the-game-dirt-is-good-mullenlowe-uk-2025-3/
Gerety Awards,2025,COMMUNICATION CUT,Made to Make You Think,BBC Studios,R/GA,STRATEGY,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/186965/made-to-make-you-think-bbc-studios,/awards/geretyawards/2025/campaigns/made-to-make-you-think-bbc-studios-rga-2025/
Gerety Awards,2025,COMMUNICATION CUT,SFI IRL,Malm Stad,BBDO Nordics,PRINT (OUTDOOR),SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/186279/sfi-irl-malm-stad,/awards/geretyawards/2025/campaigns/sfi-irl-malm-stad-bbdo-nordics-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Mayo Exchange,Hellmanns,Edelman,ALTERNATIVE,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/187076/the-mayo-exchange-hellmann-s,/awards/geretyawards/2025/campaigns/the-mayo-exchange-hellmanns-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Red Flag Tag,IKEA,DDB Group Italy,PR,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/185616/the-red-flag-tag-ikea,/awards/geretyawards/2025/campaigns/the-red-flag-tag-ikea-ddb-group-italy-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Smootheriser,Heineken,LePub Singapore,PRODUCT & PACKAGING DESIGN,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/187316/the-smootheriser-heineken,/awards/geretyawards/2025/campaigns/the-smootheriser-heineken-lepub-singapore-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Unburied Casket,Woman For Change,Edelman,ALTERNATIVE,SINGLE,Bronze,https://www.geretyawards.com/winners/2025/entry/187531/the-unburied-casket-woman-for-change,/awards/geretyawards/2025/campaigns/the-unburied-casket-woman-for-change-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,The full picture,yeswecan!cer,Saatchi & Saatchi Germany,TV/CINEMA,CAMPAIGN,Bronze,https://www.geretyawards.com/winners/2025/entry/187345/the-full-picture-yeswecan-cer,/awards/geretyawards/2025/campaigns/the-full-picture-yeswecancer-saatchi-and-saatchi-germany-2025/
Gerety Awards,2025,COMMUNICATION CUT,Visit Canada,Petro-Canada,McCann Canada,PRINT (OUTDOOR),CAMPAIGN,Bronze,https://www.geretyawards.com/winners/2025/entry/186672/visit-canada-petro-canada,/awards/geretyawards/2025/campaigns/visit-canada-petro-canada-mccann-canada-2025/
Gerety Awards,2025,COMMUNICATION CUT,2024 Brand Campaign,Pinterest,Pinterest House of Creative,TV/CINEMA,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187190/2024-brand-campaign-pinterest,/awards/geretyawards/2025/campaigns/2024-brand-campaign-pinterest-pinterest-house-of-creative-2025/
Gerety Awards,2025,COMMUNICATION CUT,A Soup to Remember,Marodi,Komunikacijski laboratorij,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187077/a-soup-to-remember-marodi,/awards/geretyawards/2025/campaigns/a-soup-to-remember-marodi-komunikacijski-laboratorij-2025/
Gerety Awards,2025,COMMUNICATION CUT,Anti Murphys Law Toast,Opella-Enterogermina,MRM Spain,ONLINE VIDEO,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186757/anti-murphy-s-law-toast-opella-enterogermina,/awards/geretyawards/2025/campaigns/anti-murphys-law-toast-opella-enterogermina-mrm-spain-2025/
Gerety Awards,2025,COMMUNICATION CUT,Anti Murphys Law Toast,Opella-Enterogermina,MRM Spain,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187146/anti-murphy-s-law-toast-opella-enterogermina,/awards/geretyawards/2025/campaigns/anti-murphys-law-toast-opella-enterogermina-mrm-spain-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Bubbles,Deutsche Telekom,Saatchi & Saatchi Germany /MUW Saatchi & Saatchi,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187359/bubbles-deutsche-telekom,/awards/geretyawards/2025/campaigns/bubbles-deutsche-telekom-saatchi-and-saatchi-germany-muw-saatchi-and-saatchi-2025/
Gerety Awards,2025,COMMUNICATION CUT,Carbon Cakes,Fujitsu,R/GA Japan,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186966/carbon-cakes-fujitsu,/awards/geretyawards/2025/campaigns/carbon-cakes-fujitsu-rga-japan-2025/
Gerety Awards,2025,COMMUNICATION CUT,Choreography of Monotony,LinkedIn,Philipp und Keuntje GmbH,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186895/choreography-of-monotony-linkedin,/awards/geretyawards/2025/campaigns/choreography-of-monotony-linkedin-philipp-und-keuntje-gmbh-2025/
Gerety Awards,2025,COMMUNICATION CUT,Choreography of Monotony,LinkedIn,Philipp und Keuntje GmbH,ONLINE VIDEO,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186899/choreography-of-monotony-linkedin,/awards/geretyawards/2025/campaigns/choreography-of-monotony-linkedin-philipp-und-keuntje-gmbh-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Clash of Commuters,Samsung,Clemenger BBDO,MOBILE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186503/clash-of-commuters-samsung,/awards/geretyawards/2025/campaigns/clash-of-commuters-samsung-clemenger-bbdo-2025/
Gerety Awards,2025,COMMUNICATION CUT,DONT LOOK DOWN,FIXBY,MullenLowe MENA,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186765/don-t-look-down-fixby,/awards/geretyawards/2025/campaigns/dont-look-down-fixby-mullenlowe-mena-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,DrunkenBait,Carlsberg,Burson Sweden,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187106/drunkenbait-carlsberg,/awards/geretyawards/2025/campaigns/drunkenbait-carlsberg-burson-sweden-2025/
Gerety Awards,2025,COMMUNICATION CUT,Endless Runway,eBay,Edelman,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187795/endless-runway-ebay,/awards/geretyawards/2025/campaigns/endless-runway-ebay-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,ONLINE VIDEO,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/180574/everything-or-nothing-general-entertainment-authority,/awards/geretyawards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025/
Gerety Awards,2025,COMMUNICATION CUT,Glassphemy,Guinness,VML UK,,INTEGRATED,Shortlist,https://www.geretyawards.com/winners/2025/entry/180540/glassphemy-guinness,/awards/geretyawards/2025/campaigns/glassphemy-guinness-vml-uk-2025/
Gerety Awards,2025,COMMUNICATION CUT,Guilty Pets,IKEA,INGO Hamburg,PRINT (OUTDOOR),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/177040/guilty-pets-ikea,/awards/geretyawards/2025/campaigns/guilty-pets-ikea-ingo-hamburg-2025/
Gerety Awards,2025,COMMUNICATION CUT,History Outnumbered,History Channel,Dentsu Creative Iberia,TV/CINEMA,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187534/history-outnumbered-history-channel,/awards/geretyawards/2025/campaigns/history-outnumbered-history-channel-dentsu-creative-iberia-2025/
Gerety Awards,2025,COMMUNICATION CUT,Irmela vs Nazis,toom DIY market,Scholz & Friends,TV/CINEMA,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/185946/irmela-vs-nazis-toom-diy-market,/awards/geretyawards/2025/campaigns/irmela-vs-nazis-toom-diy-market-scholz-and-friends-2025/
Gerety Awards,2025,COMMUNICATION CUT,Its Part of the Game,Dirt is Good,Golin,PR,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187523/it-s-part-of-the-game-dirt-is-good,/awards/geretyawards/2025/campaigns/its-part-of-the-game-dirt-is-good-golin-2025/
Gerety Awards,2025,COMMUNICATION CUT,La-Z-Boy Ban Reclining,La-Z-Boy,Colle McVoy,,INTEGRATED,Shortlist,https://www.geretyawards.com/winners/2025/entry/180611/la-z-boy-ban-reclining-la-z-boy,/awards/geretyawards/2025/campaigns/la-z-boy-ban-reclining-la-z-boy-colle-mcvoy-2025/
Gerety Awards,2025,COMMUNICATION CUT,Lomiteros After Hours,Burger King,GARABATO MULLENLOWE,PRINT (PRESS),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187550/lomiteros-after-hours-burger-king,/awards/geretyawards/2025/campaigns/lomiteros-after-hours-burger-king-garabato-mullenlowe-2025/
Gerety Awards,2025,COMMUNICATION CUT,MadrIsimo,Marias Gamesa,Isla RepUblica,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187834/madr-simo-marias-gamesa,/awards/geretyawards/2025/campaigns/madrisimo-marias-gamesa-isla-republica-2025/
Gerety Awards,2025,COMMUNICATION CUT,Move forward,KANAZAWA HIGH SCHOOL SUMO TOURNAMENT,DENTSU INC,PRINT (PRESS),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/186726/move-forward-kanazawa-high-school-sumo-tournament,/awards/geretyawards/2025/campaigns/move-forward-kanazawa-high-school-sumo-tournament-dentsu-inc-2025/
Gerety Awards,2025,COMMUNICATION CUT,NE PAS IGNORER,FONDATION DES FEMMES,AUSTRALIEGAD,ALTERNATIVE,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/186920/ne-pas-ignorer-fondation-des-femmes,/awards/geretyawards/2025/campaigns/ne-pas-ignorer-fondation-des-femmes-australiegad-2025/
Gerety Awards,2025,COMMUNICATION CUT,NEW AIR,DAIKIN,DENTSU CREATIVE France,ONLINE VIDEO,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186577/new-air-daikin,/awards/geretyawards/2025/campaigns/new-air-daikin-dentsu-creative-france-2025/
Gerety Awards,2025,COMMUNICATION CUT,Not every smile starts with a smile,Colgate,VML Paris,PRINT (OUTDOOR),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/186647/not-every-smile-starts-with-a-smile-colgate,/awards/geretyawards/2025/campaigns/not-every-smile-starts-with-a-smile-colgate-vml-paris-2025/
Gerety Awards,2025,COMMUNICATION CUT,Nutter Butter You Good?,Nutter Butter,Dentsu Creative New York,MOBILE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186125/nutter-butter-you-good-nutter-butter,/awards/geretyawards/2025/campaigns/nutter-butter-you-good-nutter-butter-dentsu-creative-new-york-2025/
Gerety Awards,2025,COMMUNICATION CUT,R & Create,Volkswagen R,DDB Germany,DIGITAL,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186464/r-create-volkswagen-r,/awards/geretyawards/2025/campaigns/r-and-create-volkswagen-r-ddb-germany-2025/
Gerety Awards,2025,COMMUNICATION CUT,Rainbow Wool,Schferei Stcke,SERVICEPLAN GERMANY,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/180001/rainbow-wool-sch-ferei-st-cke,/awards/geretyawards/2025/campaigns/rainbow-wool-schferei-stcke-serviceplan-germany-2025/
Gerety Awards,2025,COMMUNICATION CUT,Share The First,Dove,Edelman,MOBILE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187074/share-the-first-dove,/awards/geretyawards/2025/campaigns/share-the-first-dove-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,Share The First,Dove,Edelman,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187073/share-the-first-dove,/awards/geretyawards/2025/campaigns/share-the-first-dove-edelman-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,Sleep with Rain,AT&T Business,West BBDO and Critical Mass,DIGITAL,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/186298/sleep-with-rain-at-t-business,/awards/geretyawards/2025/campaigns/sleep-with-rain-at-and-t-business-west-bbdo-and-critical-mass-2025/
Gerety Awards,2025,COMMUNICATION CUT,Somebody,NFL,72andSunny,TV/CINEMA,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186553/somebody-nfl,/awards/geretyawards/2025/campaigns/somebody-nfl-72andsunny-2025/
Gerety Awards,2025,COMMUNICATION CUT,Sports reIllustrated,Dove,Edelman,PRINT (PRESS),SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187792/sports-reillustrated-dove,/awards/geretyawards/2025/campaigns/sports-reillustrated-dove-edelman-2025/
Gerety Awards,2025,COMMUNICATION CUT,Sweeter Than The Sweetest,Axe/Lynx,LOLA MullenLowe,TV/CINEMA,CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/187060/sweeter-than-the-sweetest-axe-lynx,/awards/geretyawards/2025/campaigns/sweeter-than-the-sweetest-axelynx-lola-mullenlowe-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Ad No Man Saw,24/7 Emergency Room of the Hamburg Womens Shelters,Grabarz & Partner,PRINT (PRESS),SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186610/the-ad-no-man-saw-24-7-emergency-room-of-the-hamburg-women-s-shelters,/awards/geretyawards/2025/campaigns/the-ad-no-man-saw-247-emergency-room-of-the-hamburg-womens-shelters-grabarz-and-partner-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Art Of Stains,OMO (Dirt is Good),MullenLowe MENA,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186777/the-art-of-stains-omo-dirt-is-good,/awards/geretyawards/2025/campaigns/the-art-of-stains-omo-dirt-is-good-mullenlowe-mena-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Full Picture,Canon,INGO Hamburg / Memac Ogilvy Dubai,PRINT (OUTDOOR),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/176406/the-full-picture-canon,/awards/geretyawards/2025/campaigns/the-full-picture-canon-ingo-hamburg-memac-ogilvy-dubai-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Holocaust The Holocaust The Holocaust,Swedish holocaust museum,BBDO Nordics,PRINT (PRESS),SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186389/the-holocaust-the-holocaust-the-holocaust-swedish-holocaust-museum,/awards/geretyawards/2025/campaigns/the-holocaust-the-holocaust-the-holocaust-swedish-holocaust-museum-bbdo-nordics-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Mozart Drop,Digital Kchel-Verzeichnis,Fork Unstable Media,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/180529/the-mozart-drop-digital-k-chel-verzeichnis,/awards/geretyawards/2025/campaigns/the-mozart-drop-digital-kchel-verzeichnis-fork-unstable-media-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Philharmonic Prints,Berliner Philharmonie,Scholz & Friends,PRINT (OUTDOOR),CAMPAIGN,Shortlist,https://www.geretyawards.com/winners/2025/entry/185942/the-philharmonic-prints-berliner-philharmonie,/awards/geretyawards/2025/campaigns/the-philharmonic-prints-berliner-philharmonie-scholz-and-friends-2025/
Gerety Awards,2025,COMMUNICATION CUT,The Red Flag Tag,IKEA,DDB Group Italy,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/185840/the-red-flag-tag-ikea,/awards/geretyawards/2025/campaigns/the-red-flag-tag-ikea-ddb-group-italy-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,The Smootheriser,Heineken,LePub Singapore,STRATEGY,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187315/the-smootheriser-heineken,/awards/geretyawards/2025/campaigns/the-smootheriser-heineken-lepub-singapore-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,URBAN DOGGY FIT,GENERALI,DENTSU CREATIVE France,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187142/urban-doggy-fit-generali,/awards/geretyawards/2025/campaigns/urban-doggy-fit-generali-dentsu-creative-france-2025/
Gerety Awards,2025,COMMUNICATION CUT,Undeleted,Dove,VML Argentina,,INTEGRATED,Shortlist,https://www.geretyawards.com/winners/2025/entry/186998/undeleted-dove,/awards/geretyawards/2025/campaigns/undeleted-dove-vml-argentina-2025/
Gerety Awards,2025,COMMUNICATION CUT,Undeleted,Dove,VML Argentina,ALTERNATIVE,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/186933/undeleted-dove,/awards/geretyawards/2025/campaigns/undeleted-dove-vml-argentina-2025-2/
Gerety Awards,2025,COMMUNICATION CUT,We are not alone,Nivea,Publicis One Touch,ONLINE VIDEO,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/187372/we-are-not-alone-nivea,/awards/geretyawards/2025/campaigns/we-are-not-alone-nivea-publicis-one-touch-2025/
Gerety Awards,2025,COMMUNICATION CUT,not the last kick,hatari,hakuhodo bangkok,PR,SINGLE,Shortlist,https://www.geretyawards.com/winners/2025/entry/176164/not-the-last-kick-hatari,/awards/geretyawards/2025/campaigns/not-the-last-kick-hatari-hakuhodo-bangkok-2025/
Gerety Awards,2025,CRAFT CUT,Never Just A Period,Bodyform/Libresse,AMVBBDO,ART DIRECTION,SINGLE,Grand Prix,https://www.geretyawards.com/winners/2025/entry/187593/never-just-a-period-bodyform-libresse,/awards/geretyawards/2025/campaigns/never-just-a-period-bodyformlibresse-amvbbdo-2025-2/
Gerety Awards,2025,CRAFT CUT,Sennas Cut,Netflix,Monks Buenos Aires,EDITING,SINGLE,Grand Prix,https://www.geretyawards.com/winners/2025/entry/186129/senna-s-cut-netflix,/awards/geretyawards/2025/campaigns/sennas-cut-netflix-monks-buenos-aires-2025/
