Festival,Year,Track,Category,Agency,Network,Holding,Title,Country,Company,Brand,Product,Producer,Award,Permalink
FIAP,2024,Anuncios,Television - Cine - Digital - Automoviles,Lopez Negrete Communcations,Independientes,Independientes,Viejos Cuentos,USA,Hyundai USA,IONIQ,IONIQ 5 6,Canada,SHORTLIST,/awards/fiap/2024/campaigns/viejos-cuentos-ioniq-lopez-negrete-communcations-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Bien Publico,La Caseta,Independientes,Independientes,38 Momentos,Espana,Partido Popular de Sevilla,Partido Popular de Sevilla,Dia Internacional de la Eliminacion de la Violencia contra la Mujer,La Caseta,SHORTLIST,/awards/fiap/2024/campaigns/38-momentos-partido-popular-de-sevilla-la-caseta-2024/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Casanova-McCann,McCann Worldgroup,IPG,Esas no eran historias,USA,Activision-Blizzard,Blizzard,Diablo IV,Letca Films,SHORTLIST,/awards/fiap/2024/campaigns/esas-no-eran-historias-blizzard-casanova-mccann-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Negocios al publico,Publicidad Comercial MullenLowe Guatemala,MullenLowe Group,IPG,Cerca siempre,Guatemala,Super 24 tiendas de conveniencia,Super 24,Super 24,El Studio Films,SHORTLIST,/awards/fiap/2024/campaigns/cerca-siempre-super-24-publicidad-comercial-mullenlowe-guatemala-2024-3/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,SHORTLIST,/awards/fiap/2024/campaigns/the-billboard-you-shouldnt-be-able-to-read-but-you-can-gollo-motors-mccann-san-jose-2024-4/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,Made Brasil,Independientes,Independientes,30 of the truth,Brasil,Somos Todas Marias,Somos Todas Marias,Violence against women feminicide,Studiorama,SHORTLIST,/awards/fiap/2024/campaigns/30-of-the-truth-somos-todas-marias-made-brasil-2024/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,El Taier DDB Centro,DDB Worldwide,Omnicom,Corona River of Change,Guatemala,Corona,Corona,Corona,Corona Studios - Antoine Janseen,SHORTLIST,/awards/fiap/2024/campaigns/corona-river-of-change-corona-el-taier-ddb-centro-2024-3/
FIAP,2024,Anuncios,Television - Cine - Digital - Bancos - Financieras,El Taier DDB Centro,DDB Worldwide,Omnicom,Goool,Guatemala,Banco Industrial,Banco Industrial,Tarjetas de credito,Whisky,SHORTLIST,/awards/fiap/2024/campaigns/goool-banco-industrial-el-taier-ddb-centro-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Automoviles,Conill Advertising,Saatchi Saatchi,Publicis Groupe,Arrivals,USA,Toyota Motor North America USA Inc,TOYOTA,BRAND,PrettyBird,SHORTLIST,/awards/fiap/2024/campaigns/arrivals-toyota-conill-advertising-2024/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Mullenlowe Delta,MullenLowe Group,IPG,Barcelonistas de nacimiento,Ecuador,AB InBev,Pilsener,Pilsener,Lumina Film House,SHORTLIST,/awards/fiap/2024/campaigns/barcelonistas-de-nacimiento-pilsener-mullenlowe-delta-2024-2/
FIAP,2024,Anuncios,Via Publica - Productos,Mullenlowe Delta,MullenLowe Group,IPG,Se dice La Tri,Ecuador,AB InBev,Pilsener,Pilsener,Status Quo,SHORTLIST,/awards/fiap/2024/campaigns/se-dice-la-tri-pilsener-mullenlowe-delta-2024/
FIAP,2024,Anuncios,New Business-Nuevos Negocios,Mullenlowe Delta,MullenLowe Group,IPG,It s not myth it s real,Ecuador,Pycca,Pycca,Tienda en linea,Dunn,SHORTLIST,/awards/fiap/2024/campaigns/it-s-not-myth-it-s-real-pycca-mullenlowe-delta-2024/
FIAP,2024,Anuncios,Radio - Bancos - Financieras,Mullenlowe Delta,MullenLowe Group,IPG,In the voice of the farmers,Ecuador,Banco Pichincha,Banco Pichincha,Creditos para agricultura,Fletcher Munson,SHORTLIST,/awards/fiap/2024/campaigns/in-the-voice-of-the-farmers-banco-pichincha-mullenlowe-delta-2024-2/
FIAP,2024,Innovacion,Innovacion en Activaciones,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casino y Entretenimiento,Florida,SHORTLIST,/awards/fiap/2024/campaigns/la-camiseta-humana-apuesta-total-valor-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Casanova-McCann,McCann Worldgroup,IPG,Esas no eran historias,USA,Activision-Blizzard,Blizzard,Diablo IV,Letca Films,SHORTLIST,/awards/fiap/2024/campaigns/esas-no-eran-historias-blizzard-casanova-mccann-2024-2/
FIAP,2024,Anuncios,Grafica - Negocios al publico,God,Independientes,Independientes,Adoption is timeless,Ecuador,Grupo Pycca,PetStation,PetStation,God,SHORTLIST,/awards/fiap/2024/campaigns/adoption-is-timeless-petstation-god-2024/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,SHORTLIST,/awards/fiap/2024/campaigns/trailers-tumbados-cinemex-made-mexico-2024-4/
FIAP,2024,Anuncios,Radio - Bancos - Financieras,TBWA - Riot,TBWA Worldwide,Omnicom,De golpe un gran problema,Guatemala,Aseguradora General,Aseguradora General,Gen - Auto,Chuck Lee Studios,SHORTLIST,/awards/fiap/2024/campaigns/de-golpe-un-gran-problema-aseguradora-general-tbwa-riot-2024/
FIAP,2024,Anuncios,Campanas Integrales,Initiative,Mediabrands,IPG,Falatoquers,Chile,FALABELLA,FALABELLA,FALABELLA,INJAUS Agencia interna,SHORTLIST,/awards/fiap/2024/campaigns/falatoquers-falabella-initiative-2024/
FIAP,2024,Anuncios,Radio - Automoviles,Sajo--McCann,McCann Worldgroup,IPG,Delivery,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST,/awards/fiap/2024/campaigns/delivery-mercedes-benz-sajo-mccann-2024/
FIAP,2024,Anuncios,Radio - Automoviles,Sajo--McCann,McCann Worldgroup,IPG,Plomero,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST,/awards/fiap/2024/campaigns/plomero-mercedes-benz-sajo-mccann-2024/
FIAP,2024,Anuncios,Radio - Automoviles,Sajo--McCann,McCann Worldgroup,IPG,Dog Groomer,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST,/awards/fiap/2024/campaigns/dog-groomer-mercedes-benz-sajo-mccann-2024/
FIAP,2024,Anuncios,Radio - Automoviles,Sajo--McCann,McCann Worldgroup,IPG,Food Truck,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST,/awards/fiap/2024/campaigns/food-truck-mercedes-benz-sajo-mccann-2024/
FIAP,2024,Anuncios,Radio - Campanas Productos - Servicios - Corporativas,Sajo--McCann,McCann Worldgroup,IPG,Trabajos Sprinter,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST,/awards/fiap/2024/campaigns/trabajos-sprinter-mercedes-benz-sajo-mccann-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Sherpa,Independientes,Independientes,Alcaldes Imposibles,Espana,Arrels Fundacio,Arrels Fundacio,ONG que trabaja por el bienestar y los derechos de las personas sin hogar,United Unknown,SHORTLIST,/awards/fiap/2024/campaigns/alcaldes-imposibles-arrels-fundacio-sherpa-2024-3/
FIAP,2024,Anuncios,Uso de Inteligencia Artificial,Sherpa,Independientes,Independientes,Alcaldes Imposibles,Espana,Arrels Fundacio,Arrels Fundacio,ONG que trabaja por el bienestar y los derechos de las personas sin hogar,United Unknown,SHORTLIST,/awards/fiap/2024/campaigns/alcaldes-imposibles-arrels-fundacio-sherpa-2024-4/
FIAP,2024,Anuncios,Grafica - Varios,Independiente Panama,Independientes,Independientes,Carbone,Panama,Carbone,Carbone,Schroeder,Anonymous,SHORTLIST,/awards/fiap/2024/campaigns/carbone-carbone-independiente-panama-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Lopito Ileana Howie,Independientes,Independientes,Cuidemos las Tetas,Puerto Rico,Sociedad Americana Contra El Cancer,Sociedad Americana Contra El Cancer,Cancer de Seno,Norstrom,SHORTLIST,/awards/fiap/2024/campaigns/cuidemos-las-tetas-sociedad-americana-contra-el-cancer-lopito-ileana-howie-2024-4/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,robin Strategic Creative Agency,Independientes,Independientes,Las Mujeres Si Toman Whisky,Venezuela,Diageo,Johnnie Walker,Johnnie Walker Black Label,,SHORTLIST,/awards/fiap/2024/campaigns/las-mujeres-si-toman-whisky-johnnie-walker-robin-strategic-creative-agency-2024/
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Mostro Agency,Independientes,Independientes,Fiestas responsables,Guatemala,RFRSH BRANDS,CUBATA,CUBATA,Coco Films,SHORTLIST,/awards/fiap/2024/campaigns/fiestas-responsables-cubata-mostro-agency-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Bien Publico,Samy Road,Independientes,Independientes,Pinata,Argentina,People for the Ethical Treatment of Animals PETA,People for the Ethical Treatment of Animals PETA,People for the Ethical Treatment of Animals PETA,ROMA,SHORTLIST,/awards/fiap/2024/campaigns/pinata-people-for-the-ethical-treatment-of-animals-peta-samy-road-2024/
FIAP,2024,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Fire Creative,Independientes,Independientes,Mejor Improvisao que Arrodillao,Puerto Rico,Cervecera de Puerto Rico,Cerveza Residente,Cerveza Residente,Fire Creative,SHORTLIST,/awards/fiap/2024/campaigns/mejor-improvisao-que-arrodillao-cerveza-residente-fire-creative-2024/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Lupe,Grupo Texo,Grupo Texo,El asadito mas largo,Paraguay,AmBev,Pilsen,Cerveza,El Bagre,SHORTLIST,/awards/fiap/2024/campaigns/el-asadito-mas-largo-pilsen-lupe-2024-2/
FIAP,2024,Anuncios,Television - Cine - Digital - Vestimenta - Textiles,Lupe,Grupo Texo,Grupo Texo,El arte inspira al arte,Paraguay,Over All Artesanias,Over All,e-commerce,The Brief,SHORTLIST,/awards/fiap/2024/campaigns/el-arte-inspira-al-arte-over-all-lupe-2024/
FIAP,2024,Anuncios,Television - Cine - Digital - Bajo Presupuesto,Lupe,Grupo Texo,Grupo Texo,El arte inspira al arte,Paraguay,Over All Artesanias,Over All,e-commerce,The Brief,SHORTLIST,/awards/fiap/2024/campaigns/el-arte-inspira-al-arte-over-all-lupe-2024-2/
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Buentipo Anchor,Independientes,Independientes,Sentencia,Colombia,Gran Acuerdo Venezuela,Gran Acuerdo Venezuela,Gran Acuerdo Venezuela,BT,SHORTLIST,/awards/fiap/2024/campaigns/sentencia-gran-acuerdo-venezuela-buentipo-anchor-2024/
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST,/awards/fiap/2024/campaigns/manuales-para-sobrevivir-manualesparasobrevivirorg-publicidad-comercial-mullenlowe-2024-8/
FIAP,2024,Anuncios,Television - Cine - Digital - Medios de comunicacion - Publicaciones,Concept McCann,McCann Worldgroup,IPG,Simpletv Hot Pack,Venezuela,Simpletv,Simpletv,Hot Pack,Concept McCann,SHORTLIST,/awards/fiap/2024/campaigns/simpletv-hot-pack-simpletv-concept-mccann-2024-2/
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Ariadna Communications Group,Independientes,Independientes,soundloAD Tutorials,Ecuador,Banco General Ruminahui,Banco General Ruminahui,BGR App,Cat Y In-Out Studio,SHORTLIST,/awards/fiap/2024/campaigns/soundload-tutorials-banco-general-ruminahui-ariadna-communications-group-2024-2/
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,SHORTLIST,/awards/fiap/2024/campaigns/el-ranking-culinario-que-alimento-a-millones-ollas-que-desarrollan-valor-2024-5/
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,SHORTLIST,/awards/fiap/2024/campaigns/el-ranking-culinario-que-alimento-a-millones-ollas-que-desarrollan-valor-2024-6/
FIAP,2024,Anuncios,Radio - Varios,VALOR,Independientes,Independientes,Rapidos y legales,Peru,Claro Peru,Claro,Claro Moviles,Sordo,SHORTLIST,/awards/fiap/2024/campaigns/rapidos-y-legales-claro-valor-2024/
FIAP,2024,Produccion,Bajo costo de produccion,Mullenlowe Delta,MullenLowe Group,IPG,Color blind burger,Ecuador,NoFork,NoFork,Hamburguesas,Spicy Studio,SHORTLIST,/awards/fiap/2024/campaigns/color-blind-burger-nofork-mullenlowe-delta-2024/
FIAP,2024,Produccion,Bajo costo de produccion,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,SHORTLIST,/awards/fiap/2024/campaigns/trailers-tumbados-cinemex-made-mexico-2024-5/
FIAP,2024,Produccion,Bajo costo de produccion,Rock and Roll,Independientes,Independientes,Vallas recuperadas,Bolivia,Pacena,Pacena Futbol,Pacena Futbol,Rock and Roll,SHORTLIST,/awards/fiap/2024/campaigns/vallas-recuperadas-pacena-futbol-rock-and-roll-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,GALLEGOS United,United Collective,United Collective,Cakes - Real is Back,USA,California Milk Processor Board,Got Milk,Got Milk,Oak Leaf Productions,SHORTLIST,/awards/fiap/2024/campaigns/cakes-real-is-back-got-milk-gallegos-united-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Fotografia,Lopez Negrete Communcations,Independientes,Independientes,Viejos Cuentos,USA,Hyundai USA,IONIQ,IONIQ 5 6,Canada,SHORTLIST,/awards/fiap/2024/campaigns/viejos-cuentos-ioniq-lopez-negrete-communcations-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseno de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,SHORTLIST,/awards/fiap/2024/campaigns/sharenting-el-musical-movistar-vml-argentina-2024-4/
FIAP,2024,Produccion,Tecnicas de Produccion de Plataformas Digitales-Redes Sociales,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST,/awards/fiap/2024/campaigns/manuales-para-sobrevivir-manualesparasobrevivirorg-publicidad-comercial-mullenlowe-2024-9/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Ariadna Communications Group,Independientes,Independientes,Ganado seguro,Ecuador,Zurich,Zurich,Seguro ganadero,Alicia,SHORTLIST,/awards/fiap/2024/campaigns/ganado-seguro-zurich-ariadna-communications-group-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Fotografia,God,Independientes,Independientes,4G Landscapes,Ecuador,Claro,Claro,Claro,God,SHORTLIST,/awards/fiap/2024/campaigns/4g-landscapes-claro-god-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Fotografia,Mostro Agency,Independientes,Independientes,Fiestas responsables,Guatemala,Rfresh Brands,Cubata,Cubata,Coco Films,SHORTLIST,/awards/fiap/2024/campaigns/fiestas-responsables-cubata-mostro-agency-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,Telefonica Broadcast Services SL,Independientes,Independientes,Las Puertas del Infierno,Espana,HBO MAX,HBO MAX,30 Monedas,AndTonic,SHORTLIST,/awards/fiap/2024/campaigns/las-puertas-del-infierno-hbo-max-telefonica-broadcast-services-sl-2024/
FIAP,2024,Anuncios,Salud,WMcCann,McCann Worldgroup,IPG,Geovitaminated OOH,Brasil,Centrum,Haleon,Centrum Essencial,Craft Brasil Estudio Cothon Sonido Mustard Audio,SHORTLIST,/awards/fiap/2024/campaigns/geovitaminated-ooh-haleon-wmccann-2024/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,Burns The Agency,Independientes,Independientes,Mental Health Day,Espana,Olympics Powerade,Powerade,Mental Health,Mushroom,SHORTLIST,/awards/fiap/2024/campaigns/mental-health-day-powerade-burns-the-agency-2024-2/
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Redaccion,Lopez Negrete Communcations,Independientes,Independientes,Las Cosas de La Edad,USA,Ad Council,Alzheimers Association,Alzheimers Association,Zuma 4,SHORTLIST,/awards/fiap/2024/campaigns/las-cosas-de-la-edad-alzheimers-association-lopez-negrete-communcations-2024-2/
FIAP,2024,Produccion,Uso de Inteligencia Artificial,Mullenlowe Delta,MullenLowe Group,IPG,Unforgettable women,Ecuador,Banco Pichincha,Banco Pichincha,Institucional,Bang - The Others,SHORTLIST,/awards/fiap/2024/campaigns/unforgettable-women-banco-pichincha-mullenlowe-delta-2024-2/
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,RosadoToledo,Independientes,Independientes,Elijo Estar Contigo,Puerto Rico,Triple-S,Triple-S,Triple-S Advantage,RosadoToledo,SHORTLIST,/awards/fiap/2024/campaigns/elijo-estar-contigo-triple-s-rosadotoledo-2024-5/
FIAP,2024,Formatos,Social Content,Mullenlowe Delta,MullenLowe Group,IPG,Cheers to you mark,Ecuador,AB InBev,Pilsener,Pilsener,MullenLowe Delta,SHORTLIST,/awards/fiap/2024/campaigns/cheers-to-you-mark-pilsener-mullenlowe-delta-2024/
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,GALERIAag,Independientes,Independientes,McFish O Regresso,Brasil,McDonalds,McDonalds,McFish,Creme Company,SHORTLIST,/awards/fiap/2024/campaigns/mcfish-o-regresso-mcdonalds-galeriaag-2024/
FIAP,2024,Formatos,Via Publica,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casino y entretenimiento,Florida,SHORTLIST,/awards/fiap/2024/campaigns/la-camiseta-humana-apuesta-total-valor-2024-2/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casa de apuestas y entretenimiento,Florida,SHORTLIST,/awards/fiap/2024/campaigns/la-camiseta-humana-apuesta-total-valor-2024-3/
FIAP,2024,Formatos,Live Experience,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casino y entretenimiento,Florida,SHORTLIST,/awards/fiap/2024/campaigns/la-camiseta-humana-apuesta-total-valor-2024-4/
FIAP,2024,Formatos,Online Video,This is Libre,Independientes,Independientes,Finerrimas,Espana,Campofrio Food Group SAU,Campofrio,Finissimas,Blur,SHORTLIST,/awards/fiap/2024/campaigns/finerrimas-campofrio-this-is-libre-2024/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Teran,TBWA Worldwide,Omnicom,Es fraude,Mexico,BBVA Mexico,BBVA,Institucional - Antifraude,Voces Imaginarias,SHORTLIST,/awards/fiap/2024/campaigns/es-fraude-bbva-teran-2024-2/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Telefonica Broadcast Services SL,Independientes,Independientes,Las Puertas del Infierno,Espana,HBO MAX,HBO MAX,30 Moedas,AndTonic,SHORTLIST,/awards/fiap/2024/campaigns/las-puertas-del-infierno-hbo-max-telefonica-broadcast-services-sl-2024-2/
FIAP,2024,Formatos,Social Content,Team Remoto,Independientes,Independientes,Content Hub - Mas de 100 contenidos creados por usuarios en un dia,USA,Bancolombia,Bancolombia,Redes Sociales Bancolombia,Team Remoto,SHORTLIST,/awards/fiap/2024/campaigns/content-hub-mas-de-100-contenidos-creados-por-usuarios-en-un-dia-bancolombia-team-remoto-2024-3/
FIAP,2024,Formatos,Salud,RosadoToledo,Independientes,Independientes,Elijo Estar Contigo,Puerto Rico,Triple-S,Triple-S,Triple-S Advantage,RosadoToledo,SHORTLIST,/awards/fiap/2024/campaigns/elijo-estar-contigo-triple-s-rosadotoledo-2024-6/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Rompecabeza Digital,Grupo Rompecabeza RCD,Grupo Rompecabeza RCD,Saca tu permiso rutal,Chile,Balloon Latam,Balloon Latam,Permiso Rural,Agencia Rompecabeza,SHORTLIST,/awards/fiap/2024/campaigns/saca-tu-permiso-rutal-balloon-latam-rompecabeza-digital-2024/
FIAP,2024,Formatos,Social Content,Publicis,Publicis Worldwide,Publicis Groupe,Mira mas Alla BHD,Republica Dominicana,Banco BHD,Banco BHD,Segmento Mujer,Keykalu Films Worldvoices,SHORTLIST,/awards/fiap/2024/campaigns/mira-mas-alla-bhd-banco-bhd-publicis-2024/
FIAP,2024,Formatos,Salud,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST,/awards/fiap/2024/campaigns/manuales-para-sobrevivir-manualesparasobrevivirorg-publicidad-comercial-mullenlowe-2024-10/
FIAP,2024,Formatos,Social Content,Mullenlowe Delta,MullenLowe Group,IPG,Se dice La Tri,Ecuador,AB InBev,Pilsener,Pilsener,Status Quo,SHORTLIST,/awards/fiap/2024/campaigns/se-dice-la-tri-pilsener-mullenlowe-delta-2024-2/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Moov,Moov Media Group,Moov Media Group,El real valor de la navidad,Chile,Caja Los Andes,Caja Los Andes,Awareness,Content Collective,SHORTLIST,/awards/fiap/2024/campaigns/el-real-valor-de-la-navidad-caja-los-andes-moov-2024/
FIAP,2024,Formatos,Social Content,MEL,Independientes,Independientes,See a Dog Adopt a Dog,USA,PAWS4you,PAWS4you,PAWS4you,MEL,SHORTLIST,/awards/fiap/2024/campaigns/see-a-dog-adopt-a-dog-paws4you-mel-2024/
FIAP,2024,Formatos,Social Content,MEL,Independientes,Independientes,27 Degrees,USA,El Tiempo Latino,El Tiempo Latino,El Tiempo Latino,MEL,SHORTLIST,/awards/fiap/2024/campaigns/27-degrees-el-tiempo-latino-mel-2024/
FIAP,2024,Formatos,Via Publica,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,SHORTLIST,/awards/fiap/2024/campaigns/the-billboard-you-shouldnt-be-able-to-read-but-you-can-gollo-motors-mccann-san-jose-2024-5/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,SHORTLIST,/awards/fiap/2024/campaigns/the-billboard-you-shouldnt-be-able-to-read-but-you-can-gollo-motors-mccann-san-jose-2024-6/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Manifiesto,Independientes,Independientes,La Cena Que Elegi,Espana,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,Antiestatico,SHORTLIST,/awards/fiap/2024/campaigns/la-cena-que-elegi-felgtbiq-federacion-estatal-de-lesbianas-gais-trans-bisexuales-intersexuales-y-mas-manifiesto-2024-2/
FIAP,2024,Formatos,Own Media - Video Plataforma - Audio,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,SHORTLIST,/awards/fiap/2024/campaigns/trailers-tumbados-cinemex-made-mexico-2024-6/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Made Brasil,Independientes,Independientes,30 of the truth,Brasil,Somos Todas Marias,Somos Todas Marias,Violence against women femicide,Studiorama,SHORTLIST,/awards/fiap/2024/campaigns/30-of-the-truth-somos-todas-marias-made-brasil-2024-2/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Lopez Negrete Communcations,Independientes,Independientes,Las Cosas de La Edad,USA,Ad Council,Alzheimers Association,Alzheimers Association,Zuma 4,SHORTLIST,/awards/fiap/2024/campaigns/las-cosas-de-la-edad-alzheimers-association-lopez-negrete-communcations-2024-3/
FIAP,2024,Formatos,Salud,LLYC,Independientes,Independientes,Brazaletes de Esperanza,Espana,Asociacion Espanola Contra el Cancer,Asociacion Espanola Contra el Cancer,Brazaletes de Esperanza,LLYC,SHORTLIST,/awards/fiap/2024/campaigns/brazaletes-de-esperanza-asociacion-espanola-contra-el-cancer-llyc-2024-2/
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,LLYC,Independientes,Independientes,El Mejor Equipo de Mexico,Espana,Sky,Sky,Sky,GB,SHORTLIST,/awards/fiap/2024/campaigns/el-mejor-equipo-de-mexico-sky-llyc-2024/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,LLYC,Independientes,Independientes,En Nuestras Manos,Espana,StepbyWater,StepbyWater,En Nuestras Manos,Jupiter,SHORTLIST,/awards/fiap/2024/campaigns/en-nuestras-manos-stepbywater-llyc-2024-3/
FIAP,2024,Formatos,Salud,JSD Agency,Independientes,Independientes,Amor a todas luces,Puerto Rico,WINDMAR HOME,WINDMAR HOME,WINDMAR HOME,JSD Agency,SHORTLIST,/awards/fiap/2024/campaigns/amor-a-todas-luces-windmar-home-jsd-agency-2024/
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,JSD Agency,Independientes,Independientes,Amor a todas luces,Puerto Rico,WINDMAR HOME,WINDMAR HOME,WINDMAR HOME,JSD Agency,SHORTLIST,/awards/fiap/2024/campaigns/amor-a-todas-luces-windmar-home-jsd-agency-2024-2/
FIAP,2024,Formatos,Live Experience,Giusti Creative PR,Grupo FSB,Grupo FSB,Pelota de hielo Juntos por el planeta,Brasil,Clube Atletico Mineiro,Clube Atletico Mineiro,Futebol,Santeria,SHORTLIST,/awards/fiap/2024/campaigns/pelota-de-hielo-juntos-por-el-planeta-clube-atletico-mineiro-giusti-creative-pr-2024/
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,Republica Digital,Independientes,Independientes,Upside Down Island ft Fornite,Mexico,American Dairy Queen,Dairy Queen Mexico,Helados,Woznics,SHORTLIST,/awards/fiap/2024/campaigns/upside-down-island-ft-fornite-dairy-queen-mexico-republica-digital-2024-3/
FIAP,2024,Formatos,Mejor Campana de Sostenibilidad,El Taier DDB Centro,DDB Worldwide,Omnicom,Corona River of Change,Guatemala,Cerveceria Ambev Guatemala,Corona,Corona,Corona Studios - Antoine Janseen,SHORTLIST,/awards/fiap/2024/campaigns/corona-river-of-change-corona-el-taier-ddb-centro-2024-4/
