Festival,Year,Track,Category,Agency,Network,Holding,Title,Country,Company,Brand,Product,Producer,Award,Permalink
FIAP,2024,Formatos,Branded Content - Programa de Entretenimiento,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Possible dreams,Brasil,Continental Pneus,Continental,Institutional,Big Bonsai,SHORTLIST,/awards/fiap/2024/campaigns/possible-dreams-continental-dom-solucoes-improvaveis-2024/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,CYW,Independientes,Independientes,Nadie mueve la nieve como Griselda,Espana,Netflix,Netflix,Griselda,tonic,SHORTLIST,/awards/fiap/2024/campaigns/nadie-mueve-la-nieve-como-griselda-netflix-cyw-2024/
FIAP,2024,Formatos,Contenido con mejor estrategia digital,Concept McCann,McCann Worldgroup,IPG,Simpletv Hot Pack,Venezuela,Simpletv,Simpletv,Hot Pack,Concept McCann,SHORTLIST,/awards/fiap/2024/campaigns/simpletv-hot-pack-simpletv-concept-mccann-2024-3/
FIAP,2024,Formatos,Branded Content - Programa de Ficcion,Casanova-McCann,McCann Worldgroup,IPG,Esas no eran historias,USA,Activision-Blizzard,Blizzard,Diablo IV,Letca Films,SHORTLIST,/awards/fiap/2024/campaigns/esas-no-eran-historias-blizzard-casanova-mccann-2024-3/
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Buentipo Anchor,Independientes,Independientes,Beer Card,Colombia,AB InBev,Club Colombia,Club Colombia,Macarena,SHORTLIST,/awards/fiap/2024/campaigns/beer-card-club-colombia-buentipo-anchor-2024-4/
FIAP,2024,Formatos,Music Content,Amen McCann,McCann Worldgroup,IPG,Spotibye,Uruguay,Oceano FM,Oceano FM,Institucional,Amen McCann,SHORTLIST,/awards/fiap/2024/campaigns/spotibye-oceano-fm-amen-mccann-2024/
FIAP,2024,Formatos,Via Publica,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,SHORTLIST,/awards/fiap/2024/campaigns/wrong-candidates-change-the-ref-alma-2024-3/
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,SHORTLIST,/awards/fiap/2024/campaigns/wrong-candidates-change-the-ref-alma-2024-4/
FIAP,2024,Formatos,Social Content,1947,Independientes,Independientes,Pepsi Meals Bolivia,Bolivia,PepsiCo Bolivia,Pepsi,Gaseosa,Una Gran Nacion,SHORTLIST,/awards/fiap/2024/campaigns/pepsi-meals-bolivia-pepsi-1947-2024/
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,1947,Independientes,Independientes,Pepsi Meals Bolivia,Bolivia,PepsiCo Bolivia,Pepsi,Gaseosa,Una Gran Nacion,SHORTLIST,/awards/fiap/2024/campaigns/pepsi-meals-bolivia-pepsi-1947-2024-2/
