Festival,Year,Track,Category,Agency,Network,Holding,Title,Country,Company,Brand,Product,Producer,Award
FIAP,2024,Anuncios,Radio - Automoviles,Sajo--McCann,McCann Worldgroup,IPG,Food Truck,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST
FIAP,2024,Anuncios,Radio - Campanas Productos - Servicios - Corporativas,Sajo--McCann,McCann Worldgroup,IPG,Trabajos Sprinter,Puerto Rico,Mercedes-Benz - Garage Isla Verde,Mercedes-Benz,Sprinter,Minnette Morales,SHORTLIST
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Sherpa,Independientes,Independientes,Alcaldes Imposibles,Espana,Arrels Fundacio,Arrels Fundacio,ONG que trabaja por el bienestar y los derechos de las personas sin hogar,United Unknown,SHORTLIST
FIAP,2024,Anuncios,Uso de Inteligencia Artificial,Sherpa,Independientes,Independientes,Alcaldes Imposibles,Espana,Arrels Fundacio,Arrels Fundacio,ONG que trabaja por el bienestar y los derechos de las personas sin hogar,United Unknown,SHORTLIST
FIAP,2024,Anuncios,Grafica - Varios,Independiente Panama,Independientes,Independientes,Carbone,Panama,Carbone,Carbone,Schroeder,Anonymous,SHORTLIST
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Lopito Ileana Howie,Independientes,Independientes,Cuidemos las Tetas,Puerto Rico,Sociedad Americana Contra El Cancer,Sociedad Americana Contra El Cancer,Cancer de Seno,Norstrom,SHORTLIST
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,robin Strategic Creative Agency,Independientes,Independientes,Las Mujeres Si Toman Whisky,Venezuela,Diageo,Johnnie Walker,Johnnie Walker Black Label,,SHORTLIST
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Mostro Agency,Independientes,Independientes,Fiestas responsables,Guatemala,RFRSH BRANDS,CUBATA,CUBATA,Coco Films,SHORTLIST
FIAP,2024,Anuncios,Television - Cine - Digital - Bien Publico,Samy Road,Independientes,Independientes,Pinata,Argentina,People for the Ethical Treatment of Animals PETA,People for the Ethical Treatment of Animals PETA,People for the Ethical Treatment of Animals PETA,ROMA,SHORTLIST
FIAP,2024,Anuncios,Creatividad Efectiva - Aporte Cultural y-o Multicultural,Fire Creative,Independientes,Independientes,Mejor Improvisao que Arrodillao,Puerto Rico,Cervecera de Puerto Rico,Cerveza Residente,Cerveza Residente,Fire Creative,SHORTLIST
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Lupe,Grupo Texo,Grupo Texo,El asadito mas largo,Paraguay,AmBev,Pilsen,Cerveza,El Bagre,SHORTLIST
FIAP,2024,Anuncios,Television - Cine - Digital - Vestimenta - Textiles,Lupe,Grupo Texo,Grupo Texo,El arte inspira al arte,Paraguay,Over All Artesanias,Over All,e-commerce,The Brief,SHORTLIST
FIAP,2024,Anuncios,Television - Cine - Digital - Bajo Presupuesto,Lupe,Grupo Texo,Grupo Texo,El arte inspira al arte,Paraguay,Over All Artesanias,Over All,e-commerce,The Brief,SHORTLIST
FIAP,2024,Anuncios,Grafica - Campanas Bien Publico,Buentipo Anchor,Independientes,Independientes,Sentencia,Colombia,Gran Acuerdo Venezuela,Gran Acuerdo Venezuela,Gran Acuerdo Venezuela,BT,SHORTLIST
FIAP,2024,Anuncios,Mejor Estrategia - Planeacion,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST
FIAP,2024,Anuncios,Television - Cine - Digital - Medios de comunicacion - Publicaciones,Concept McCann,McCann Worldgroup,IPG,Simpletv Hot Pack,Venezuela,Simpletv,Simpletv,Hot Pack,Concept McCann,SHORTLIST
FIAP,2024,Anuncios,Mejor Uso de la Cultura Local,Ariadna Communications Group,Independientes,Independientes,soundloAD Tutorials,Ecuador,Banco General Ruminahui,Banco General Ruminahui,BGR App,Cat Y In-Out Studio,SHORTLIST
FIAP,2024,Anuncios,Creatividad Efectiva - Bien Publico,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,SHORTLIST
FIAP,2024,Anuncios,Transformacion Social - Empresa Privada,Valor,Independientes,Independientes,El ranking culinario que alimento a millones,Peru,Alicorp,Ollas Que Desarrollan,El Ranking Culinario Que Alimento A Millones,Cine 70,SHORTLIST
FIAP,2024,Anuncios,Radio - Varios,VALOR,Independientes,Independientes,Rapidos y legales,Peru,Claro Peru,Claro,Claro Moviles,Sordo,SHORTLIST
FIAP,2024,Produccion,Bajo costo de produccion,Mullenlowe Delta,MullenLowe Group,IPG,Color blind burger,Ecuador,NoFork,NoFork,Hamburguesas,Spicy Studio,SHORTLIST
FIAP,2024,Produccion,Bajo costo de produccion,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,SHORTLIST
FIAP,2024,Produccion,Bajo costo de produccion,Rock and Roll,Independientes,Independientes,Vallas recuperadas,Bolivia,Pacena,Pacena Futbol,Pacena Futbol,Rock and Roll,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Direccion General,GALLEGOS United,United Collective,United Collective,Cakes - Real is Back,USA,California Milk Processor Board,Got Milk,Got Milk,Oak Leaf Productions,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Fotografia,Lopez Negrete Communcations,Independientes,Independientes,Viejos Cuentos,USA,Hyundai USA,IONIQ,IONIQ 5 6,Canada,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Audiovisual - Musica Adaptada - Musica Original - Diseno de Sonido - Canciones - Jingles - Audio Logo - Uso de Licencias,VML Argentina,VML,WPP,Sharenting el musical,Argentina,Telefonica,Movistar,ESG,Oruga Films,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion de Plataformas Digitales-Redes Sociales,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Direccion de Arte,Ariadna Communications Group,Independientes,Independientes,Ganado seguro,Ecuador,Zurich,Zurich,Seguro ganadero,Alicia,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Fotografia,God,Independientes,Independientes,4G Landscapes,Ecuador,Claro,Claro,Claro,God,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Fotografia,Mostro Agency,Independientes,Independientes,Fiestas responsables,Guatemala,Rfresh Brands,Cubata,Cubata,Coco Films,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,Telefonica Broadcast Services SL,Independientes,Independientes,Las Puertas del Infierno,Espana,HBO MAX,HBO MAX,30 Monedas,AndTonic,SHORTLIST
FIAP,2024,Anuncios,Salud,WMcCann,McCann Worldgroup,IPG,Geovitaminated OOH,Brasil,Centrum,Haleon,Centrum Essencial,Craft Brasil Estudio Cothon Sonido Mustard Audio,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Ilustracion,Burns The Agency,Independientes,Independientes,Mental Health Day,Espana,Olympics Powerade,Powerade,Mental Health,Mushroom,SHORTLIST
FIAP,2024,Produccion,Tecnicas de Produccion Grafica - Redaccion,Lopez Negrete Communcations,Independientes,Independientes,Las Cosas de La Edad,USA,Ad Council,Alzheimers Association,Alzheimers Association,Zuma 4,SHORTLIST
FIAP,2024,Produccion,Uso de Inteligencia Artificial,Mullenlowe Delta,MullenLowe Group,IPG,Unforgettable women,Ecuador,Banco Pichincha,Banco Pichincha,Institucional,Bang - The Others,SHORTLIST
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,RosadoToledo,Independientes,Independientes,Elijo Estar Contigo,Puerto Rico,Triple-S,Triple-S,Triple-S Advantage,RosadoToledo,SHORTLIST
FIAP,2024,Formatos,Social Content,Mullenlowe Delta,MullenLowe Group,IPG,Cheers to you mark,Ecuador,AB InBev,Pilsener,Pilsener,MullenLowe Delta,SHORTLIST
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,GALERIAag,Independientes,Independientes,McFish O Regresso,Brasil,McDonalds,McDonalds,McFish,Creme Company,SHORTLIST
FIAP,2024,Formatos,Via Publica,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casino y entretenimiento,Florida,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casa de apuestas y entretenimiento,Florida,SHORTLIST
FIAP,2024,Formatos,Live Experience,Valor,Independientes,Independientes,La camiseta humana,Peru,Apuesta Total,Apuesta Total,Casino y entretenimiento,Florida,SHORTLIST
FIAP,2024,Formatos,Online Video,This is Libre,Independientes,Independientes,Finerrimas,Espana,Campofrio Food Group SAU,Campofrio,Finissimas,Blur,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Teran,TBWA Worldwide,Omnicom,Es fraude,Mexico,BBVA Mexico,BBVA,Institucional - Antifraude,Voces Imaginarias,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Telefonica Broadcast Services SL,Independientes,Independientes,Las Puertas del Infierno,Espana,HBO MAX,HBO MAX,30 Moedas,AndTonic,SHORTLIST
FIAP,2024,Formatos,Social Content,Team Remoto,Independientes,Independientes,Content Hub - Mas de 100 contenidos creados por usuarios en un dia,USA,Bancolombia,Bancolombia,Redes Sociales Bancolombia,Team Remoto,SHORTLIST
FIAP,2024,Formatos,Salud,RosadoToledo,Independientes,Independientes,Elijo Estar Contigo,Puerto Rico,Triple-S,Triple-S,Triple-S Advantage,RosadoToledo,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Rompecabeza Digital,Grupo Rompecabeza RCD,Grupo Rompecabeza RCD,Saca tu permiso rutal,Chile,Balloon Latam,Balloon Latam,Permiso Rural,Agencia Rompecabeza,SHORTLIST
FIAP,2024,Formatos,Social Content,Publicis,Publicis Worldwide,Publicis Groupe,Mira mas Alla BHD,Republica Dominicana,Banco BHD,Banco BHD,Segmento Mujer,Keykalu Films Worldvoices,SHORTLIST
FIAP,2024,Formatos,Salud,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Manuales para Sobrevivir,El Salvador,Fundacion Humanos por Humanos,manualesparasobrevivirorg,manualesparasobrevivirorg,Simple Society- Garage Films,SHORTLIST
FIAP,2024,Formatos,Social Content,Mullenlowe Delta,MullenLowe Group,IPG,Se dice La Tri,Ecuador,AB InBev,Pilsener,Pilsener,Status Quo,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Moov,Moov Media Group,Moov Media Group,El real valor de la navidad,Chile,Caja Los Andes,Caja Los Andes,Awareness,Content Collective,SHORTLIST
FIAP,2024,Formatos,Social Content,MEL,Independientes,Independientes,See a Dog Adopt a Dog,USA,PAWS4you,PAWS4you,PAWS4you,MEL,SHORTLIST
FIAP,2024,Formatos,Social Content,MEL,Independientes,Independientes,27 Degrees,USA,El Tiempo Latino,El Tiempo Latino,El Tiempo Latino,MEL,SHORTLIST
FIAP,2024,Formatos,Via Publica,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,McCann San Jose,McCann Worldgroup,IPG,The billboard you shouldnt be able to read but you can,Costa Rica,Gollo,Gollo Motors,Gollo Motors,FulFierros,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Manifiesto,Independientes,Independientes,La Cena Que Elegi,Espana,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,FELGTBIQ Federacion Estatal de Lesbianas Gais Trans Bisexuales Intersexuales y mas,Antiestatico,SHORTLIST
FIAP,2024,Formatos,Own Media - Video Plataforma - Audio,Made Mexico,Independientes,Independientes,Trailers Tumbados,Mexico,Grupo Cinemex,Cinemex,Cinemex,Made,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Made Brasil,Independientes,Independientes,30 of the truth,Brasil,Somos Todas Marias,Somos Todas Marias,Violence against women femicide,Studiorama,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Lopez Negrete Communcations,Independientes,Independientes,Las Cosas de La Edad,USA,Ad Council,Alzheimers Association,Alzheimers Association,Zuma 4,SHORTLIST
FIAP,2024,Formatos,Salud,LLYC,Independientes,Independientes,Brazaletes de Esperanza,Espana,Asociacion Espanola Contra el Cancer,Asociacion Espanola Contra el Cancer,Brazaletes de Esperanza,LLYC,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,LLYC,Independientes,Independientes,El Mejor Equipo de Mexico,Espana,Sky,Sky,Sky,GB,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,LLYC,Independientes,Independientes,En Nuestras Manos,Espana,StepbyWater,StepbyWater,En Nuestras Manos,Jupiter,SHORTLIST
FIAP,2024,Formatos,Salud,JSD Agency,Independientes,Independientes,Amor a todas luces,Puerto Rico,WINDMAR HOME,WINDMAR HOME,WINDMAR HOME,JSD Agency,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,JSD Agency,Independientes,Independientes,Amor a todas luces,Puerto Rico,WINDMAR HOME,WINDMAR HOME,WINDMAR HOME,JSD Agency,SHORTLIST
FIAP,2024,Formatos,Live Experience,Giusti Creative PR,Grupo FSB,Grupo FSB,Pelota de hielo Juntos por el planeta,Brasil,Clube Atletico Mineiro,Clube Atletico Mineiro,Futebol,Santeria,SHORTLIST
FIAP,2024,Formatos,Branded Content integrado a otras plataformas,Republica Digital,Independientes,Independientes,Upside Down Island ft Fornite,Mexico,American Dairy Queen,Dairy Queen Mexico,Helados,Woznics,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Sostenibilidad,El Taier DDB Centro,DDB Worldwide,Omnicom,Corona River of Change,Guatemala,Cerveceria Ambev Guatemala,Corona,Corona,Corona Studios - Antoine Janseen,SHORTLIST
FIAP,2024,Formatos,Branded Content - Programa de Entretenimiento,DOM Solucoes Improvaveis,Grupo OM,Grupo OM,Possible dreams,Brasil,Continental Pneus,Continental,Institutional,Big Bonsai,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,CYW,Independientes,Independientes,Nadie mueve la nieve como Griselda,Espana,Netflix,Netflix,Griselda,tonic,SHORTLIST
FIAP,2024,Formatos,Contenido con mejor estrategia digital,Concept McCann,McCann Worldgroup,IPG,Simpletv Hot Pack,Venezuela,Simpletv,Simpletv,Hot Pack,Concept McCann,SHORTLIST
FIAP,2024,Formatos,Branded Content - Programa de Ficcion,Casanova-McCann,McCann Worldgroup,IPG,Esas no eran historias,USA,Activision-Blizzard,Blizzard,Diablo IV,Letca Films,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Ambient Media,Buentipo Anchor,Independientes,Independientes,Beer Card,Colombia,AB InBev,Club Colombia,Club Colombia,Macarena,SHORTLIST
FIAP,2024,Formatos,Music Content,Amen McCann,McCann Worldgroup,IPG,Spotibye,Uruguay,Oceano FM,Oceano FM,Institucional,Amen McCann,SHORTLIST
FIAP,2024,Formatos,Via Publica,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,SHORTLIST
FIAP,2024,Formatos,Mejor Campana de Plataforma de Responsabilidad Social,Alma,DDB Worldwide,Omnicom,Wrong Candidates,USA,Change the Ref,Change the Ref,Change the Ref,alma DDB,SHORTLIST
FIAP,2024,Formatos,Social Content,1947,Independientes,Independientes,Pepsi Meals Bolivia,Bolivia,PepsiCo Bolivia,Pepsi,Gaseosa,Una Gran Nacion,SHORTLIST
FIAP,2024,Formatos,Mejor Uso de Influencer en cualquier plataforma,1947,Independientes,Independientes,Pepsi Meals Bolivia,Bolivia,PepsiCo Bolivia,Pepsi,Gaseosa,Una Gran Nacion,SHORTLIST
