Track,Title,Brand,Agency,Category,Award Level,Board image
BRANDED CONTENT & ENTERTAINMENT FILM,HERO,RHB GROUP,FCB SHOUT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e233a8b0131542f69022f376a350762c/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,IKEA X RAINBOW CHAMBER SINGERS?DINING TABLE?,IKEA CHINA,WUNDERMAN THOMPSON,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/575fa79d20d44a29804dfa5794891999/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,WHAT COLOR FOR TOMORROW?,HANWHA,INNOCEAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/547579e1d9b1484cba66a49b4badc153/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,THE STEEL OF OMAN,JINDAL STEEL,WIEDEN+KENNEDY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d9363409e1774f56956372c182298359/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,GMPI CHRISTMAS CAMPAIGN,GMPI,GREY SHANGHAI,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/61bf9095eddf4ae69418b7468ba0d1e4
BRANDED CONTENT & ENTERTAINMENT FILM,ASB TALKING IS THE FIRST STEP,ASB,THE MONKEYS PART OF ACCENTURE SONG,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/942fd368eb0e4b948fc41404cd1b3458/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,LISTEN TO THE STARS,LOTTE DUTY FREE,LOTTE DUTY FREE,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/79d7ebd889be4d3f9ac3954fb0e3f7ae/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,WHAT IS IN TAIWAN BEER?,TAIWAN BEER,UNITED COMMUNICATIONS GROUP,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0e81e69ef85e407b8f781f3e340a764f/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,DI KA NAG-IISA (YOU ARE NOT ALONE),JOHNSON & JOHNSON,WUNDERMAN THOMPSON,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ce83fa50f5c14bc38310416e3c2d9fb1/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,THE UNCREAKENING,IKEA,CHEP NETWORK,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/62a37fafb15742948578c8ce5fd23089/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,ADITYA BIRLA GROUP SCORING A ZERO,ADITYA BIRLA GROUP,ADITYA BIRLA MANAGEMENT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e812b6f0ac2c4b5ba08ad2f07fba7367/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,RHYME FOR EARTH,HOUSE OF HIRANANDANI,HOUSE OF HIRANANDANI,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ce6a1995a61c45a9a4fb4ec2d16f21e7/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,SHIKSHA - THE STORY OF SUSHILA,P&G SHIKSHA,BBDO INDIA,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/24514862af654e95b00119df29446cd6/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,WHATSAPP - SCAMSEBACHO,WHATSAPP,BBDO INDIA,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/accc946887824b539f967064425c3c64/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,BENCH COUKURE,BENCH,TBWA\SANTIAGO MANGADA PUNO,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/67325b49e9d64405b490bd8ce34bbc22/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,SCAMMUNITY OF SCAMMERS,MAYA,OLIVER,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/dd6ad31b4da641beb1751cf23ceb3b50/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,SECOND LIFE PHONES,BELONG,HOWATSON+COMPANY,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b3656e00384c41219207cbb45a845a0f/storyboard_000008.jpg
BRANDED CONTENT & ENTERTAINMENT FILM,FRENCH FOR CLOTHESLINE,LOUIS PHILIPPE,WUNDERMAN THOMPSON,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c508e98544514dc1990583b2ed3add1d/storyboard_000008.jpg
CONSUMER GOODS,KITCHEN,IKANO,OGILVY,Consumer Goods,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/2ebced1c5eaf466089b93eeb2a687e2b
CONSUMER GOODS,RESTROOM,IKANO,OGILVY,Consumer Goods,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/00618ac21c0a45908683fda933254888
CONSUMER GOODS,LIVING ROOM,IKANO,OGILVY,Consumer Goods,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/cd568f6774a04193be6dfc5b21c89e6f
CONSUMER GOODS,WE BELIEVE,STEINLAGER,DDB NEW ZEALAND,Local Brand,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/f5e0dfe9143846fb8b6be17913de45b3
CONSUMER GOODS,A SILENT FROWN,CHARLIE CHAPLIN MUSEUM FOUNDATION,DDB MUDRA,Innovative and Adapted use of Print & Publishing,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/61d4cfa8c16845948f238afd43642b02
CONSUMER GOODS,CAR,ANGLICARE WA,WUNDERMAN THOMPSON,Not-for-profit / Charity / Government,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/7ade00ce98af49b09f5dfda7849aac8d
CONSUMER GOODS,AISYAH,FREEDOM CUPS,WUNDERMAN THOMPSON,Healthcare,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7be7d74442bb443d8532c2926f3ffca8
CONSUMER GOODS,A SILENT FROWN,CHARLIE CHAPLIN MUSEUM FOUNDATION,DDB MUDRA,Not-for-profit / Charity / Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ab0c541209ad4ec0adf713262f3f583e
CONSUMER GOODS,CAUGHT IN A JAM CALL FOR A HAND,CHIA-YI CHRISTIAN HOSPITAL,UNITED COMMUNICATIONS GROUP,Not-for-profit / Charity / Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7aa5d9a92cd149ea86a8c6671a84d6c7
CONSUMER GOODS,IMSNAPSHOTS TAKEN BY HOMELESS PEOPLE,NPO HOMEDOOR,DENTSU INC,Social Behaviour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/23843a7d508343f3b85444e127dcadbc
CONSUMER GOODS,MOTHER IS FAST APPROACHING,UNIQLO,DENTSU INC,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c7307045293f47f9869ea2d6b566b4c8
CONSUMER GOODS,A HERO IN EMERGENCY,PANASONIC,PANASONIC CORPORATION,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/800b57cbeeec498b919046a70dfee439
CONSUMER GOODS,PROTECTION BEYOND IMAGINATION,PROCTER & GAMBLE,GREY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8b13b3443fbd4ddf8bc1d84b82054641
CONSUMER GOODS,MASTERPIECE,SCOTCH-MOUNT,OLIVER,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/09996afac11c4c218d7fa2f99546a450
CONSUMER GOODS,ANTIQUE VASE,SCOTCH-MOUNT,OLIVER,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eba45c06de044f1dac06de16d0a89ca2
CONSUMER GOODS,OCEAN,NYU CREME HAIR COLOR,ROMP PART OF ACCENTURE SONG,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/26aa6096ff684d08b8befa79e83a4ee0
CONSUMER GOODS,RIVER,NYU CREME HAIR COLOR,ROMP PART OF ACCENTURE SONG,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2eb91d11ea854872a650c14d72c679d0
CONSUMER GOODS,WATERFALL,NYU CREME HAIR COLOR,ROMP PART OF ACCENTURE SONG,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/56b54194f30b454f87a620f7b4152b3e
CONSUMER GOODS,TIN-TIN,FREEDOM CUPS,WUNDERMAN THOMPSON,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/273067c6f48d4d15a04cef44ef5abc1f
CONSUMER GOODS,KAVITHA,FREEDOM CUPS,WUNDERMAN THOMPSON,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0b9e805658d148d4b6a1543ccd64fc64
CONSUMER GOODS,MOTHER IS FAST APPROACHING,UNIQLO,DENTSU INC,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5d1b4b57f1ec432e8f4fb6c05ea4b805
CONSUMER GOODS,JOSH & FRIENDS HAPPINESS,MCDONALDS INDONESIA - PT REKSO NASIONAL FOOD,MCDONALDS,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ba2de662613c4249b1bb87248fa6c748
CONSUMER GOODS,DAVID & DADS HAPPINESS,MCDONALDS INDONESIA - PT REKSO NASIONAL FOOD,MCDONALDS,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fc32b489c50241b8b2c995661ec39e40
CONSUMER GOODS,MIA & SISTER�S HAPPINESS,MCDONALDS INDONESIA - PT REKSO NASIONAL FOOD,MCDONALDS,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/300e3e49f594448ab774e4d7b0c11456
CONSUMER GOODS,GTI GO FASTER - WATERSLIDE,VOLKSWAGEN,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8ce938beb2174af9b2853ad63c3d7acf
CONSUMER GOODS,GTI GO FASTER - MERRY-GO-ROUND,VOLKSWAGEN,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/929d50c8941e4b7799fa75e218c83ece
CONSUMER GOODS,GTI GO FASTER - SKATEBOARD,VOLKSWAGEN,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/42ae8cfd5a86485c83ba5e63a48f2789
CONSUMER GOODS,SIDE BY SIDE,WEST AUSTRALIAN BALLET,WUNDERMAN THOMPSON,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7149dfd7d88a4a6e8ebf767cc43bf621
CONSUMER GOODS,THREE MUSKETEERS,BOOKSHELFPH,DENTSU X,Media / Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/07d64b4aeb9849e5b1260697ced4a33a
CONSUMER GOODS,PETER PAN,BOOKSHELFPH,DENTSU X,Media / Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a873b92406b04a029240874e533d7326
CONSUMER GOODS,THE WIZARD OF OZ,BOOKSHELFPH,DENTSU X,Media / Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/85bac53888394e48810951d9b3d3786a
CONSUMER GOODS,ANDHIKA PUTRA FUTURE HOME,BCA - PT BANK CENTRAL ASIA TBK,BANK CENTRAL ASIA,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6893e4668b1c4f6d8ca07e8e425caa66
CONSUMER GOODS,ANDHINI PUTRI FUTURE HOME,BCA - PT BANK CENTRAL ASIA TBK,BANK CENTRAL ASIA,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/207d3bad896547269881f7ba6ed69674
CONSUMER GOODS,INDRA KUSUMA FUTURE HOME,BCA - PT BANK CENTRAL ASIA TBK,BANK CENTRAL ASIA,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b3e19d70af26487ab45a44b3cf5b9f3e
CONSUMER GOODS,BIDA KID 2022,DEPARTMENT OF HEALTH,UXS,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aef7a240ffb24d8c91ba916fdeee11e2
CONSUMER GOODS,SUBMARINE,MINISTRY OF HEALTH AND WELFARE,UNITED COMMUNICATIONS GROUP,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f87cec0d2bb34290a6719a89f622d9c5
CONSUMER GOODS,MENTAL HEALTH,THE SAMARITANS,OGILVY,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/536b5f3925ab47649d4587af00cd69cb
CONSUMER GOODS,MATTRESS,ANGLICARE WA,WUNDERMAN THOMPSON,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1847a42e7e8c41b085e4a594d348e59a
CONSUMER GOODS,BENCH,ANGLICARE WA,WUNDERMAN THOMPSON,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6e15333236c54377a4813318771757e1
CONSUMER GOODS,FURPHY BOTTLE CAP,FURPHY,THINKERBELL,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/297c16b71c3c4a2aad04fb74c7c4ba8b
CONSUMER GOODS,NO MORE PET,CUCKOO,CUCKOO,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f15ebd8e6cf547f0a2b25cb3d68674c6
CONSUMER GOODS,SEE EQUAL SHARETHELOAD,ARIEL,BBDO INDIA,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/03435ad9716546b8a9cfa60c95aa67ac
CONSUMER GOODS,NO ONE HAS EVER SURVIVED,TAKARAJIMASHA INC,TAKARAJIMASHA INC,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c1dff141153949fca6eb981b81dc90f8
CONSUMER GOODS,THE STEEL OF OMAN,JINDAL STEEL,WIEDEN+KENNEDY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5c96aa64eb4c4ac6b3d37a31cc53555f
CONSUMER GOODS,KOALA SOFA BED,KOALA,THINKERBELL,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7d8232756ea24e6988d2bee274eb782d
INTERACTIVE & IMMERSIVE EXPERIENCES,PHONE IT IN,SKINNY,COLENSO BBDO,Interactive & Immersive Experiences,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/9660ffb784c1469ebcd718ef1911bedd
INTERACTIVE & IMMERSIVE EXPERIENCES,REJECTED ALES,MATILDA BAY BREWERY,HOWATSON+COMPANY,Promotional Items & Printed Media,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/aab58d6eac42411cb58a33aeb46b7ed2
INTERACTIVE & IMMERSIVE EXPERIENCES,THE KILLER PACK,MAXX FLASH,VMLY&R,Local Brand,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/fed75fadc6b74db18b9ccfe60b8ed69c
INTERACTIVE & IMMERSIVE EXPERIENCES,BIG MAC,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/91094e7463a740dba0318c81e62aa758
INTERACTIVE & IMMERSIVE EXPERIENCES,CHEESEBURGER,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/855b2a19339b4ce283630f84ace4350d
INTERACTIVE & IMMERSIVE EXPERIENCES,FILET-O-FISH,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/cc780503d0684276a769da4dc73404d1
INTERACTIVE & IMMERSIVE EXPERIENCES,CONSIDER THE ODDS,TAB NZ,CHEMISTRY INTERACTION,Interactive / Dynamic Digital Screens,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/f091b737d9ac4feb8c732c43ff851825
INTERACTIVE & IMMERSIVE EXPERIENCES,THE SNOW COMIC,SHUEISHA INC,HAKUHODO INC,Special Build,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/946fa1b516344c41a96126c1c07cd318
INTERACTIVE & IMMERSIVE EXPERIENCES,SOUND TOUR,SPOTIFY JAPAN,GEOMETRY OGILVY JAPAN,Single-market Campaign,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/27e0117ddc6c43d1966be46bb082bdad
INTERACTIVE & IMMERSIVE EXPERIENCES,THE MISSING CHAPTER,WHISPER,LEO BURNETT,Corporate Purpose & Social Responsibility,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/4ea5f90d5cf145fa811e08eceeb0d1e0
INTERACTIVE & IMMERSIVE EXPERIENCES,MIKE,LAZY SNEAKERS,VMLY&R NEW ZEALAND,Not-for-profit / Charity / Government,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/f6beb35f313e4a3faf7ef05c2598925f
INTERACTIVE & IMMERSIVE EXPERIENCES,THE KILLER PACK,MAXX FLASH,VMLY&R,Promotional Items & Printed Media,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/fed75fadc6b74db18b9ccfe60b8ed69c
INTERACTIVE & IMMERSIVE EXPERIENCES,SHAGUN KA LIFAFA,UJJIVAN SMALL FINANCE BANK,McCANN INDIA,Promotional Items & Printed Media,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/4ce8de45d72a43ffb87fc74bd60f516e
INTERACTIVE & IMMERSIVE EXPERIENCES,SOUND TOUR,SPOTIFY JAPAN,GEOMETRY OGILVY JAPAN,Special Build,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/0e196a2fb2a6410e986d1a926404d892
INTERACTIVE & IMMERSIVE EXPERIENCES,HYDROGEN GARBAGE TRUCK,HYUNDAI,INNOCEAN,Transit,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/805d49af2f3543ec8cdb7f4ef69e15c8
INTERACTIVE & IMMERSIVE EXPERIENCES,SOLAR BEEHIVE,HANWHA,INNOCEAN,Ambient Outdoor,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/d289b4cbc2744c42872b2bcdf9bdb536
INTERACTIVE & IMMERSIVE EXPERIENCES,BELGO VENDING MACHINE,BELGO,HAPPINESS SAIGON AN FCB ALLIANCE,Challenger Brand,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/f68af81c2b0849dbab4600ee07b8c5cb
INTERACTIVE & IMMERSIVE EXPERIENCES,HANDWASHING KEBABS,UNILEVER,LOWE LINTAS,Social Behaviour,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/8b98df531b3d4b75b4ff675890ccd6bc
INTERACTIVE & IMMERSIVE EXPERIENCES,BIG MAC,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6c05996361c84a3187698af92eb3a2be
INTERACTIVE & IMMERSIVE EXPERIENCES,FILET-O-FISH,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c4324bac039c42d88fb8250408fe8d11
INTERACTIVE & IMMERSIVE EXPERIENCES,ANTIQUE VASE,SCOTCH-MOUNT,OLIVER,Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/eba45c06de044f1dac06de16d0a89ca2
INTERACTIVE & IMMERSIVE EXPERIENCES,1,THE AD MUSEUM TOKYO / YOSHIDA HIDEO MEMORIAL FOUNDATION,DENTSU INC,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/fd07389962ac485ca96086ac2e68fa08
INTERACTIVE & IMMERSIVE EXPERIENCES,2,THE AD MUSEUM TOKYO / YOSHIDA HIDEO MEMORIAL FOUNDATION,DENTSU INC,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/4d77d80e222c4213aff74cd51292bed3
INTERACTIVE & IMMERSIVE EXPERIENCES,RACE,THE GUARDIAN,HOWATSON+COMPANY,Media / Entertainment,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/5d81485e614742c7b26c8934fa23ccf9
INTERACTIVE & IMMERSIVE EXPERIENCES,ANDHIKA PUTRA FUTURE HOME,BCA - PT BANK CENTRAL ASIA TBK,BANK CENTRAL ASIA,Consumer Services / Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6893e4668b1c4f6d8ca07e8e425caa66
INTERACTIVE & IMMERSIVE EXPERIENCES,REBEKA,LAZY SNEAKERS,VMLY&R NEW ZEALAND,Not-for-profit / Charity / Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/2bd0bc4297c14b41965ed50e89ee2c2f
INTERACTIVE & IMMERSIVE EXPERIENCES,COASTLINE,DEFENCE FORCE RECRUITING,VMLY&R,Not-for-profit / Charity / Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b80280c9feed433fb039fd19fa0f2783
INTERACTIVE & IMMERSIVE EXPERIENCES,ISLAND,DEFENCE FORCE RECRUITING,VMLY&R,Not-for-profit / Charity / Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8f4dddad5ff84bff8164a7e4cbe65f62
INTERACTIVE & IMMERSIVE EXPERIENCES,1-METRE EXHIBITION,LASELLE COLLEGE OF THE ARTS,PUBLICIS SINGAPORE,Displays,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/1f95594e02914b3bbab63da14fb2148e
INTERACTIVE & IMMERSIVE EXPERIENCES,THE EXTINGUISHER MAT,BRI,DENTSU CREATIVE,Promotional Items & Printed Media,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/06d8c1b3d14b4e8988cd84dcc1f1c09d
INTERACTIVE & IMMERSIVE EXPERIENCES,MOSS MURAL,BURBERRY,MEDIAMONKS,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c9ea40e85afb4a26a7a777e88a77c9c7
INTERACTIVE & IMMERSIVE EXPERIENCES,SOUND OF SAFETY,WHOSCALL,SOUR BANGKOK,Transit,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d2455b725be64e52b64b97d0b3b295d1
INTERACTIVE & IMMERSIVE EXPERIENCES,THE EYEBALLS HEIST,NETFLIX THAILAND,WUNDERMAN THOMPSON,Standard Sites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/5795767abfc54696a5594a9db74c1729
INTERACTIVE & IMMERSIVE EXPERIENCES,SEANACK,K-GREEN FOUNDATION,CHEIL WORLDWIDE,Single-market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/5263807ee08c41cea96b559fee8aa357
INTERACTIVE & IMMERSIVE EXPERIENCES,THE KILLER PACK,MAXX FLASH,VMLY&R,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/fed75fadc6b74db18b9ccfe60b8ed69c
INTERACTIVE & IMMERSIVE EXPERIENCES,HYDROGEN GARBAGE TRUCK,HYUNDAI,INNOCEAN,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/1be791f982254560af34e6ae54e1b177
INTERACTIVE & IMMERSIVE EXPERIENCES,STREET CODE,HEWLET-PACKARD,EDELMAN INDONESIA,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/73a504ede4794b30942f604cb2b97527
INTERACTIVE & IMMERSIVE EXPERIENCES,THE EXTINGUISHER MAT,BRI,DENTSU CREATIVE,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3563c986c75944d88e5864413fc733dc
INTERACTIVE & IMMERSIVE EXPERIENCES,CALLA ROSE,PEERLESS PRODUCTS MANUFACTURING CORP,TBWA\SANTIAGO MANGADA PUNO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c81210fb27943a3a178f82e20354874
INTERACTIVE & IMMERSIVE EXPERIENCES,FURPHY BOTTLE CAP,FURPHY,THINKERBELL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d20b1ae60f4c4359a40aca761bc045d2
INTERACTIVE & IMMERSIVE EXPERIENCES,CHEESEBURGER,MCDONALDS,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/726772aad4a746578e125c22babe145a
INTERACTIVE & IMMERSIVE EXPERIENCES,FESTIVAL GIRL,TOURISM TASMANIA,BMF,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ff1f6df9540246b19e8f04844bacb77c
INTERACTIVE & IMMERSIVE EXPERIENCES,URCHIN,TOURISM TASMANIA,BMF,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d2062849243b4512a256d350f1706bbb
INTERACTIVE & IMMERSIVE EXPERIENCES,WIM HOF,TOURISM TASMANIA,BMF,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8b3e229721d4ed1be0420764115051a
INTERACTIVE & IMMERSIVE EXPERIENCES,HOOKER VALLEY - IF YOU SEEK,100% PURE NEW ZEALAND,DDB NEW ZEALAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a171ef38211e4a3aa73d7ae1c989c2f9
INTERACTIVE & IMMERSIVE EXPERIENCES,WHOEVER YOUR DESTINATION,QANTAS,THE WORKS SYDNEY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/67fa1c40bcd1479182c80c940845a9aa
INTERACTIVE & IMMERSIVE EXPERIENCES,THE EYEBALLS HEIST,NETFLIX THAILAND,WUNDERMAN THOMPSON,Media / Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/998641d1eb73428fb047072c73b20d50
INTERACTIVE & IMMERSIVE EXPERIENCES,SKY CYPHER,BMSG,SIX INC,Media / Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9f1283f38a6f42828c2f70e459da7f25
INTERACTIVE & IMMERSIVE EXPERIENCES,SEE HONG KONG THE WAY WE DO,BLOOMBERG,BLOOMBERG LP,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8690fa996cd9404f914fa5a9f2ccb0b1
