Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Dubai Lynx,2022,MEDIA ENTERTAINMENT,ROLLING STONE ROCKIN MAMAS,ROLLING STONE MAGAZINE,GOOD PEOPLE FILMS,Media & Entertainment,Grand Prix,https://ascentialcdn.filespin.io/api/v1/storyboard/0b12a3b415dc48dda6637d57d2632f57/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2022,MEDIA ENTERTAINMENT,IF YOURE INTO SOMETHING YOU ARE INTO BOOKS - ENGLISH,SHARJAH BOOK AUTHORITY,SHARJAH BOOK AUTHORITY,Not-for-profit & Charity & Government,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/16a274f12c8e450ebf5bbceb4f55c50d/storyboard_000008.jpg
Dubai Lynx,2022,MEDIA ENTERTAINMENT,ROLLING STONE ROCKIN MAMAS,ROLLING STONE MAGAZINE,GOOD PEOPLE FILMS,Viral Film,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/0b12a3b415dc48dda6637d57d2632f57/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2022,MEDIA ENTERTAINMENT,HARVEST DADS LEGENDARY FAVA BEANS,HARVEST FOODS CO,ELEPHANT,Consumer Goods,Silver,https://ascentialcdn.filespin.io/api/v1/storyboard/482247c0bce94d0f85fc4faf7b038488/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2022,MEDIA ENTERTAINMENT,IM A NICE GUY,PEPSI,ELEPHANT,Consumer Goods,Silver,https://ascentialcdn.filespin.io/api/v1/storyboard/ee3dee7268a1464bb654e2ba09ca4ef1/storyboard_000008.jpg
Dubai Lynx,2022,MEDIA ENTERTAINMENT,REACT FOR REAL,ICRC,WUNDERMAN THOMPSON,Breakthrough on a Budget,Silver,https://ascentialcdn.filespin.io/api/v1/storyboard/335d87709cb341cf89969cc8178dfd0c/storyboard_000008.jpg
Dubai Lynx,2022,MEDIA ENTERTAINMENT,SCAM FREE LOANS,EMIRATES,IMPACT BBDO,Consumer Services & Business to Business,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/9d81dba26a1342298402c921643b9c30/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2022,MEDIA ENTERTAINMENT,BEYOND THE SURFACE,ADIDAS,HAVAS MIDDLE EAST,Social Behaviour & Cultural Insight,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/ecba977b0785478e963e135dbf6fa9fb/storyboard_000008.jpg
Dubai Lynx,2022,MEDIA ENTERTAINMENT,ORANGE - ANYTHING FOR THE 8TH BRING IT HOME,ORANGE EGYPT FOR TELECOMMUNICATIONS,TAREK NOUR ADVERTISING,Social Behaviour & Cultural Insight,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/1bd75c394396475ca1826fd4e8c592c3/storyboard_000008.jpg
Dubai Lynx,2022,MEDIA ENTERTAINMENT,IF YOURE INTO SOMETHING YOURE INTO BOOKS,SHARJAH BOOK AUTHORITY,SHARJAH BOOK AUTHORITY,Social Behaviour & Cultural Insight,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/e877f1c721b54365a843a148ef4b2de2
