Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,FUNERAL,SAVE THE CHILDREN,MEMAC OGILVY,Travel,Shortlist,https://cdn.filespin.io/api/v1/storyboard/39781ab72e174c7a9da8dda2522e5d5b/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE HANDS IVE NEVER SEEN,MIO,RAPP MOROC,Viral Film,Shortlist,https://cdn.filespin.io/api/v1/storyboard/7c56c4fca41f4cfaba19c1749f6b1575/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,MOLTO MAGNUM - OOZES!,MOLTO,CIRCUS,Viral Film,Shortlist,https://cdn.filespin.io/api/v1/storyboard/a443a1328e1149ef82541dc7d30945d3/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE BIGGEST FAN,NETFLIX,SCIENCE & SUNSHINE,Screens & Events,Shortlist,https://cdn.filespin.io/api/v1/storyboard/eba75ee06d7d40d5b652eeac2e779329/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,AS FAR AS WE GO,ALMOSAFER,ALMOSAFER,Challenger Brand,Shortlist,https://cdn.filespin.io/api/v1/conversion/a692d634cace4995ac2b74fe3411142d
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE HANDS IVE NEVER SEEN,MIO,RAPP MOROC,Social Behaviour & Cultural Insight,Shortlist,https://cdn.filespin.io/api/v1/storyboard/7c56c4fca41f4cfaba19c1749f6b1575/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EVERYDAY ABSURDITY,SWVL,WUNDERMAN THOMPSON,Social Behaviour & Cultural Insight,Shortlist,https://cdn.filespin.io/api/v1/storyboard/975912db095349d9bb0603fda4e08d53/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,PILOT,COFFEE BREAK,60FORTY,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/e43814478f324f1abb69949c03659c08/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,BIRTHDAY,COFFEE BREAK,60FORTY,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/72e8fe83df9242aab1f40428731e2852/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SURGERY,COFFEE BREAK,60FORTY,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/61535381616d4b2daea9f4c28cc0e588/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,FLY,COFFEE BREAK,60FORTY,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/be6df04938c8438a8cd788a359b657ef/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,TSEPPAS | AMMAZZINGGG,TSEPPAS,GOOD PEOPLE FILMS,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/8e0bec3400f848b28646083364977ffd/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,MOLTO SANDWICH - HUNGER CRASHING,MOLTO,CIRCUS,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/a223069a1b834d89911075287e860324/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,MOLTO MAGNUM - OOZES!,MOLTO,CIRCUS,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/a443a1328e1149ef82541dc7d30945d3/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,GIVE SIRI A BREAK,KITKAT,PUBLICIS MIDDLE EAST,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/1a29d467eee1413691c36bc6cdcd2c9a/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,GIVE GPS A BREAK,KITKAT,PUBLICIS MIDDLE EAST,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/e3b7e62bbbe54472a57a7e763dd0030c/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SHAKE THINGS UP,ALMARAI,WUNDERMAN THOMPSON,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/faf6d2363b394ac8b4a4ab8ec6465e82/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EXCUSE MY FRENCH,NESTLE,WUNDERMAN THOMPSON,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/57e38a25047b411b8c2ad25076932af4/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,VEZEETA THE CHAOS,VEZEETACOM,STORYTELLERS,Other FMCG,Submitted,https://cdn.filespin.io/api/v1/storyboard/cda573d1b86a41578af17a1d1bbb5c90/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE LEAP,HERBMED,WUNDERMAN THOMPSON,Other FMCG,Submitted,https://cdn.filespin.io/api/v1/storyboard/a3f07d0391014dffae824bbcdbbeffae/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,YOURE SOLD,MG,DDB EGYPT,Healthcare,Submitted,https://cdn.filespin.io/api/v1/storyboard/05aeec776ba94af6b2aacbac23409192/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,JOY ALL THE WAY TO EUROPE,SAUDIA,FOCUS ADVERTISING,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/a39403cedb7f4db280e875af90c9c8d4/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,FLY BETTER,EMIRATES,EMIRATES AIRLINES,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/4959724702e4471380f98f6d698d76eb/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE REAL VALUE OF TRAVEL,WEGO,WEGO,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/eafd38fe4b194e7e962b407e0e946eb4/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,WELCOME THE FUTURE,EXPO 2020 DUBAI,MEMAC OGILVY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/f415eec4f6874f9e9bf33b642025b835/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,BE THERE,EXPO 2020 DUBAI,MEMAC OGILVY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/29907a0c18ac4a718234636964a16212/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EVERYDAY ABSURDITY,SWVL,WUNDERMAN THOMPSON,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/975912db095349d9bb0603fda4e08d53/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,AS FAR AS WE GO,ALMOSAFER,ALMOSAFER,Consumer Durables,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cb88094431a94df284aeb563285f4a40?resize=178,178
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE GYM,MAF PROPERTIES - CITY CENTRE,FP7 McCANN,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/927b67cb40fb4af783ee83c452cad45c/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE LOCKER ROOM,NATIONAL BANK OF KUWAIT,STORYTELLERS,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/5000db1fa865477d9f2a8045b226290e/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE SERVICE CENTER,NATIONAL BANK OF KUWAIT,STORYTELLERS,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/24c06892159e4347bdd6e9508b6869fb/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE WALKING ARGUMENT FOR BIRTH CONTROL,FALCON CEMENT,STORYTELLERS,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/001ed24a5e5c4834b420920b830d10d4/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,MOBILY- DATA - DONT LET IT BE YOUR STORY,MOBILY,MOBILY,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/42520bb337b943958b1379aed0d93f3d/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,NATIONAL DAY THE TIMELESS LETTER,SAUDI ARAMCO,LEO BURNETT,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/9fc4c1ec53184f7b93cf00a5a0311303/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,PARKING,SIXT EGYPT,SIXT EGYPT,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/a53520e0c31b437e9e71f707cb13e81e/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,ANGRY WIFE,SIXT EGYPT,SIXT EGYPT,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/7f22ca9f21354b9a947bc6ae2dd3099a/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,JUMPER,SIXT EGYPT,SIXT EGYPT,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/60079cec314143c0a511196c423dc775/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE ONE-CLICK-AWAY CHAMPION,VODAFONE EGYPT,WUNDERMAN THOMPSON,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/bac191f4ebbb4620941f2e2a7e7230b6/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,LUCKY OR NOT,ETISALAT,IMPACT BBDO,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/57722bcdf957433c91ba64204cc8502c/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SENEGAL,KUWAIT FUND FOR ARAB ECONOMIC DEVELOPMENT,INTERMEDIA,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/fdafad4f873d4d9d93af818b7b5a1e85/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,I FEEL GOOD,PEPSICO,NOMADS,Leisure,Submitted,https://cdn.filespin.io/api/v1/storyboard/cff19b65c8b546ad941ecca777dba850/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EVERYONESKINGDOM,MOBILY,MOBILY,Leisure,Submitted,https://cdn.filespin.io/api/v1/storyboard/55d035c312a74329bbbfcb083d1783bd/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,7UP WITH FOOD,7UP,CIRCUS,Food & Drink,Submitted,https://cdn.filespin.io/api/v1/storyboard/0523120e13034d1aa03f085b70f2f75b/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SALAMATAK,GULF HEALTH COUNCIL,TELFAZ11,Other FMCG,Submitted,https://cdn.filespin.io/api/v1/storyboard/43afb1778e0b49f79803479b14a587a8/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,DR BADER NASRALLA,EAT RIGHT,09 CLINIC KUWAIT,Other FMCG,Submitted,https://cdn.filespin.io/api/v1/storyboard/8c5de2e3450c44ab843ba5b43be188a0/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE LEAP,HERBMED,WUNDERMAN THOMPSON,Other FMCG,Submitted,https://cdn.filespin.io/api/v1/storyboard/a3f07d0391014dffae824bbcdbbeffae/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,BROTHERS,BWM,SERVICEPLAN,Healthcare,Submitted,https://cdn.filespin.io/api/v1/storyboard/0c7f2123fb47407ab00068a590bda197/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,HOW TO CRASH A PARTY,CHEVROLET,COMMONWEALTH//McCANN,Healthcare,Submitted,https://cdn.filespin.io/api/v1/storyboard/e2a10e6782ce44228a95de9a6dd45c95/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,FIGHT,MIDEA,WUNDERMAN THOMPSON,Healthcare,Submitted,https://cdn.filespin.io/api/v1/storyboard/0f8a8d795a134a9abebd43119327a52c/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SHOW OFF,MIDEA,WUNDERMAN THOMPSON,Healthcare,Submitted,https://cdn.filespin.io/api/v1/storyboard/9359f99a233b448db156bb0ddbd1958e/storyboard_000008.jpg
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,TAKING IT BACK TO 94,MCDONALDS KUWAIT,WEBER SHANDWICK MENA,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/bcce025ddec74c249d45a68f3c23af15/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,WELCOME THE FUTURE,EXPO 2020 DUBAI,MEMAC OGILVY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/f415eec4f6874f9e9bf33b642025b835/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,BE THERE,EXPO 2020 DUBAI,MEMAC OGILVY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/29907a0c18ac4a718234636964a16212/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,CAGED,TAJAWAL,DE?JA?VU,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/ddc7328c541a4f9694ddba925c5f5fb8/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,HUNGERSTATION REFERRAL,HUNGERSTATION,TTP CREATIVE AGENCY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/44a88fb706e049e78472c81a0c5f110c/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,HUNGERSTATION RETRO,HUNGERSTATION,TTP CREATIVE AGENCY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/e4e39b363aef4eee9302fd0b0c8c64d8/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,HUNGERSTATION THEEBAN,HUNGERSTATION,TTP CREATIVE AGENCY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/f2528fb84c344daeae584b0dd61111a5/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,LITTLE CAESARS BRAND CAMPAIGN,LITTLE CAESARS SAUDI,TTP CREATIVE AGENCY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/9b5e14e7153140399e3eaa8def6c93e1/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SHAWARMER - THE BOOGEYMAN,SHAWARMER,TTP CREATIVE AGENCY,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/ed78694896dd41f78a0bfa3143ddb756/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EVERYDAY ABSURDITY,SWVL,WUNDERMAN THOMPSON,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/975912db095349d9bb0603fda4e08d53/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,AS FAR AS WE GO,ALMOSAFER,ALMOSAFER,Consumer Durables,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cb88094431a94df284aeb563285f4a40?resize=178,178
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,BURJER KINJ OR BURGHER KINGH?,BURGER KING,WUNDERMAN THOMPSON,Consumer Durables,Submitted,https://cdn.filespin.io/api/v1/storyboard/61092e7bf5e54c44ad42eb1f2cdd416b/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SUZIE DO YOU COPY?,NETFLIX,SCIENCE & SUNSHINE,Automotive,Submitted,https://cdn.filespin.io/api/v1/storyboard/5ebb004b1c4a4cd6a1d2a91d15de9e00/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,FLIGHT TO CINTRA,NETFLIX,SCIENCE & SUNSHINE,Automotive,Submitted,https://cdn.filespin.io/api/v1/storyboard/517fddce159e41a88a7ad5aa9c864717/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THE BIGGEST FAN,NETFLIX,SCIENCE & SUNSHINE,Automotive,Submitted,https://cdn.filespin.io/api/v1/storyboard/eba75ee06d7d40d5b652eeac2e779329/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,JINNCEPTION,NETFLIX,SCIENCE & SUNSHINE,Automotive,Submitted,https://cdn.filespin.io/api/v1/storyboard/2d477800ea9a4a51b5424fad3faaea17/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,CELEBRATE EVERY SAVING,THE ENTERTAINER,THE ENTERTAINER,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/1d27fac0d2ea4392b0524fd7b1d4c17b/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,KUWAIT BUSINESSMEN,KUWAIT BUSINESSMEN COMPANY,KUWAIT BUSINESSMAN COMPANY,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/25bed30f24f9402291150dc6956c3ead/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,MOTHERS DAY MELODRAMA,HSBC MIDDLE EAST,SAATCHI & SAATCHI DUBAI,Retail,Submitted,https://cdn.filespin.io/api/v1/storyboard/41c413a1006740d6b43c45bba64bb60c/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,TOGETHER,ABU DHABI AWARDS,HASHTAG STUDIO,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/5f79820c990948b68e443082d9b997ac/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,UNDER ARREST,INSAF,ALEXANDRE LUCAIN,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/08f42c656fd74c7cb11a2ad0cc7ae03c/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,CREATIVE NATION,DUBAI CULTURE & ARTS AUTHORITY,VIP FILMS,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/6e1d980ab8ca41c3abde34d6d34b4e06/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,THIQAH- E-COMMERCE NEW LAWS,THIQAH ECOMMERCE - MINISTRY OF COMMERCE AND INVESTMENT,FULLSTOP CREATIVES,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/f8880a76c43f47c89b94c0381e12848f/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,SAUDI CUSTOMS NATIONAL DAY,SAUDI CUSTOMS,TTP CREATIVE AGENCY,Travel,Submitted,https://cdn.filespin.io/api/v1/storyboard/9cb8d7cac77640eb93f8b1cb3fc7dfdb/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,I FEEL GOOD,PEPSICO,NOMADS,Leisure,Submitted,https://cdn.filespin.io/api/v1/storyboard/cff19b65c8b546ad941ecca777dba850/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,WOMEN EMPOWERMENT,MERCEDES BENZ,JUFFALI AUTOMOTIVE CO,Leisure,Submitted,https://cdn.filespin.io/api/v1/storyboard/d45bcca80f77422d8458e01ed79283b1/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,EYES ON THE ROAD,BRIDGESTONE,SERVICEPLAN,Leisure,Submitted,https://cdn.filespin.io/api/v1/storyboard/a4a7db79a0734494af9ab4880b5f459e/storyboard_000008.jpg?resize=600,600
Dubai Lynx,2020,BREAKTHROUGH ON A BUDGET,COME BACK SAFE,BLEEMS,MASSIVE CONTENT,Leisure,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4640d4622e1647e59a3d3b332295fd21
