Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,EPISODE 2 - FAMILY DINNER,CANAL,BETC,Media & Entertainment,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/8f80ecefea794f2eb5ad9a493e8921a2/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,EPISODE 3 - THE BIG SET,CANAL,BETC,Media & Entertainment,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/e8158943b6d445a29aa33123f3c45759/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BEING POOR IS EXPENSIVE,KIRKENS BYMISJON,ANORAK,Not-for-profit & Charity & Government,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/44fe9753fc934064956641fdf7d1008b/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BARILLA - THE ROOFTOP MATCH,BARILLA,WE ARE SOCIAL,Viral Film,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/5ea43b0ae1b64cbdbae474538024c32e/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THIS GENERATION,DEUTSCHE TELEKOM,SAATCHI & SAATCHI,Social Behaviour,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/6e27331938a8404686e1897d7cb1a05a/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,CONNECTIONS,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/23942069f27e4ea5895d76c82159e006/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BACK TO THE BARS,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/3323299e400c4f8496bc180752d2a344/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COCA-COLA - OPEN LIKE NEVER BEFORE,COCA-COLA,72ANDSUNNY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/28bf3699436b42d9ac58353706b69f8a/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE PARENTS,VOLVO,FORSMAN & BODENFORS,Durable Consumer Goods including Automotive,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/17537c8fb7b74371bc5fa1968e67391d/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE FRENCH EXCHANGE,RENAULT,RENAULT UK,Durable Consumer Goods including Automotive,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/8c3955427c384ee590d7f913446eaeba/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,A MILLION MORE,VOLVO,FORSMAN & BODENFORS,Durable Consumer Goods including Automotive,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/28cf362511d843bab10384855c7a730c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,REBUILD THE WORLD,LEGO,BETC,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/86e25812c89a46d99a2dfeaf077a7c1c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,MONEY CALM BULL,MONEYSUPERMARKET,ENGINE,Consumer Services & Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/21d90cfeadf940c8b98872036fe22e81/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE PROBLEM SOLVERS,SOS CHILDRENS VILLAGES,PER H�J,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/c5fb2fd199cb4340a9336f8d0779341c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE INNOCENT,FONDATION 30 MILLIONS DAMIS,ALTMANN PACREAU,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/875b384945db42af9d62392d7a90364c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE STREET,NORWEGIAN DIRECTORATE OF HEALTH,PER H�J,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/9b6d4fc035b14f699a3f2ac89fe33fe7/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE CAFETERIA,NORWEGIAN DIRECTORATE OF HEALTH,PER H�J,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/df420c53aa6645c2bf29fbbf6ab96bff/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FANTA - IN THE NAME OF PLAY,COCA-COLA,72ANDSUNNY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/33068640bfe44e66b34c69c1e8bba205/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,CONNECTIONS,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/23942069f27e4ea5895d76c82159e006/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BACK TO THE BARS,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/3323299e400c4f8496bc180752d2a344/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,CHEERS TO ALL,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/1705e7c3b2744504a3632fb4224a311a/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE TOWER,VOLVO,FORSMAN & BODENFORS,Durable Consumer Goods including Automotive,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/85382f62666f4ba3b4d112e61d71f799/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,A MILLION MORE,VOLVO,FORSMAN & BODENFORS,Durable Consumer Goods including Automotive,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/28cf362511d843bab10384855c7a730c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,TIPPING POINT,UBISOFT,DDB,Media & Entertainment,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/bd6aadb56fd2479d8332e3d63c659429/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THIS GENERATION,DEUTSCHE TELEKOM,SAATCHI & SAATCHI,Consumer Services & Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/6e27331938a8404686e1897d7cb1a05a/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BEING POOR IS EXPENSIVE,KIRKENS BYMISJON,ANORAK,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/44fe9753fc934064956641fdf7d1008b/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SHALLOW WATER,AV OG TIL,AV-OG-TIL,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/f85840ab8e71484f99a7366c2aa77f4e/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BOOZE CAB,AV OG TIL,AV-OG-TIL,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/b3deb1edc8184a91b261660a312e0311/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COURAGE IS BEAUTIFUL,DOVE,OGILVY,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/910e3092847f43ef95bd5f690935865d/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE EARLY END,SECTOR ALARM,�KESTAM HOLST,Use of Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/aa9e94fc7bdb4e4cb0f094475dc911d5/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE PROBLEM SOLVERS,SOS CHILDRENS VILLAGES,PER H�J,Challenger Brand,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/c5fb2fd199cb4340a9336f8d0779341c/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GRANNY GOT PANTS,SLOGGI,MULLENLOWE LONDON,Challenger Brand,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/43a174c36b2e48f3b7811ed46ec40a06/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BACK TO THE BARS,HEINEKEN,PUBLICIS ITALY,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/3323299e400c4f8496bc180752d2a344/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,VOKA SMARTFAKE,UNITARY ENTERPRISE A1,TDI GLOBAL,Breakthrough on a Budget,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/64c357bd781047c391fd1d5da37b5046/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ETERNAL PREGNANCY,EQUAL PAY DAY,MORTIERBRIGADE,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/3531c039314241c590567e32b2c0b8ba/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BRING PASSION BACK,JUPILER,BBDO BELGIUM,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/97ae7e482db7475a882dd5fa675596fc/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE CHRISTMAS SWEATER,ORKLA CONFECTIONARY,POL,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/22da4dbcc5a8434d9c27f14948f57156/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BACK THE BARS,HEINEKEN,PUBLICIS ITALY,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/82f3080a6df940aa94989975f15f976f/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FREEZER,ORKLA,PER H�J,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c0e3a51a0bc7482495113de8812a1ece/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,PIZZA TWIN,ORKLA,PER H�J,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b23109e5016746108e40ad579017e19d/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COUNTER,ORKLA,PER H�J,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1c367f917cf3441d8b08195dcb37da54/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,CLEAN WHOPPER,BURGER KING SWITZERLAND,BUZZMAN,Fast Moving Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0dfe89b8294e4fcfbacc4b9589fb66ef/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GRANDPA,GLAXO SMITH-KLINE,PUBLICIS ITALY,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4d6a2f62ee504b52a1987887a7922552/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ONE OF US,KIA MOTORS,INNOCEAN WORLDWIDE EUROPE,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cc4eab21be074474b14b740205f4cc14/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NOT A SAFARI CAMPAIGN,CASTRO FASHION,ACW GREY TEL-AVIV,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b680ba412e1148f5aceaa3e522857509/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,LA DISCUSSIONE,MERCEDES BENZ,PUBLICIS EMIL,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a9a8d2332ac3403590d771e430ffd122/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ALL IS PREDESTINED BY POLO,VOLKSWAGEN,VOLKSWAGEN,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e080b8e551434e0ca561c6b3dfd05a4b/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE NEW CHAPTER OF A GREAT STORY,RENAULT,PUBLICIS CONSEIL,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abfe31d71eb7409a8c341308e77fbcd8/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FOREVER CHASING TOMORROW,TAG HEUER,DDB,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/604a7bb9acd04ad9830bc322b9401499/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SLEEP HERE,VOLKSWAGEN,DDB,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ecb0fdbbeb4f4637af8cfaa792f52e3c/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,LIE DOWN HERE,VOLKSWAGEN,DDB,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f0a87fc2ef494f38a78c10f4b700d6b9/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,PLAY HERE,VOLKSWAGEN,DDB,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/36f5282f34074c5f812b835dcf879978/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,RUN HERE,VOLKSWAGEN,DDB,Durable Consumer Goods including Automotive,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ccdf7c0db91f443fa7a027d1f3ad9641/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE SELLER,SYNADIS BIO,ALTMANN PACREAU,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/9559b15948544c6a8c676650b308de88/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HAVE MERCY ON OUR PLANET,HUUTO,HUUTO,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/086a06ae9fbe4727a5fb30b4bc36b821/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GARDEN,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7d861b9f80e94bcb97b5bdff8f331931/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HEATING,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ccbc93a9c38e4c84a3a8ea6ab8bce56e/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HOME & LIVING,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c3f16af765f84f2e987f3eced339259f/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DRILL,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e798ad478d404ea1a23df62b4786b14d/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,MOWER,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/713b2bd97d334086a026278a7714ae87/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SHOWER,MANOMANO,MARCEL,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a90ab8a053ad4ce39c5b0495e2adb923/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,LOU,LA REDOUTE,FRED & FARID,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/596eb37105244b498b77fb3b84bc7d3f/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE TRUCK,LIDL,O ESCRITORIO,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a5f83e96917343289f97b08b3e264e9b/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,UNITED BY THE BUCKET,KFC,KFC NORTHERN EUROPE,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/53b5e5e7f20c47b1a1a1f1d2a1686e9d/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NO NO NO NO AND NO,SYSTEMBOLAGET,NORD DDB,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/768f720775ec4fe0b10720f3fa5b34bd/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FRUITS OF LOVE,KAUFLAND NECKARSULM,KAUFLAND,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3a0d3fc61d284cd1905b4d45fed3a658/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ACHTUNG NORWAY!,STORYTEL,MORGENSTERN,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/effc1e9c6b81422e83c4fa5298a9defb/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,RELEASE YOUR EMOTIONS,TELENOR,POL,Media & Entertainment,Submitted,https://images.ctfassets.net/8ha5xom4da7e/3duqCqeHDt9hMAdtuQjc3V/3f6a8c56aeb415ac19cd5dd916fa6976/LTW_placeholder_1.svg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COWBOYS,QUEER LISBOA,COMING SOON,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e21bfbff04914c339a13b2cbd6c64417/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FRIENDS,FORLEGGERFORENINGEN/THE BOOK PUBLISHERS ASSOCIATION OF NORWAY,TRY REKLAME,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c387ba60a81448a293f1b90b6f85385f/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SPY NAME,FORLEGGERFORENINGEN/THE BOOK PUBLISHERS ASSOCIATION OF NORWAY,TRY REKLAME,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/76631b35411e42c7baf20fa18cf22f9d/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE FARMHOUSE,FOLKEAUTOMATEN,TANTE RANDI,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4a50d984caa14b0892a58c381d9457c3/storyboard_000008.jpg?resize=600,600
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BITTER TRUTH,BT,BT,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/8ba9572aee5b4e119453890a2d0f4a58/storyboard_000008.jpg
Eurobest,2020,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BROKEN TRACE,BT,BT,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/97267b70228a4b089d586c0d54c44721/storyboard_000008.jpg
