Award,Entrant,Entrant City,Country,Track,Category,Brand,Title,Corporate Name of Client,Agency,Agency City,Permalink
Bronze,Star5,Panama,PANAMA,Creativity In Media,Use of Outdoor,Nescafe,Decaf Billboards,Nestle,Star5 Ogilvy,Panama,/awards/lia_awards/2025/campaigns/decaf-billboards-nescafe-star5-ogilvy-2025/
Bronze,BBDO Guerrero,Makati,PHILIPPINES,Audio Radio,Beverages Campaign,Mountain Dew,Fighter Zombie Racing,PepsiCo Philippines,BBDO Guerrero,Makati,/awards/lia_awards/2025/campaigns/fighter-zombie-racing-mountain-dew-bbdo-guerrero-2025/
Bronze,GIGIL,Manila,PHILIPPINES,Online Film,Branded Entertainment,RC Cola,Miracle,ARC Refreshments Corporation,GIGIL,Manila,/awards/lia_awards/2025/campaigns/miracle-rc-cola-gigil-2025/
Bronze,VML,Riyadh,SAUDI ARABIA,Creative Use of Data,Real-Time Data,Hungerstation,The Shaded Route,Hungerstation,VML,Riyadh,/awards/lia_awards/2025/campaigns/the-shaded-route-hungerstation-vml-2025/
Bronze,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Production Post-Production,Performance-Casting,General Entertainment Authority,Everything or Nothing,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/everything-or-nothing-general-entertainment-authority-bigtime-creative-shop-2025-4/
Bronze,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Production Post-Production,Cinematography,General Entertainment Authority,Obsession,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/obsession-general-entertainment-authority-bigtime-creative-shop-2025-2/
Bronze,BigTime Creative Shop,Riyadh,SAUDI ARABIA,Production Post-Production,Visual Effects,General Entertainment Authority,Obsession,General Entertainment Authority,BigTime Creative Shop,Riyadh,/awards/lia_awards/2025/campaigns/obsession-general-entertainment-authority-bigtime-creative-shop-2025-3/
Bronze,Bananas,Johannesburg,SOUTH AFRICA,Online Film,Retail,KFC,Let There Be Cake,YUM BRANDS,Bananas Johannesburg-Brains Brawn,Johannesburg,/awards/lia_awards/2025/campaigns/let-there-be-cake-kfc-bananas-johannesburg-brains-brawn-2025/
Bronze,DAVID,Madrid,SPAIN,Billboard,B2B Campaign,JCDecaux - Still Open,Rafa de 3 Imprenta Abdel del Locutorio Adrian de la Panaderia Angel de Calzados Luque Babar de Peluqueria de Caballeros Blas y Carmen del Bar Jamonitos Javier de Pinturas Vibor,JCDecaux Spain,DAVID,Madrid,/awards/lia_awards/2025/campaigns/rafa-de-3-imprenta-abdel-del-locutorio-adrian-de-la-panaderia-angel-de-calzados-luque-babar-de-peluqueria-de-caballeros/
Bronze,David,Madrid,SPAIN,Billboard,Craft Art Direction Campaign,Coca-Cola,Prado Awning Mimi Awning El Campo Awning,The Coca-Cola Company,DAVID,Madrid,/awards/lia_awards/2025/campaigns/prado-awning-mimi-awning-el-campo-awning-coca-cola-david-2025/
Bronze,MRM Spain,Madrid,SPAIN,Branded Content,Documentary Short Film,Opella-Enterogermina,The Anti MurphyA s Law Toast,Opella-Enterogermina,MRM Spain,Madrid,/awards/lia_awards/2025/campaigns/the-anti-murphya-s-law-toast-opella-enterogermina-mrm-spain-2025/
Bronze,DAVID,Madrid,SPAIN,Creativity In Media,B2B,JCDecaux,Still Open,JCDecaux Spain,DAVID,Madrid,/awards/lia_awards/2025/campaigns/still-open-jcdecaux-david-2025-3/
Bronze,DAVID,Madrid,SPAIN,Creativity In Media,Use of Outdoor,Coca-Cola,Shades of Red,The Coca Cola Company,DAVID,Madrid,/awards/lia_awards/2025/campaigns/shades-of-red-coca-cola-david-2025-2/
Bronze,SAMY Alliance,Madrid,SPAIN,Online Film,Public Service-Charity-NGO,PETA,Being Vegan is Good Sht,PETA,SAMY Alliance,Madrid Spain,/awards/lia_awards/2025/campaigns/being-vegan-is-good-sht-peta-samy-alliance-2025-2/
Bronze,Ogilvy,Colombo,SRI LANKA,Design,Creativity on a Budget,Promate,Second Life Notebooks,PrintXcel Pvt Ltd,Ogilvy,Colombo,/awards/lia_awards/2025/campaigns/second-life-notebooks-promate-ogilvy-2025/
Bronze,Leo Sweden,Stockholm,SWEDEN,Ambient Activation,Creativity in Commerce,Elgiganten,GamePay,Elkjoep - Curries,Leo Sweden,Stockholm,/awards/lia_awards/2025/campaigns/gamepay-elgiganten-leo-sweden-2025-2/
Bronze,Prime Weber Shandwick,Stockholm,SWEDEN,Creative Strategy,Breaking Sector Convention,Komatsu Demining Cambodia,Stories of Gentle Giants,Komatsu,,,/awards/lia_awards/2025/campaigns/stories-of-gentle-giants-komatsu-demining-cambodia-2025/
Bronze,A1kestam Holst NoA,Stockholm,SWEDEN,Print,Retail,IKEA,Blackout Ad,IKEA,A1kestam Holst NoA,Stockholm,/awards/lia_awards/2025/campaigns/blackout-ad-ikea-a1kestam-holst-noa-2025/
Bronze,Ogilvy Taipei,Taipei,TAIWAN,Production Post-Production,Direction Campaign,104 Job Bank - 104 Dream Jobs Unlimited,Window Grille Maker-Chiu Hung-yi Prison Administrator-Lin Wen-wei Font Designer-Tseng Kuo-rong,104 Job Bank,Ogilvy Taipei,Taipei,/awards/lia_awards/2025/campaigns/window-grille-maker-chiu-hung-yi-prison-administrator-lin-wen-wei-font-designer-tseng-kuo-rong-104-job-bank-104-dream-jo/
Bronze,JONGLUCKDEE,Bangkok,THAILAND,Creativity In Media,Use of Events and Stunts,Netflix,Young-Hee Freezes Bangkok,Netflix Thailand,JONGLUCKDEE,Bangkok,/awards/lia_awards/2025/campaigns/young-hee-freezes-bangkok-netflix-jongluckdee-2025/
Bronze,Leo Thailand,Bangkok,THAILAND,Online Film,Humor,Krungsri First Choice,Patient,Ayudhya Capital Services Co Ltd,Leo Thailand,Bangkok,/awards/lia_awards/2025/campaigns/patient-krungsri-first-choice-leo-thailand-2025/
Bronze,Ogilvy Bangkok,Bangkok,THAILAND,TV Cinema,Banking Finance,Thai Life Insurance,Unfading Love,Thai Life Insurance Public Company Limited,Ogilvy Bangkok,Bangkok,/awards/lia_awards/2025/campaigns/unfading-love-thai-life-insurance-ogilvy-bangkok-2025/
Bronze,LePub,Amsterdam,THE NETHERLANDS,Design,Sustainable Design SDG,Philips,Fixables,Philips,LePub Amsterdam-LePub,Milan,/awards/lia_awards/2025/campaigns/fixables-philips-lepub-amsterdam-lepub-2025/
Bronze,LePub,Amsterdam,THE NETHERLANDS,Design,Prototype,Heineken,The Flipper,Heineken,LePub Amsterdam-LePub,Milan,/awards/lia_awards/2025/campaigns/the-flipper-heineken-lepub-amsterdam-lepub-2025/
Bronze,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Billboard,Craft Art Direction Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-8/
Bronze,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Billboard,Sports Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-9/
Bronze,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Design,Craft Art Direction Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-10/
Bronze,Leo Dubai,Dubai,UNITED ARAB EMIRATES,Design,Craft Photography Campaign,NBA India - The Great Indian Dunk,Jordan 23 Kobe 08 Lebron 06 Shaq 34,NBA,Leo Dubai,Dubai,/awards/lia_awards/2025/campaigns/jordan-23-kobe-08-lebron-06-shaq-34-nba-india-the-great-indian-dunk-leo-dubai-2025-11/
Bronze,Global Media Entertainment,London,UNITED KINGDOM,Audio Radio,Craft Performance-Casting,Admiral,Empty Words,Admiral Insurance,Global Creative,London,/awards/lia_awards/2025/campaigns/empty-words-admiral-global-creative-2025/
Bronze,McCann,London,UNITED KINGDOM,Evolution,Product Innovation,Reef Protection Factor,Reef Protection Factor,Stream2Sea,McCann,London,/awards/lia_awards/2025/campaigns/reef-protection-factor-reef-protection-factor-mccann-2025/
Bronze,750mph,London,UNITED KINGDOM,Music Sound,Sound Design,Netflix,Youre Not Ready,Netflix,Wieden Kennedy,Portland,/awards/lia_awards/2025/campaigns/youre-not-ready-netflix-wieden-kennedy-2025/
Bronze,750mph,London,UNITED KINGDOM,Music Sound,Sound Mixing,Netflix,Youre Not Ready,Netflix,Wieden Kennedy,Portland,/awards/lia_awards/2025/campaigns/youre-not-ready-netflix-wieden-kennedy-2025-2/
Bronze,750mph,London,UNITED KINGDOM,Music Sound,Sound Mixing,Amazon Books,Bring a Book to Life,Amazon,Droga5 part of Accenture,London,/awards/lia_awards/2025/campaigns/bring-a-book-to-life-amazon-books-droga5-part-of-accenture-2025/
Bronze,AMVBBDO,London,UNITED KINGDOM,Online Film,Beauty Well-being,Essity-Bodyform,Never Just a Period,Essity Bodyform,AMVBBDO,London,/awards/lia_awards/2025/campaigns/never-just-a-period-essity-bodyform-amvbbdo-2025-6/
Bronze,VCCP,London,UNITED KINGDOM,Package Design,Foods,Cadbury Dairy Milk,Made to Share,Mondelz International,VCCP,London,/awards/lia_awards/2025/campaigns/made-to-share-cadbury-dairy-milk-vccp-2025-3/
Bronze,Grey London,London,UNITED KINGDOM,Print,Beverages Campaign,Stella Artois,The Sip of Sanctuary The Protector of the Chalice Happiness Within Chaos,AB InBev,Grey London,London,/awards/lia_awards/2025/campaigns/the-sip-of-sanctuary-the-protector-of-the-chalice-happiness-within-chaos-stella-artois-grey-london-2025/
Bronze,FCB London,London,UNITED KINGDOM,Production Post-Production,Editing,Andrex - Get Comfortable,First School Poo,Kimberly-Clark,FCB London,London,/awards/lia_awards/2025/campaigns/first-school-poo-andrex-get-comfortable-fcb-london-2025-2/
Bronze,Riff Raff Films,London,UNITED KINGDOM,Production Post-Production,Production Design,Retail,The Gifting Hour,John Lewis,Saatchi Saatchi,London,/awards/lia_awards/2025/campaigns/the-gifting-hour-retail-saatchi-saatchi-2025/
Bronze,Time Based Arts,London,UNITED KINGDOM,Production Post-Production,Visual Effects,Revolut,Money Possibilities,Revolut,Anomaly UK,London,/awards/lia_awards/2025/campaigns/money-possibilities-revolut-anomaly-uk-2025/
Bronze,Energy BBDO,Chicago,UNITED STATES,Ambient Activation,Gaming,Change The Ref,The Final Exam,Change The Ref,Energy BBDO,Chicago,/awards/lia_awards/2025/campaigns/the-final-exam-change-the-ref-energy-bbdo-2025-4/
Bronze,Energy BBDO,Chicago,UNITED STATES,Ambient Activation,Sustainability SDG,Change The Ref,The Final Exam,Change The Ref,Energy BBDO,Chicago,/awards/lia_awards/2025/campaigns/the-final-exam-change-the-ref-energy-bbdo-2025-5/
Bronze,Ogilvy,New York,UNITED STATES,Ambient Activation,Corporate Purpose-Social Responsibility,Powerade,The Athletes Code,The Coca-Cola Company,Ogilvy,New York,/awards/lia_awards/2025/campaigns/the-athletes-code-powerade-ogilvy-2025/
Bronze,VML,Detroit,UNITED STATES,Ambient Activation,Corporate Purpose-Social Responsibility,Ford,SupportBelt,Ford,VML,Detroit,/awards/lia_awards/2025/campaigns/supportbelt-ford-vml-2025/
Bronze,Area 23 an IPG Health Company,New York,UNITED STATES,Audio Radio,Craft Music Adaptation - Song,MollieaTMs Fund MollieaTMs Melanoma Awareness,You Are My Sunshine - Radio,MollieaTMs Fund,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/you-are-my-sunshine-radio-mollieatms-fund-mollieatms-melanoma-awareness-area-23-an-ipg-health-company-2025/
Bronze,Area 23 an IPG Health Company,New York,UNITED STATES,Audio Radio,Health Pharma,Eurofarma-Unicorns Unicorns-Cherab Foundation,Autism Rocks,Eurofarma-Cherab Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/autism-rocks-eurofarma-unicorns-unicorns-cherab-foundation-area-23-an-ipg-health-company-2025/
Bronze,DAVID New York,New York,UNITED STATES,Audio Radio,Branded Entertainment,Clash of Clans,Hammerless,Supercell,DAVID New York,New York,/awards/lia_awards/2025/campaigns/hammerless-clash-of-clans-david-new-york-2025-2/
Bronze,Area 23 an IPG Health Company,New York,UNITED STATES,Billboard,Creative Use of Data Campaign,Equality Health Foundation - Zip Code Exam,Outdoor Houston Outdoor New York Outdoor Phoenix,Equality Health Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/outdoor-houston-outdoor-new-york-outdoor-phoenix-equality-health-foundation-zip-code-exam-area-23-an-ipg-health-company/
Bronze,DAVID,Miami,UNITED STATES,Billboard,Craft Photography Campaign,Corona - Corona Eclipse,Uruguay Brazil Argentina,AB INBEV,DAVID,Miami,/awards/lia_awards/2025/campaigns/uruguay-brazil-argentina-corona-corona-eclipse-david-2025-2/
Bronze,FCB Chicago,Chicago,UNITED STATES,Billboard,Health Pharma,Goodys Pain Powder,Smile 20,Prestige Consumer Healthcare,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/smile-20-goodys-pain-powder-fcb-chicago-2025/
Bronze,FCB Chicago,Chicago,UNITED STATES,Billboard,Innovative Use of Billboard,Goodys Pain Powder,Smile 20,Prestige Consumer Healthcare,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/smile-20-goodys-pain-powder-fcb-chicago-2025-2/
Bronze,adameveDDB US,,UNITED STATES,Branded Content,Scripted Short Film,Disney,The Boy The Octopus,Disney,adameveDDB London-adameveDDB New York-adameveDDB,Los Angeles,/awards/lia_awards/2025/campaigns/the-boy-the-octopus-disney-adameveddb-london-adameveddb-new-york-adameveddb-2025-2/
Bronze,Energy BBDO,Chicago,UNITED STATES,Branded Entertainment,Zeitgeist,Change The Ref,The Final Exam,Change The Ref,Energy BBDO,Chicago,/awards/lia_awards/2025/campaigns/the-final-exam-change-the-ref-energy-bbdo-2025-6/
Bronze,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,Branded Entertainment,Scripted Short Film,Apple,Submerged,Apple,TBWA-Media Arts Lab,Los Angeles,/awards/lia_awards/2025/campaigns/submerged-apple-tbwa-media-arts-lab-2025-4/
Bronze,BBDO New York,New York,UNITED STATES,Creative Strategy,Long-term Creative Strategy-Effectiveness,Sandy Hook Promise,Know The Signs,Sandy Hook Promise,BBDO New York,New York,/awards/lia_awards/2025/campaigns/know-the-signs-sandy-hook-promise-bbdo-new-york-2025/
Bronze,Area 23 an IPG Health Company,New York,UNITED STATES,Creative Use of Data,Data Visualization,Equality Health Foundation,Zip Code Exam,Equality Health Foundation,Area 23 an IPG Health Company,New York,/awards/lia_awards/2025/campaigns/zip-code-exam-equality-health-foundation-area-23-an-ipg-health-company-2025-4/
Bronze,FCB Chicago,Chicago,UNITED STATES,Creativity In Media,Health Pharma,Goodys Pain Powder,Smile 20,Prestige Consumer Healthcare,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/smile-20-goodys-pain-powder-fcb-chicago-2025-3/
Bronze,Initiative UK,London,UNITED STATES,Creativity In Media,Health Pharma,Bupa Health Insurance,Health Is,Bupa,Momentum Worldwide,London,/awards/lia_awards/2025/campaigns/health-is-bupa-health-insurance-momentum-worldwide-2025/
Bronze,VML,New York,UNITED STATES,Creativity In Media,Consumer Packaged Goods-FMCG,Kleenex,Kleenex Score,Kimberly-Clark,VML,New York,/awards/lia_awards/2025/campaigns/kleenex-score-kleenex-vml-2025/
Bronze,VML,New York,UNITED STATES,Creativity In Media,Multi-Channel Media,Foundation to Combat Antisemitism FCAS,Timeout Against Hate,Foundation to Combat Antisemitism,VML,New York,/awards/lia_awards/2025/campaigns/timeout-against-hate-foundation-to-combat-antisemitism-fcas-vml-2025/
Bronze,FCB Chicago,Chicago,UNITED STATES,Design,Zeitgeist,Caption with Intention,,Rakish Entertainment,FCB Chicago,Chicago,/awards/lia_awards/2025/campaigns/caption-with-intention-fcb-chicago-2025-5/
Bronze,FCB New York,New York,UNITED STATES,Design,Creative Use of Data,Hyundai Motor Company,Tree Correspondents,Hyundai Motor Company,FCB New York,New York,/awards/lia_awards/2025/campaigns/tree-correspondents-hyundai-motor-company-fcb-new-york-2025/
Bronze,MullenLowe US,New York,UNITED STATES,Design,Poster Campaign,Art Directors Club - Be Seen by the Best Eyes,,The One Club for Creativity,MullenLowe US,New York,/awards/lia_awards/2025/campaigns/art-directors-club-be-seen-by-the-best-eyes-mullenlowe-us-2025-3/
Bronze,Ogilvy,Chicago,UNITED STATES,Design,Craft Typography,Chicago International Film Festival,60 Years of Film,Chicago International Film Festival,Ogilvy,Chicago,/awards/lia_awards/2025/campaigns/60-years-of-film-chicago-international-film-festival-ogilvy-2025-2/
Bronze,Ogilvy New York,New York,UNITED STATES,Design,Craft Photography Campaign,Dove - Get Unready,Carnaval Holi New Years Post Game St Patricks,Unilever,Ogilvy,New York,/awards/lia_awards/2025/campaigns/carnaval-holi-new-years-post-game-st-patricks-dove-get-unready-ogilvy-2025-3/
Bronze,VML,Detroit,UNITED STATES,Design,Product Design,Ford,SupportBelt,Ford,VML,Detroit,/awards/lia_awards/2025/campaigns/supportbelt-ford-vml-2025-2/
Bronze,VML,New York,UNITED STATES,Evolution,Creativity in Commerce,Ziploc,Preserved Promos,SC Johnson,VML New York-Obviously,New York,/awards/lia_awards/2025/campaigns/preserved-promos-ziploc-vml-new-york-obviously-2025-2/
Bronze,Biscuit Filmworks,London,UNITED STATES,Music Sound,Sound Design,Channel 4,Paris Paralympics 2024 Considering What,Channel 4,4creative,London,/awards/lia_awards/2025/campaigns/paris-paralympics-2024-considering-what-channel-4-4creative-2025-2/
Bronze,The Elements Music,Los Angeles,UNITED STATES,Music Sound,Music Adaptation - Song,General Motors,Crafting the One,General Motors,Droga5 part of Accenture,New York,/awards/lia_awards/2025/campaigns/crafting-the-one-general-motors-droga5-part-of-accenture-2025/
Bronze,Amazon XCM,Santa Monica,UNITED STATES,Online Film,Branded Content Campaign,Amazon - 5-Star Theater with Adam Driver,Banana Slicer Massage Gun Rubber Duck Dutch Oven Stuffed Seal Pasta Maker,Amazon,,,/awards/lia_awards/2025/campaigns/banana-slicer-massage-gun-rubber-duck-dutch-oven-stuffed-seal-pasta-maker-amazon-5-star-theater-with-adam-driver-2025/
Bronze,Amazon XCM,Santa Monica,UNITED STATES,Online Film,Creativity in Commerce Campaign,Amazon - 5-Star Theater with Adam Driver,Banana Slicer Massage Gun Rubber Duck Dutch Oven Stuffed Seal Pasta Maker,Amazon,,,/awards/lia_awards/2025/campaigns/banana-slicer-massage-gun-rubber-duck-dutch-oven-stuffed-seal-pasta-maker-amazon-5-star-theater-with-adam-driver-2025-2/
Bronze,Arnold Worldwide,Boston,UNITED STATES,Online Film,B2B,Toast,One of Those Nights,Toast,Arnold,Boston,/awards/lia_awards/2025/campaigns/one-of-those-nights-toast-arnold-2025/
Bronze,Disney,Los Angeles,UNITED STATES,Online Film,Branded Entertainment,Disney,The Boy The Octopus,Disney,adameveDDB London-adameveDDB New York-adameveDDB,Los Angeles,/awards/lia_awards/2025/campaigns/the-boy-the-octopus-disney-adameveddb-london-adameveddb-new-york-adameveddb-2025-3/
Bronze,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,Online Film,Technology Tech Equipment,Apple,Someday,Apple,TBWA-Media Arts Lab,Los Angeles,/awards/lia_awards/2025/campaigns/someday-apple-tbwa-media-arts-lab-2025/
Bronze,adameveDDB New York,New York,UNITED STATES,Package Design,Health Pharma,Gift of Life Marrow Registry,Hero Gum,Gift of Life Marrow Registry,adameveDDBNew York,New York,/awards/lia_awards/2025/campaigns/hero-gum-gift-of-life-marrow-registry-adameveddbnew-york-2025/
Bronze,BBDO New York,New York,UNITED STATES,Package Design,Sustainable Packaging SDG,BACARDAs Sugarcane Vinyl,Sugarcane Vinyl,BACARDAs,BBDO New York,New York,/awards/lia_awards/2025/campaigns/sugarcane-vinyl-bacardas-sugarcane-vinyl-bbdo-new-york-2025/
Bronze,DAVID,Miami,UNITED STATES,Poster,Craft Photography Campaign,Corona - Corona Eclipse,Uruguay Brazil Argentina,AB INBEV,DAVID,Miami,/awards/lia_awards/2025/campaigns/uruguay-brazil-argentina-corona-corona-eclipse-david-2025-3/
Bronze,DAVID,Miami,UNITED STATES,Print,Beverages Campaign,Corona - Corona Eclipse,Uruguay Brazil Argentina,AB INBEV,DAVID,Miami,/awards/lia_awards/2025/campaigns/uruguay-brazil-argentina-corona-corona-eclipse-david-2025-4/
Bronze,Ogilvy New York,New York,UNITED STATES,Print,Beverages Campaign,Stella Artois - Hiders Keepers,Birthday Party Dinner Game Day,AB inBev,Ogilvy,New York,/awards/lia_awards/2025/campaigns/birthday-party-dinner-game-day-stella-artois-hiders-keepers-ogilvy-2025/
Bronze,Biscuit Filmworks,Los Angeles,UNITED STATES,Production Post-Production,Direction,Squarespace,A Tale As Old As Websites,Squarespace,,,/awards/lia_awards/2025/campaigns/a-tale-as-old-as-websites-squarespace-2025/
Bronze,Disney,Los Angeles,UNITED STATES,Production Post-Production,Direction,Disney,The Boy The Octopus,Disney,adameveDDB London-adameveDDB New York-adameveDDB,Los Angeles,/awards/lia_awards/2025/campaigns/the-boy-the-octopus-disney-adameveddb-london-adameveddb-new-york-adameveddb-2025-4/
Bronze,The Martin Agency,Richmond,UNITED STATES,Production Post-Production,Stop-Frame Animation Campaign,Cinnamon Toast Crunch Cereal - Must Cinnadust Campaign,Fridge Alley Last Piece Plastic Sheet Spoon Swim BTS,General Mills,The Martin Agency,Richmond,/awards/lia_awards/2025/campaigns/fridge-alley-last-piece-plastic-sheet-spoon-swim-bts-cinnamon-toast-crunch-cereal-must-cinnadust-campaign-the-martin-age/
Bronze,TBWA-Media Arts Lab,Los Angeles,UNITED STATES,TV Cinema,Technology Tech Equipment,Apple,Someday,Apple,TBWA-Media Arts Lab,Los Angeles,/awards/lia_awards/2025/campaigns/someday-apple-tbwa-media-arts-lab-2025-2/
Bronze,VML,Montevideo,URUGUAY,Creativity In Media,Retail E-Commerce,TaTa,The Rewards Bag,GDN,VML,Montevideo,/awards/lia_awards/2025/campaigns/the-rewards-bag-tata-vml-2025/
Finalist,GUT,Buenos Aires,ARGENTINA,Creative Strategy,Use of Media,Mercado Libre,Boxed Ads,Mercado Libre,GUT,Buenos Aires,/awards/lia_awards/2025/campaigns/boxed-ads-mercado-libre-gut-2025/
Finalist,Monks,Buenos Aires,ARGENTINA,Creative Use of Data,Data-Led Creativity,Netflix,Sennas Cut,Netflix Latam,Monks,Buenos Aires,/awards/lia_awards/2025/campaigns/sennas-cut-netflix-monks-2025-2/
Finalist,Ogilvy Argentina,Buenos Aires,ARGENTINA,Creativity In Media,Use of Audio Platforms,Calm Is Simple,The Sound of Divorce,Calm es Simple,Ogilvy Argentina,Buenos Aires,/awards/lia_awards/2025/campaigns/the-sound-of-divorce-calm-is-simple-ogilvy-argentina-2025-4/
Finalist,Thinkerbell,Melbourne,AUSTRALIA,Audio Radio,Craft Sound Design,Transport Accident Commission TAC,AustraliaaTMs Deadliest Predator,Transport Accident Commission TAC,Thinkerbell Melbourne-Thinkerbell,Sydney,/awards/lia_awards/2025/campaigns/australiaatms-deadliest-predator-transport-accident-commission-tac-thinkerbell-melbourne-thinkerbell-2025/
Finalist,Leo Australia,Sydney,AUSTRALIA,Creative Strategy,Creative Use of Data,Suncorp Insurance,Suncorp Haven,Suncorp Insurance,Leo Australia,Sydney,/awards/lia_awards/2025/campaigns/suncorp-haven-suncorp-insurance-leo-australia-2025-2/
Finalist,Ogilvy Australia,Australia,AUSTRALIA,Creative Strategy,Contextual Insight,TCCC,Meet me at the Coke Sign,TCCC,Ogilvy,Australia,/awards/lia_awards/2025/campaigns/meet-me-at-the-coke-sign-tccc-ogilvy-2025-2/
Finalist,VML,Sydney,AUSTRALIA,Creativity In Media,Use of Retail Media,Legacy Club Services,Legacy Lager,Legacy Club Services,VML,Sydney,/awards/lia_awards/2025/campaigns/legacy-lager-legacy-club-services-vml-2025/
Finalist,Altvfx,Brisbane,AUSTRALIA,Production Post-Production,Visual Effects Campaign,Telstra,Four Legged Friend Mirror Mirror Magnetic Boy,Telstra,Bear Meets Eagle on Fire,,/awards/lia_awards/2025/campaigns/four-legged-friend-mirror-mirror-magnetic-boy-telstra-bear-meets-eagle-on-fire-2025-2/
Finalist,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,Production Post-Production,CGI Animation,Telstra,wherever we go - Duet,Telstra,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/wherever-we-go-duet-telstra-bear-meets-eagle-on-fire-2025/
Finalist,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,Production Post-Production,Direction Campaign,Telstra,Scamageddon Deceiver Lever Scamalanche Villains BTS,Alita McMenamin,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/scamageddon-deceiver-lever-scamalanche-villains-bts-telstra-bear-meets-eagle-on-fire-2025-2/
Finalist,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,Production Post-Production,Production Design Campaign,Telstra,Scamageddon Deceiver Lever Scamalanche Villains BTS,Alita McMenamin,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/scamageddon-deceiver-lever-scamalanche-villains-bts-telstra-bear-meets-eagle-on-fire-2025-3/
Finalist,Revolver,Sydney,AUSTRALIA,Production Post-Production,Production Design,Telstra,Donkey,Telstra Group Limited,Bear Meets Eagle on Fire,Sydney,/awards/lia_awards/2025/campaigns/donkey-telstra-bear-meets-eagle-on-fire-2025-2/
Finalist,Bear Meets Eagle On Fire,Sydney,AUSTRALIA,TV Cinema,Utilities Campaign,Telstra,Silent Films Four Legged Friend Mirror Mirror,Telstra,Bear Meets Eagle On Fire,Sydney,/awards/lia_awards/2025/campaigns/silent-films-four-legged-friend-mirror-mirror-telstra-bear-meets-eagle-on-fire-2025/
Finalist,Ampfy,Sao Paulo,BRAZIL,Creative Use of Data,Data Visualization,Piracanjuba,The Missing Portraits,Piracanjuba,Ampfy,Sao Paulo,/awards/lia_awards/2025/campaigns/the-missing-portraits-piracanjuba-ampfy-2025/
Finalist,BETC HAVAS,Sao Paulo,BRAZIL,Creativity In Media,Use of Outdoor,Eletromidia,The Restless Posters,Eletromidia,BETC HAVAS,Sao Paulo,/awards/lia_awards/2025/campaigns/the-restless-posters-eletromidia-betc-havas-2025/
Finalist,Grey Brasil,Sao Paulo,BRAZIL,Design,Sustainable Design SDG,Zespri,The 100 Home Compostable Sticker,Zespri International Limited,Grey Brasil,Sao Paulo,/awards/lia_awards/2025/campaigns/the-100-home-compostable-sticker-zespri-grey-brasil-2025-2/
Finalist,VML,Sao Paulo,BRAZIL,Print,Craft Visual Design,BIC Cristal,The Shakespeare Bic,Grupo Bic,VML,Sao Paulo,/awards/lia_awards/2025/campaigns/the-shakespeare-bic-bic-cristal-vml-2025/
Finalist,BETC HAVAS,Sao Paulo,BRAZIL,TV Cinema,Corporate Purpose-Social Responsibility,Reckitt - Vanish,Invisible Stain,Reckitt - Vanish,BETC HAVAS,Sao Paulo,/awards/lia_awards/2025/campaigns/invisible-stain-reckitt-vanish-betc-havas-2025/
Finalist,Ogilvy Canada,Toronto,CANADA,Billboard,Banking Finance,TD Wealth,Fractional Window Shopping,TD,Ogilvy Canada,Toronto,/awards/lia_awards/2025/campaigns/fractional-window-shopping-td-wealth-ogilvy-canada-2025/
