Track,Title,Brand,Agency,Category,Award Level,Board image
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,HIDDEN FAN CODES,XBOX,EDELMAN,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c930ce99f63c450eb0b478bd44fbb3c2
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WAITING TO LIVE,NHS,VML,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/07f7e7d7e94e49998c9df6aa0c45a2f7
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,SNOW RESCUE,NISSAN,TBWA\G1,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2e287ae202f44a669536f26343ccc17a
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WALKSWAGEN,VOLKSWAGEN SLOVAKIA,MULLENLOWE GGK,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/15eb08c228914119baa8f094aafbca0e
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,START-UP PACKAGE,HALKBANK SKOPJE,MCCANN DOOEL SKOPJE,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bb5b8e206a494bf28a5863e5fa090c35
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ROOM FOR YOUR BUSINESS,OPEL,PUBLICIS COMMUNICATIONS,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/60948d971096457f9d838d2f82f0616e
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE WALKING ADS,VOLKSWAGEN,TRY,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/259845ca4cf44979b48469fe67b9fd2e
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,SAVE MY COLORATI,ACE ITALIA,DLV BBDO,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aebd8ebf41784db9a902a94875d9b457
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,DEAL WITH THE TRASH,MCDONALD S,NORD DDB,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/72700112c0e14cd2916a382cb9e89ff6
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,HARDCORE CELEBRATION,HEINEKEN,ONE NIL,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a8449b22fc648d0a8c94644954b8a87
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,GUESS WHO WON,PERSIL,LOLA MULLENLOWE,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1726b9f5666849b68d70b1aba48eac09
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,DESIGNED POSTERS,PERSIL,LOLA MULLENLOWE,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/db6c9498667245d99b3aa9f428876696
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ORGANIC SHELTERS,ARLA,ACCENTURE SONG,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8db65def3f5f4f84927b2c221fd93dc7
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,BMX 4 SALE,SELA AND NEWCASTLE UNITED,SELA,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/11d2bcb93e6c4d77a2e916c69f5046c9
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ANNOYING ADS,SAMSUNG,LEO BURNETT,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d2c909b77e7940cfa4de9813490d038d
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,00 ON THE MAP,HEINEKEN,THIS IS LOCCO,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ffdfa3e3d3144a1c9d1846eed91071f1
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE GOAT BILLBOARD,LVMH,LVMH,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/25ad2066911642dc958f8a2197622618
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,IKEA - HERE COMES THE SUN,IKEA,AKESTAM HOLST,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a3a1887141b45079ff86766b1f49041
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,MISSED BIRTHDAYS,ITV X CALM,adam&eveDDB,Ambient Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2ac9f2645cac40a3bbbdf044dc1a8ad2
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,OREO X PAC-MAN THE COOKIE CHASE,OREO,SAATCHI & SAATCHI,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/320886745e284235914172eec79458d8
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ROB IT TO GET IT,DISTANCE,BETC,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6195ed261b0047f1ac32b6b79193cc9c
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CLIMATE CHANGE IS FASTER,WHY_RUN,AUGE COMMUNICATION,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9133d737649c434ea503007a371373c2
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,DON T LEAVE NORWAY BEHIND,�RA FASHION CHRISTIANIA GLASMAGASIN TRAVEL VALUE FASHION NORTH,KNOWIT,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eb93f5989801410eb86a5c1fd5cffcbe
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CHOOSE UBER,HEETCH,BETC,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5b24a71473094cc28895e8e4b1d4fdd8/storyboard_000008.jpg
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE UNMENTIONABLES,UNILEVER,MULLENLOWE UK,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/49500ef7f519434aaf292ea9f3584cf5
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CHOOSE UBER,HEETCH,BETC,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5b24a71473094cc28895e8e4b1d4fdd8/storyboard_000008.jpg
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ART UNLOCKED - THE VERY ILLEGAL EXHIBIT,59RIVOLI,MORTIERBRIGADE,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e7c816a3d3284d57b648967dda3d6e47
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CATCHING YOUNG TALENTS,FIEN CONSTRUCTION COMPANY,OGILVY,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7ea62eac20244c19af6340c611d5ce12
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE KINGLY PROJECT,CARLSBERG DANMARK,CARLSBERG BREWERIES,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5646904e7b2746db8cf7d56d2dffda2f
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE WALKING ADS,VOLKSWAGEN,TRY,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/259845ca4cf44979b48469fe67b9fd2e
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,LAUNDROMATCH,HEINEKEN,LEPUB,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94272204a565405e96a7b771f78f3212
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ICONIC DRIPS,MCDONALD S,LEO BURNETT,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5dbfd5ab9a2241ab958ce2c5b24c5e48
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE BILLBOARD RUN,ADIDAS,ACCENTURE SONG,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cd8b0308f65d4bbaab14c9b873af9739
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,TRAINED BY THE UNEXPECTED,HYUNDAI,JUNG VON MATT AG,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3cccabcdae4946bd81093a20cb8f19fc
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE UNUSUAL SUSPECTS,CHILD X,NORD DDB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ca3fdb91c2b142f6993aa31e9654f918
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,BEATS PER SECOND,UN WOMEN SWEDEN,NORD DDB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d6218e9a311144f196a9fb5227ec7356
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CRAFT DAYS AT SKANSEN,SKANSEN,SKANSEN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/566e896285444d188c2e504945b9369f
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CLIMATE CHANGE IS FASTER,WHY_RUN,AUGE COMMUNICATION,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9061aff6e34f48ae8f9e7c1d16aa2d61
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE KINGLY PROJECT,CARLSBERG DANMARK,CARLSBERG BREWERIES,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5646904e7b2746db8cf7d56d2dffda2f
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,LUFTHANSA & GAMESCOM COMMUNICATION WHY WAIT,LUFTHANSA,SERVICEPLAN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/063ed822faf846fe8decea350f6be216
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,NUN SE P� SPIEGA,AS ROMA,WE ARE SOCIAL,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/baf1cbfbd0174281b8148a2820651be4
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,COCA-COLA EQUALIZING BOARDS,COCA-COLA,VML,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/df0caa1178a845d8862046249c020004
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,BERLIN NEED EDUCATION,KINDERGARTEN CITY BERLIN,GUDBERLIN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fc47ab97a5174ed4ac8ce497d38381d3
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,DON T LEAVE NORWAY BEHIND,�RA FASHION CHRISTIANIA GLASMAGASIN TRAVEL VALUE FASHION NORTH,KNOWIT,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d23da92d04904d31a4e833c22a1ddf7d
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,PRIDE 2024,THE SWEDISH ARMED FORCES,NORD DDB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3d048ac9d5b24e469551f3fb3c3df64c
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,TH3 EXT1NTION NUMB3RS,WORLD WILDLIFE FUND WWF,ACCENTURE SONG,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/473f78817f074c6fa34a8ee94f57cc10
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE MEAL,MCDONALD S,LEO BURNETT,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f75cdaac804240c1818d0a329a4a8449
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,GUESS WHO WON,PERSIL,LOLA MULLENLOWE,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1726b9f5666849b68d70b1aba48eac09
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WE ALSO DO MOTORCYCLES,HONDA MOTO FRANCE,DDB PARIS,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7e873cf7ef8147eab3b2375455c73bde
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,HEINZ FANS REDUCE FOOD WASTE,HEINZ,FITZROY,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/698fcbd6b82942a7a809a6777d4e1bff
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WHERE THERE ARE TACOS,COCA-COLA,UNCOMMON CREATIVE STUDIO STOCKHOLM,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/52cfb829403e422ea316963f72cfdb1c
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,IKEA - HERE COMES THE SUN,IKEA,AKESTAM HOLST,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a3a1887141b45079ff86766b1f49041
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,RAINBOW WOOL,SCHAFEREI STUCKE,SERVICEPLAN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6291c985b690401e86195847c29de370
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,LOOK FOR LOOKS,ZALANDO,MORTIERBRIGADE,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b3bc5e8786bb47d8bff103895200aa5b
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CATCHING YOUNG TALENTS,FIEN CONSTRUCTION COMPANY,OGILVY,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7ea62eac20244c19af6340c611d5ce12
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,SNOUT & FUR,DYRENES BESKYTTELSE ANIMAL PROTECTION DENMARK,&Co - NoA,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/35cbabe3a41f4a00b1f97db938985f53
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,GUILTY PETS,IKEA,INGO,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d4a66cbcf88b4e078fbcc47913d07125
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,BATTERY THAT LASTS LONGER THAN YOURS,SENNHEISER,OGILVY AMSTERDAM,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a13856ea124c47498a20caf3107b1160
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE STRONG ORIGINAL,FISHERMAN S FRIEND,FISHERMANS FRIEND,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4860820050f64dfc909d5668ea17dc75
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,LONG LIVE THE KING,BURGER KING,VML SPAIN,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e8f7b4d33b744eaeac67836fc38439f4
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,LAST DROP,HEINZ,PUBLICIS GROUPE BENELUX,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65293b9d1783447283875e2724760cee/storyboard_000008.jpg
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,NO ONE MOVES SNOW LIKE GRISELDA,NETFLIX,CYW,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f3f7e81aa4044ba6926de560a63790e4
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,UNSILENCE THE VIOLENCE,TERRE DES FEMMES,SCHOLZ & FRIENDS,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/46a3c3b3348540f393197e9dab23131a
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WALKSWAGEN,VOLKSWAGEN SLOVAKIA,MULLENLOWE GGK,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/15eb08c228914119baa8f094aafbca0e
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ROB IT TO GET IT,DISTANCE,BETC,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6195ed261b0047f1ac32b6b79193cc9c
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,COCA-COLA EQUALIZING BOARDS,COCA-COLA,VML,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/df0caa1178a845d8862046249c020004
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE GOAT BILLBOARD,LVMH,LVMH,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/25ad2066911642dc958f8a2197622618
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WORLD UNSEEN,CANON,VML,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40e4d251995c4a7bb2926f7ebfe9bd46
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,FIRST CONVERSATION,HEETCH,BETC,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0cdda07bdf2446a68dc5097192896d27
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE LAST TOUR?,NATURAL HISTORY MUSEUM,PUBLICIS KITCHEN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/716f09b5cb214240be4f910a7559e410
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,CLIMATE CHANGE IS FASTER,WHY_RUN,AUGE COMMUNICATION,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f9506da713484a9ab39a21efbe918137
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,EVERYDAY EMERGENCIES,EMERGENCY,OGILVY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/920476338f624caa8a5b013ef0059038
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,DRINK RESPONSIBLY THIS SUMMER,KOPPARBERG,NEVERLAND,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/92d18895324245a6b2a68644a54aa348
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ANIMAL ALERTS,PETPACE,SERVICEPLAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0808be91dde24f30bd91d51025c66edc
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,KIEHLS KIDS,KIEHLS,MARCEL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cd49cd42f9104d63ad7e112570a5f313
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,END ADVERTISING EXECUTIVES  VIOLENCE AGAINST WOMEN,UN WOMEN SWEDEN,NORD DDB,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0ee058fd698d4b2481fa89486294656a
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,RENAULT - PLUG-INN FOR BUSINESS,RENAULT,PUBLICIS CONSEIL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2200eab12a614bd6adbf29b5dedb14df
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE UNSAFEST JOURNEY,REFUGEASE,HAVAS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0927df13672d49bcba55a3d893a4288c
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,THE MEAL,MCDONALD S,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f75cdaac804240c1818d0a329a4a8449
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,WE ARE MANY,LEOPOLD MUSEUM,SERVICEPLAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/90609de7ade2410e9665718722262ec0
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,HEINZ FANS REDUCE FOOD WASTE,HEINZ,FITZROY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/698fcbd6b82942a7a809a6777d4e1bff
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,APNEA,LEGAMBIENTE,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ba91de7f764d4efd868ebabf905f8aa9
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,ET LE BUUUUUD,BUDWEISER,BETC,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a04a36b86ad04839a67c180a88d19739
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,BITBURGER - A  BITTE  MAKES EVERYTHING POSSIBLE,BITBURGER,SERVICEPLAN,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d41f6d65852748f3a3b32938d8b3c8c7
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,RENAULT - PLUG-INN FOR BUSINESS,RENAULT,PUBLICIS CONSEIL,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2200eab12a614bd6adbf29b5dedb14df
CORPORATE PURPOSE & SOCIAL RESPONSIBILITY,RENAULT - REVOLUTIONARY TEASING,RENAULT,PUBLICIS CONSEIL,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40560b06cf2846a296a89edd3771eece
SINGLE-MARKET CAMPAIGN,PUB MUSEUMS,HEINEKEN,LEPUB,Single-market Campaign,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/9d343d2cd4c842eb8ce14c4f525a5887
SINGLE-MARKET CAMPAIGN,COULD IT BE THIS EASY?,SANDOZ DEUTSCHLAND - HEXAL,SERVICEPLAN,Script,Gold,https://ascentialcdn.filespin.io/api/v1/storyboard/8b0de007616c4866a6bf4a3773f4fbc3/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,SOUND SCALES,BAILEYS,VML,Social Behaviour & Cultural Insight,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/bcc4ae7a7a22455399511fffe9ff1eb9
SINGLE-MARKET CAMPAIGN,COULD IT BE THIS EASY?,SANDOZ DEUTSCHLAND - HEXAL,SERVICEPLAN,Healthcare,Silver,https://ascentialcdn.filespin.io/api/v1/storyboard/8b0de007616c4866a6bf4a3773f4fbc3/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,PUB MUSEUMS,HEINEKEN,LEPUB,Use of Audio & Radio as a Medium,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/d071b1c12dc34f599febe3a0602eae9c
SINGLE-MARKET CAMPAIGN,SOUND SCALES,BAILEYS,VML,Use of Audio & Radio Technology,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/bcc4ae7a7a22455399511fffe9ff1eb9
SINGLE-MARKET CAMPAIGN,PUB MUSEUMS,HEINEKEN,LEPUB,Audio-Led Creativity,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/9d343d2cd4c842eb8ce14c4f525a5887
SINGLE-MARKET CAMPAIGN,OPEN TO DIVERSITY - CLOSED TO EXCLUSION THE MOST INCLUSIVE CHRISTMAS ADDRESS,OPEN TO DIVERSITY - CLOSED TO EXCLUSION,JUNG VON MATT AG,Not-for-Profit - Charity - Government,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/d9d0dfe14d2045e783355010d6f20b2d
SINGLE-MARKET CAMPAIGN,LONGER THAN THE COMMERCIAL BREAK,WILHELM,TBWA\Helsinki,Use of Audio & Radio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/9ad4e496f7b24a8aabd5bba9284824f5
SINGLE-MARKET CAMPAIGN,EVERY JINGLE RINGS A BELL,THE WAYBACK,HAVAS,Use of Audio & Radio as a Medium,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/888aabf4750c4e93b99494d760fad895
SINGLE-MARKET CAMPAIGN,THE FUTURE FAN STAGE,WAY OUT WEST,NORD DDB,Use of Audio & Radio Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8c29e5e5ea0a4f0bb439fed6b2fa4f42
SINGLE-MARKET CAMPAIGN,MISSED CALLS,TELENOR,NORD DDB,Audio-Led Creativity,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/33ca933ee1394d638801de8a83b7fc83
SINGLE-MARKET CAMPAIGN,SOUND SCALES,BAILEYS,VML,Audio-Led Creativity,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/bcc4ae7a7a22455399511fffe9ff1eb9
SINGLE-MARKET CAMPAIGN,THE SOUND OF MATRA,TIXA HUNGARY KFT - BLACK NOISE FESTIVAL,MEDIATOR GROUP LTD,Sound Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/5972f9cce71a40dcaaa9bd91e6da2c4c/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,COULD IT BE THIS EASY?,SANDOZ DEUTSCHLAND - HEXAL,SERVICEPLAN,Casting & Performance,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/8b0de007616c4866a6bf4a3773f4fbc3/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,BE PROUD OF HOW YOU SOUND,TREBOR,ELVIS,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/744c4d030ad44a8da03952e41775e821/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,COULD IT BE THIS EASY?,SANDOZ DEUTSCHLAND - HEXAL,SERVICEPLAN,Use of Humour,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/8b0de007616c4866a6bf4a3773f4fbc3/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,CALL GLENN,CHILD FOCUS,VML BELGIUM,Not-for-Profit - Charity - Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c6111e638ea74088b873ac8177c09ae5
SINGLE-MARKET CAMPAIGN,THE CARBON NEGATIVE RADIO AD,SKELLEFTEA KRAFT,KID COLLECTIVE,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ede26f07c26140d0aaec692dc71386ee/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,CALL GLENN,CHILD FOCUS,VML BELGIUM,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c6111e638ea74088b873ac8177c09ae5
SINGLE-MARKET CAMPAIGN,THE FUTURE FAN STAGE,WAY OUT WEST,NORD DDB,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8c29e5e5ea0a4f0bb439fed6b2fa4f42
SINGLE-MARKET CAMPAIGN,TIPSY BABBLER,NORWEGIAN LIVE MUSIC ASSOCIATION & NORWEGIAN SOCIETY OF COMPOSERS AND LYRICISTS,ANORAK,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/31abe849c7a94394b3c0e89b0c7aaeb8/storyboard_000008.jpg
SINGLE-MARKET CAMPAIGN,ALEXA HAVE YOUR SAY,ACTIONAID,AMAZON,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5d686185f21744ae9d07662b712b3e50/storyboard_000008.jpg
