Track,Title,Brand,Agency,Category,Award Level,Board image
GAMING-LED BRAND EXPERIENCE,SOUND SCALES,BAILEYS,VML,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bcc4ae7a7a22455399511fffe9ff1eb9
GAMING-LED BRAND EXPERIENCE,THE CHICKEN MCNUGGET OF LOVE,MCDONALD S,TBWA,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33519d0ec2ed49b8a94b6280dc19065b
GAMING-LED BRAND EXPERIENCE,UNLOYALTY PROGRAM,PITAYA,JOGA,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e6810fb33beb4262886509ad52969702
GAMING-LED BRAND EXPERIENCE,SEAGULL TRASH PATROL,CITY OF HELSINKI,HASAN & PARTNERS,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/331875292d044845a739ed005ad37bdf
GAMING-LED BRAND EXPERIENCE,MISSION TALITA,TALITA,AKESTAM HOLST,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e87983ddc49449a1908ed037c1c06df5
GAMING-LED BRAND EXPERIENCE,ALEPA HOOD COUTURE COLLECTION,ALEPA,BOB THE ROBOT-NOA,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2335b10395c49d3868b75a8eadc57d8
GAMING-LED BRAND EXPERIENCE,ARTARMOR - ART THAT SAVES LIVES,ARTARMOR,McCANN KYIV,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/735a900724674b7285307c4cdc29c7fb
GAMING-LED BRAND EXPERIENCE,BITBURGER - A  BITTE  MAKES EVERYTHING POSSIBLE,BITBURGER,SERVICEPLAN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/048ad87565d44285b29171530466979c
GAMING-LED BRAND EXPERIENCE,MILKA - NEIGHBOR UP,MILKA,OGILVY POLAND,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8e8058441e734a4d852feb3110d33add
GAMING-LED BRAND EXPERIENCE,TOMORROW WILL BE,NOVA POST,NOVA POSHTA,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8300c7741ab44937997f94b7f0cfaf37
GAMING-LED BRAND EXPERIENCE,TRUST THE TWIST,OREO,LEPUB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/075eceb6431e4506aeefef1654c03943
GAMING-LED BRAND EXPERIENCE,THE TOILET TIME,GEBERIT,INGO ZURICH,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6d483093ab084996a71ac2db74960193
GAMING-LED BRAND EXPERIENCE,OLYMPIC CURRY,MCDONALD S,DDB PARIS,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/08009d00c991420f828ddb6f2d6cf933
GAMING-LED BRAND EXPERIENCE,THE BORING PHONE,HEINEKEN,LEPUB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7d95955859b04894b4f2fec240a36293
GAMING-LED BRAND EXPERIENCE,JOHNNIE WALKER - FOOTSTEPS OF PROGRESS,JOHNNIE WALKER,DEPT,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/df52e125a45e4166956b0fc36aea31e5
GAMING-LED BRAND EXPERIENCE,WE ARE MANY,LEOPOLD MUSEUM,SERVICEPLAN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9b9b8d09062740779c5494f1641ba888
GAMING-LED BRAND EXPERIENCE,MINCIERI ARCHIVES,NA,NATIONAL MUSEUM OF IRELAND DECORATIVE ARTS & HISTORY,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4651b7da95854b329bf6bd4905d96648
GAMING-LED BRAND EXPERIENCE,WE DELIVER DEMOCRACY,ABOUT YOU,JUNG VON MATT AG,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/813a0cf917bd47de8307289f258e57de
GAMING-LED BRAND EXPERIENCE,IKEA - HERE COMES THE SUN,IKEA,AKESTAM HOLST,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5a3a1887141b45079ff86766b1f49041
GAMING-LED BRAND EXPERIENCE,MISSED BIRTHDAYS,ITV X CALM,adam&eveDDB,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2ac9f2645cac40a3bbbdf044dc1a8ad2
GAMING-LED BRAND EXPERIENCE,LOOK FOR LOOKS,ZALANDO,MORTIERBRIGADE,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b3bc5e8786bb47d8bff103895200aa5b
GAMING-LED BRAND EXPERIENCE,SEAGULL TRASH PATROL,CITY OF HELSINKI,HASAN & PARTNERS,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/331875292d044845a739ed005ad37bdf
GAMING-LED BRAND EXPERIENCE,TRAM STAMP,VASTTRAFIK,BBDO NORDICS,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/be52eb25ad954d068116f575168f3434
GAMING-LED BRAND EXPERIENCE,RIDE THE FLEMISH CLASSICS EAT THE FLEMISH CLASSICS,CYCLING IN FLANDERS,DVLR DDB,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f798911a40cd40bc823a20c47db2d185
GAMING-LED BRAND EXPERIENCE,EURO BABIES,MEO,BAR OGILVY,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0530b06060344e34bd5e435b946faa89
GAMING-LED BRAND EXPERIENCE,THE CHEEKY CONTROLLER,XBOX,McCANN,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2053c037bcb423091477e8653cbec9f
GAMING-LED BRAND EXPERIENCE,WAITING TO LIVE,NHS,VML,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/07f7e7d7e94e49998c9df6aa0c45a2f7
GAMING-LED BRAND EXPERIENCE,REINVENTING BABY FOOD,MURU BABY,FOLK FINLAND,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0f69590aa5564d71ab39749922038b00
GAMING-LED BRAND EXPERIENCE,THE TASTE OF HATE,GREFUSA,THIS IS LIBRE,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6724c150a7be48249376e58e514edb9b
GAMING-LED BRAND EXPERIENCE,WINDY RETREATS,ANDEL,ROBERT-BOISEN & LIKE-MINDED,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/48f0265a71644aa09d6687b9573b9476
GAMING-LED BRAND EXPERIENCE,SEA TICKETS,BSAG - BALTIC SEA ACTION GROUP,TBWA\Helsinki,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/84d9e38051e74a4c9f0b66940c8198f3
GAMING-LED BRAND EXPERIENCE,SAMSUNG THE ATM HIJACK,SAMSUNG,CHEIL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0b20f80cdbd641fe8d467aa80b8b93fd
GAMING-LED BRAND EXPERIENCE,WORLD UNSEEN,CANON,VML,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/40e4d251995c4a7bb2926f7ebfe9bd46
GAMING-LED BRAND EXPERIENCE,SEAGULL TRASH PATROL,CITY OF HELSINKI,HASAN & PARTNERS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/331875292d044845a739ed005ad37bdf
GAMING-LED BRAND EXPERIENCE,WALKSWAGEN,VOLKSWAGEN SLOVAKIA,MULLENLOWE GGK,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/15eb08c228914119baa8f094aafbca0e
GAMING-LED BRAND EXPERIENCE,THE SCREWDRIVER S VICTORY,VANDEN BORRE,LDV UNITED,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/393276efc4044f8485326aecd7930331
GAMING-LED BRAND EXPERIENCE,DELIVERY SAFE,KFC FRANCE,HAVAS PARIS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7d0a1f21fd9a49ad8c9f2e2b7da0c27e
GAMING-LED BRAND EXPERIENCE,FIRST CONVERSATION,HEETCH,BETC,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0cdda07bdf2446a68dc5097192896d27
GAMING-LED BRAND EXPERIENCE,PLASTIC HERITAGE,PLASTIC ODYSSEY,SAATCHI & SAATCHI,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/39faf6ef157444498dbb15a535bc2508
GAMING-LED BRAND EXPERIENCE,CHANGE THE COURSE FOR A BETTER WORLD CUP BY KPMG,KPMG,POL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/374c05e2d5f44e9bbf69505ea3190a48
GAMING-LED BRAND EXPERIENCE,COPENPAY,VISIT COPENHAGEN,MENSCH,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2fa8dfffdd7c4ccdbde020f19e647039
GAMING-LED BRAND EXPERIENCE,LAHITAPIOLA BLINKY,LAHITAPIOLA,BOB THE ROBOT-NOA,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/82d7657cdb554d92935ad4ef5d5ea6b0
GAMING-LED BRAND EXPERIENCE,FOR THEM,MANE AND ESTHETIQUE DU COMBAT,VML,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1ee34dc2373749779acfe7440d45ee48
GAMING-LED BRAND EXPERIENCE,THE OLYMPIC POETRY TEAM,XX,FOLK FINLAND,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/04aeefcaa2c74184b56db96c79a898bc
GAMING-LED BRAND EXPERIENCE,MAI COLPEVOLI,SEPHORA ITALIA SRL,MONKS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f4278f9b8cbe4f2ba23de4d71b76d698
GAMING-LED BRAND EXPERIENCE,SPACE TRASH SIGNS,PRIVATEER,SERVICEPLAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6eb20eb72521447f94fa125b8ad55aa1
GAMING-LED BRAND EXPERIENCE,DEAL WITH THE TRASH,MCDONALD S,NORD DDB,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8e6a412e41dd4422a6b27004de9cc0df
GAMING-LED BRAND EXPERIENCE,REFURB,PHILIPS,LEPUB,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0f9e4316f9644aad87356635e8f39cf3
GAMING-LED BRAND EXPERIENCE,ORANGE - SAFE PHONES,ORANGE,PUBLICIS CONSEIL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/02c1b9ec87c24066a6aba039f2e26f81
GAMING-LED BRAND EXPERIENCE,RENAULT - CARS TO WORK,RENAULT,PUBLICIS CONSEIL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8eaea8d199c744b3acb53134e31d54c2
GAMING-LED BRAND EXPERIENCE,MORE THAN JUST CLOTHES,VANISH,HAVAS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cf3d0ac83e27467faafa86de478d5f2f
GAMING-LED BRAND EXPERIENCE,NO PULSE,SATS,TRY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2958004b39a54e2cb8c64826e8dc3950
GAMING-LED BRAND EXPERIENCE,MINCIERI ARCHIVES,NA,NATIONAL MUSEUM OF IRELAND DECORATIVE ARTS & HISTORY,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4651b7da95854b329bf6bd4905d96648
GAMING-LED BRAND EXPERIENCE,WINDY RETREATS,ANDEL,ROBERT-BOISEN & LIKE-MINDED,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/48f0265a71644aa09d6687b9573b9476
GAMING-LED BRAND EXPERIENCE,THE POSTAL CHANGING ROOMS,LA POSTE,BETC,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8bc95fec12b94d3a973c91e5dea0382b
GAMING-LED BRAND EXPERIENCE,THE BEKO INHERITANCE,BEKO,VML,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2c58c07df4a9472994cd49f8f8ed17b6
GAMING-LED BRAND EXPERIENCE,DARTY - LONG LASTING REVIEWS,DARTY,PUBLICIS CONSEIL,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7625e95b8cf544cf90578257d52054a0
GAMING-LED BRAND EXPERIENCE,HOME OF HOTSPOTS,JUST EAT TAKEAWAY,DEPT,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/29a6e2aacdb049cdae15f0c687eb70a9
GAMING-LED BRAND EXPERIENCE,MAPFRE LIVE,MAPFRE,McCANN SPAIN,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/57818d75181643d28d922d09675cfc5c
DIGITAL DESIGN,855-HOW-TO-QUIT-OPIOIDS,ANZEN HEALTH,SERVICEPLAN,Digital Design,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/34c12dd1248e4e7a818230026b596100
DIGITAL DESIGN,GALAXY TIME,SAMSUNG,LEO BURNETT,Digital Design,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/eeca373c9be245639e5e436d5d9ace7c
DIGITAL DESIGN,THE EUROVISION LIGHTS,SVT SVERIGES TELEVISION,BOLD,Rebrand-Refresh of an existing Brand,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/362444d95e1b41c492e0e70b00203d36
DIGITAL DESIGN,855-HOW-TO-QUIT-OPIOIDS,ANZEN HEALTH,SERVICEPLAN,Posters,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/c67b983ce8c54d2ab789693d397f74ff
DIGITAL DESIGN,UNWRAP IT,CORNETTO,LOLA MULLENLOWE,Posters,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/588db4a5ab8d41c1b6aa94806308dd20
DIGITAL DESIGN,PRICE PACKS,PENNY,SERVICEPLAN,Rebrand-Refresh of an existing Brand,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/b558ea77facc45b8b2168118b2436a16
DIGITAL DESIGN,WORLD UNSEEN,CANON,VML,Event Storytelling,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/40e4d251995c4a7bb2926f7ebfe9bd46
DIGITAL DESIGN,THE BIGGER DRAW,HMG,JUNG VON MATT AG,Spatial & Sculptural Exhibitions and Experiences,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/200f17c3622a48bf8f7f18f10166a489
DIGITAL DESIGN,EA SPORTS FC,EA SPORTS FC,UNCOMMON CREATIVE STUDIO,Rebrand-Refresh of an existing Brand,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/5ca8945550d141e9ac92ba879ab369fc
DIGITAL DESIGN,THE 100TH EDITION,FRANKFURTER ALLGEMEINE ZEITUNG,SCHOLZ & FRIENDS,Promotional Printed Media,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/75a3bcb6b45c42a694dd1b3f50745f70/storyboard_000008.jpg
DIGITAL DESIGN,BERLINER ORIGINALE,UBER EATS,SCHOLZ & FRIENDS,Brand Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ba1cabd8caa54e0e977fa7ddef3a8254
DIGITAL DESIGN,THE BOUILLON BAG,KNORR,MULLENLOWE UK,Brand Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c96841b674e44df987fdecd8fc0b844e
DIGITAL DESIGN,SAMSUNG IMPULSE,SAMSUNG,CHEIL WORLDWIDE,Digital Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d101b6b9c1654fdf863a00ef9b608c81
DIGITAL DESIGN,SPACE TRASH SIGNS,PRIVATEER,SERVICEPLAN,Digital Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/77276d627bd948fea007c1e97b03717b
DIGITAL DESIGN,SOCIAL RUN,CRAFT SPORTSWEAR,FORSMAN & BODENFORS,Digital Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6a27bdaf0a814e22b7557cde1628a54c
DIGITAL DESIGN,ART UNLOCKED - THE VERY ILLEGAL EXHIBIT,59RIVOLI,MORTIERBRIGADE,Spatial & Sculptural Exhibitions and Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e7c816a3d3284d57b648967dda3d6e47
DIGITAL DESIGN,GALAXY TIME,SAMSUNG,LEO BURNETT,Consumer Technology & Homeware,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/eeca373c9be245639e5e436d5d9ace7c
DIGITAL DESIGN,THE MEETING OF MAD IDEAS WITH WISE MINDS,MAD,BA NDO,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8dc67296735e435484215dd0557d1e7f
DIGITAL DESIGN,STRUGGLY A DIFFERENT WAY TO LEARN THINK AND GROW,STRUGGLY,DENKWERK,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b896169e05794364a972a32231dce06b
DIGITAL DESIGN,FOR THEM,MANE AND ESTHETIQUE DU COMBAT,VML,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1ee34dc2373749779acfe7440d45ee48
DIGITAL DESIGN,AMPERE,RENAULT GROUP,RENAULT,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ed16e0884ecd4b2d85bb37f831ee84ee
DIGITAL DESIGN,HORSE,RENAULT GROUP,RENAULT,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6686db93fd09401c853060a1c7f7c264
DIGITAL DESIGN,DESIGN OF THE GAMES,PARIS 2024,PARIS 2024 COMITE D ORGANISATION DES JEUX OLYMPIQUES ET PARALYMPIQUES COJOP,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d21ee7bb55b54cbc8734d43b0699f8ae
DIGITAL DESIGN,LIWLIG - TURNING MOMENTS INTO MOMENTUM,LIWLIG GROUP OY TAPAUS OY,NORD DDB,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b8a38eb7af5f491fa1f45f93e87166ac
DIGITAL DESIGN,RAINBOW WOOL,SCHAFEREI STUCKE,SERVICEPLAN,Creation of a new Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/85f3a7023d504521a54dc02146f96d35
DIGITAL DESIGN,IMPERIA,IMPERIA,LANDOR,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e023761c95814fd7b504305605b114e3
DIGITAL DESIGN,ADOBE MAX,ADOBE,BUCK,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aab0bb53a0894feba8f049c20e5357ea
DIGITAL DESIGN,THE MEADOW OF LIVING TRADITIONS,LU?NICA,MADE BY VACULIK,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a7160ff50ff348829711bdf1d454a0ad
DIGITAL DESIGN,SAY HELLO TO SANDOZ,SANDOZ,INTERBRAND,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0d784c27768d4666b436d7cc7c7dfd3b
DIGITAL DESIGN,EASE INTO THE FUTURE,CRYPTONOW,CRYPTONOW,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f0ad6cd360354f36b7d3a8d87334e28b
DIGITAL DESIGN,ATKINSREALIS GAMECHANGERS WELCOME,ATKINSREALIS,INTERBRAND,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d509ca8b9d5849eaa1e2826457eab394
DIGITAL DESIGN,SKI AUSTRIA BRAND DESIGN,AUSTRIAN SKI ASSOCIATION,SCHOLZ & FRIENDS,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cee3a003fe764e75a185e36a0175f119
DIGITAL DESIGN,NEW GEN ENERGY,OLGERDIN,OLGERDIN,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2841b86c409947a898f7b833d7da31a6
DIGITAL DESIGN,VOLKSWAGEN GROUP SHAPING MOBILITY FOR GENERATIONS TO COME,VOLKSWAGEN,LANDOR,Rebrand-Refresh of an existing Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c318ccc3c6b84cc3a74c834dbaa54f48
DIGITAL DESIGN,ANSWER THAT CALL - FESTIVAL OF USED BOOKS,POREC CITY LIBRARY,STUDIO SONDA,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/476d06323e6a4076882717a4d466ced5
DIGITAL DESIGN,PRICE PACKS,PENNY,SERVICEPLAN,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7472c4d00fe648be87f06cd26cbffcff
DIGITAL DESIGN,SILHOUETTES,THE MELANOMA FUND,NEVERLAND,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6e2079c6ad904ac4ad9b25cc2132080d
DIGITAL DESIGN,DESIGNED POSTERS,PERSIL,LOLA MULLENLOWE,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/900683137ff84aa58b30c156b7e358b4
DIGITAL DESIGN,NURSES,MUSEE DE LA GRANDE GUERRE,DDB PARIS,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1b55c30ab1a848a6ad8f5dc8df1d725d
DIGITAL DESIGN,FLUID IDENTITY,MYOM,LANDOR,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/22b547c92c5549cd8e6bfa683b2ba968
DIGITAL DESIGN,BMW M FLAG,BMW SCHWEIZ AG,SERVICEPLAN SUISSE,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/913623e31f084a749b28e55a67f34d3e
DIGITAL DESIGN,TEAR COUTURE LOOKBOOK,ACID SURVIVORS TRUST INTERNATIONAL ASTI,McCANN HEALTH,Books,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a55639dc3f0947afb09eb9abb0b40792
DIGITAL DESIGN,SHELTERS OF LEARNING,UNICEF,McCANN KYIV,Promotional Printed Media,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/71d0ce07247041598935eac2bf7965e8
DIGITAL DESIGN,THE STORYTELLER,STORYTEL,DLV BBDO,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c60b3abec0c64d9c890116e872536c0c
DIGITAL DESIGN,FOR THEM,MANE AND ESTHETIQUE DU COMBAT,VML,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1ee34dc2373749779acfe7440d45ee48
DIGITAL DESIGN,DRINK RESPONSIBLY THIS SUMMER,KOPPARBERG,NEVERLAND,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/385d4ad3f5d94fa98ed8ea7856d3d573
DIGITAL DESIGN,MONT NETFLIX,NETFLIX,JOE PUBLIC,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/98a23af8d1a44506971c1521d317589c
DIGITAL DESIGN,AUTO TECNOCASA,TECNOCASA,LORENZO MARINI,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e7312acc5544be999c2e650b53b3ee3
DIGITAL DESIGN,THE CHEEKY CONTROLLER,XBOX,McCANN,Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b2053c037bcb423091477e8653cbec9f
DIGITAL DESIGN,SAMSUNG BLACK WEEKS SMARTOPIA,SAMSUNG,CHEIL,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/23e020beeddb4498bee5365261f03c97
DIGITAL DESIGN,STRUGGLY A DIFFERENT WAY TO LEARN THINK AND GROW,STRUGGLY,DENKWERK,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cccc790d0f0d47f6b117c9a685244776
DIGITAL DESIGN,& - ESPOO THEATRE,& - ESPOO THEATRE,GREAT APES,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ffb62ac7e3724b56b55cacde6a6add66
DIGITAL DESIGN,EPIDEMIC SOUND BRAND REFRESH,EPIDEMIC SOUND,BOLD,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2c43807af431405ca63e907df115d41b
DIGITAL DESIGN,JBL LAND,JBL,GOSPOOKY,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d37716fc1ca94c0ab03b735fe3f36590
DIGITAL DESIGN,ABBA THE MUSEUM E-COM,ABBA THE MUSEUM,NORD DDB,Digital Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f4d4f72a586d4917afe9c7cd20d92401
DIGITAL DESIGN,IWC INGENIEUR FORM UND TECHNIK,IWC SCHAFFHAUSEN,SCHOLZ & FRIENDS,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1cb357590c134e6da2571f53b05d71db
DIGITAL DESIGN,PRICE PACKS,PENNY,SERVICEPLAN,Point of Sale Consumer Touchpoints & In-Store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f84fd07e2af94834ade3f346d91938c3
DIGITAL DESIGN,WINE VISION BY OPEN BALKAN 2023,M2COMMUNICATIONS DOO,M2COMMUNICATIONS,Event Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9c86f9ff3df54fce8cdf956313eb2d91
DIGITAL DESIGN,WE ARE ONE,SELA AND NEWCASTLE UNITED,SELA,Event Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/03c2a8fdd34244e8a54e1349db0c9c8d
DIGITAL DESIGN,WORLD UNSEEN,CANON,VML,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c5934a3e99df472388d2d9c5a03a5c15
DIGITAL DESIGN,CON LA FERIA DENTRO,CABIFY,CABIFY,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/678145fff8544c5ba12bbab94e57ba74
DIGITAL DESIGN,SPACE TRASH SIGNS,PRIVATEER,SERVICEPLAN,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/88da83df254646f0b188cbddf71069fd
DIGITAL DESIGN,CORONA AT PARIS 2024 FOR EVERY GOLDEN MOMENT,CORONA,WINK,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8268f61b0d441bf89047b274854362d
