Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE BIRTH OF SPEECH,CERALAC,PUBLICIS MIDDLE EAST,Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/358798f4e1e74023b5a4c2c9c43f41ac/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE HOMECOMING,HOME CENTRE,LEO BURNETT,Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/c5bd134ab55e433e89b0ad7925fa827b/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SAUDI NATIONAL DAY,HALF MILLION,HALF MILLION,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/45e801f5c9b542cdbd073e58624c5c7f/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SOLE MUSIC,ANGHAMI,? AND US,Media & Entertainment,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/dd62b6a995ad4832aee82608ae537272/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SHARJAH BOOK AUTHORITY,SHARJAH BOOK AUTHORITY,GOOD PEOPLE FILMS,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/530417f295db420db3c931bb0d813d51/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE VISITOR FROM THE FUTURE,UAE GOVERNMENT MEDIA OFFICE,UAE GOVERNMENT MEDIA OFFICE,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/8a05a8c6c7d749558d79da135164579f/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE HOMECOMING,HOME CENTRE,LEO BURNETT,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/713a1ae34f7e464cb696a5d9c87f599f/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DIRTY LAUNDRY - NO SHAME NO BLAME,ABAAD RESOURCE CENTER FOR GENDER EQUALITY,LEO BURNETT,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/dbebbf51a61d4515b63f227794a6f623/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SOLE MUSIC,ANGHAMI,? AND US,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/dd62b6a995ad4832aee82608ae537272/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NUTMEG ROYALE,PEPSI,BBDO ARGENTINA,Viral Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/9443d5c74fe8439f9daaca9a8f7603b6/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SOLE MUSIC,ANGHAMI,? AND US,Branded Content & Entertainment Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/dd62b6a995ad4832aee82608ae537272/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,WHEN LIFE HAPPENS,THE CHOCOLATE BAR,BEATTIE DANE,Use of Film,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/cb6522635f0a4471a33f62f1fc6306ca/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,AS GOOD AS THE ORIGINAL,BURGER KING KUWAIT,M&C SAATCHI,Single Market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/97edf15edc0b40b1b17de251957384f2/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE HOMECOMING,HOME CENTRE,LEO BURNETT,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/90152bc8d6a9426fb7e2e15ade788c53/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NESCAFE AD WITHOUT A NESCAFE,NESCAFE,FP7 McCANN,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/1fa8911e5cc34e6aa4340916a55fe681/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SOLE MUSIC,ANGHAMI,? AND US,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/dd62b6a995ad4832aee82608ae537272/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE RIGHT TO POWER 47 SECONDS,LOGI ENERGY,SAATCHI & SAATCHI ME,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/5da75918a771489fa2d670ccc4407837/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE STORM,MANDOLIN,WUNDERMAN THOMPSON,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/332f5c198270442490936a5034ebe4f3/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE DESERT,MANDOLIN,WUNDERMAN THOMPSON,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/bade78a57d1e400f931a557dc9ab74be/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DELIVER US FROM EVIL,SHELL,WUNDERMAN THOMPSON,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ecd5e165280f4c82b76ba4c86cf35eaf/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,MOBIL A MILLION WAYS TO ENJOY A WIN,EXXON,DDB EGYPT,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/808edb0b04574795bc3941df37562bda/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE BIRTH OF SPEECH,CERALAC,PUBLICIS MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/358798f4e1e74023b5a4c2c9c43f41ac/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BMW FORWARDISM COMES HOME,BMW MIDDLE EAST,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/359e572d91e440fc9f30b4f220761c04/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE TOYOTA FAMILY,ABDUL LATIF JAMEEL MOTORS - TOYOTA,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/01b88ff58ba341ed84b9bbb98f56bc0a/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HOHOS THERES A MIXER IN THE OFFICE,HOHOS,GOOD PEOPLE FILMS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/428f438378eb45838c8a3dbc13f60eaf/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,TAKING THE WHEEL,INFINITI MOTOR COMPANY,DIGITAS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/8a87f747787b4854ad0c601fb87f0f3e/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GROW YOUR WORLD,HAYATNA,IMPACT BBDO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/036583e7d9544d3e8d1d57a8566077e5/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BECOMING RUBY,FRESKA,IMPACT BBDO,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/2d5704c7de224c07b44656c507b6240b/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,TAXI,THE CHOCOLATE BAR,BEATTIE DANE,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cb6522635f0a4471a33f62f1fc6306ca/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BOAT,THE CHOCOLATE BAR,BEATTIE DANE,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1fe22caa70b6409c84e9d86b9bf6e178/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BUBBLE BUSTER,MOUNTAIN VIEW,ADVANTAGE MARKETING & ADVERTISING,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/880e987aa5394defac342d92d1995222/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BRICK THE RULES,LEGO,GREY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/63838d9d1fec4f2481ebebaed968482d/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FEEL MORE IN QATAR,QATAR TOURISM,QATAR TOURISM,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/16e137bfae4c49da8aaa37c191fdb4a8/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,APPROVED BY EXPERTS,BURGER KING KUWAIT,M&C SAATCHI,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ce7332c3064d41bb916d14a1be31a802/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,INSPIRE YOUR WORLD,ITHRA,KING ABDULAZIZ CENTER FOR WORLD CULTURE - ITHRA BY ARAMCO,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4e918b71a3bf4443919ee478c772a9db/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE PROPOSAL,UBER,FP7 McCANN,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ea35a481135e4e3d9155eb4936d703e5/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE GOODBYE,UBER,FP7 McCANN,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/106025dc4fc249098b704e9a20544f88/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE RING,DOMINOS PIZZA,TTP CREATIVE AGENCY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6519d881f5674e2f8fb36b6824dcd573/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE KIDNEY,DOMINOS PIZZA,TTP CREATIVE AGENCY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b41eee90bbd543bcb4898e3ac0f43233/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,UNLEASH YOUR MOOD (OFFICE),SPOTIFY,WUNDERMAN THOMPSON,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f8e36e6ae9ae4f0dbf1ddce65f8f9ceb/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,UNLEASH YOUR MOOD (ROMANCE),SPOTIFY,WUNDERMAN THOMPSON,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/52e906dbc9064a61822ef07c9e5c16c1/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,UNLEASH YOUR MOOD (WORKOUT),SPOTIFY,WUNDERMAN THOMPSON,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/46fb0bb1fc944f72828bd4ff554cc4f2/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,VALU- THERE IS NOTHING VALU CANT BUY,VALU EGYPT,VALU CONSUMER FINANCE,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/98bbef6c89a7412180534918dc3e5dd0/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NBE - PASSION TOMATOES,NATIONAL BANK OF EGYPT,TAREK NOUR ADVERTISING,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c0f6b9d501534899b1831fa97098f600/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BASED ON TRUE STORIES,TIKTOK FOR BUSINESS,TIKTOK FOR BUSINESS,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c027b0e0252043e686a2f3167daadbb8/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ONE CLICK WONDER,EMKAN,TTP CREATIVE AGENCY,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/516f11010f284250aa01e86d6dce552f/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,WHERE LIFE FLOWS,DUBAI ISLANDS,IMPACT BBDO,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/166eda213fca4fa28df67d31ee27d7ae/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,REWRITE THE RULES,MNHD,IMPACT BBDO,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0c1e48bb65074f63b33bff12ff78de9b/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE OTHER SIDE /UAE MY HOME - ARAB BALLET DANCER,ABUDHABI MEDIA,THE COMPANY FILMS,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ca0304428470463f8280865cc0b3c77b/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BMW FORWARDISM COMES HOME,BMW MIDDLE EAST,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/359e572d91e440fc9f30b4f220761c04/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BYE-BYE CARBON!,ABDUL LATIF JAMEEL MOTORS - TOYOTA,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e91b83650a4c4ffd886ebe0ad04761df/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,YAY EFFICIENCY!,ABDUL LATIF JAMEEL MOTORS - TOYOTA,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/95acc13b32fd4be490e2658b99b21fa6/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE LITTLE BATTERY,ABDUL LATIF JAMEEL MOTORS - TOYOTA,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4f6f44c8ebd44cb8943e15cbbbf40ee4/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE TOYOTA FAMILY,ABDUL LATIF JAMEEL MOTORS - TOYOTA,SERVICEPLAN MIDDLE EAST,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/01b88ff58ba341ed84b9bbb98f56bc0a/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DICE CLINIC,DICE,GOOD PEOPLE FILMS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/2a0d7c95162e469a8b6e048ffb429f1e/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE HIDDEN ROOM,HOME BOX,LEO BURNETT,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5ec6bf53ad3547b19b0d8d2e0e18aed5/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DICE THE OFFICE,DICE,GOOD PEOPLE FILMS,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c3a6957c6edf43248c8d1ea043d18a7c/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BRICK THE RULES,LEGO,GREY,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/63838d9d1fec4f2481ebebaed968482d/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,WHERE THE WORLD CELEBRATES,DUBAI TOURISM,FOOTBALLCO,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d4a939aa75b84a75b5f143717a2b8414/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FEEL MORE IN QATAR,QATAR TOURISM,QATAR TOURISM,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/16e137bfae4c49da8aaa37c191fdb4a8/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,DAMA GAME,QATAR TOURISM,QATAR TOURISM,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7177f4c06d0e450cb9125de5f7344e42/storyboard_000004.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE PLEA,QATAR TOURISM,QATAR TOURISM,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ff237409c64c412099cf8a587f28bf71/storyboard_000004.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COOL OFF,QATAR TOURISM,QATAR TOURISM,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/695569fcbf7c46959b044f0e1e519b3c/storyboard_000004.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,IF I WERE YOU ID GET FREE FOOD,BURGER KING KUWAIT,M&C SAATCHI,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/48a8dd6ac2804e8cbd5ad5afda9347cb/storyboard_000008.jpg
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,INSPIRE YOUR WORLD,ITHRA,KING ABDULAZIZ CENTER FOR WORLD CULTURE - ITHRA BY ARAMCO,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4e918b71a3bf4443919ee478c772a9db/storyboard_000008.jpg
