Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image,Permalink
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,Beirut Beer TVC,BEIRUT BEER,HOPSCOTCH ME,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/eeddf73db11d47f28a47f44e9cba40de/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/beirut-beer-tvc-beirut-beer-hopscotch-me-2023/
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BMW FORWARDISM COMES HOME,BMW MIDDLE EAST,SERVICEPLAN MIDDLE EAST,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/359e572d91e440fc9f30b4f220761c04/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/bmw-forwardism-comes-home-bmw-middle-east-serviceplan-middle-east-2023-5/
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE HIDDEN ROOM,HOME BOX,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/924eb5002fb145c9800c6497b9f5d2ca/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/the-hidden-room-home-box-leo-burnett-2023-3/
Dubai Lynx,2023,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCHOOLGIRL NEWSCASTERS,EBM,IMPACT BBDO,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/59f4bd8b4e7e4c6289a17b204c776345/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/schoolgirl-newscasters-ebm-impact-bbdo-2023-3/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,NEWSPAPERS INSIDE THE NEWSPAPER,ANNAHAR NEWSPAPER,IMPACT BBDO,Innovative and Adapted Use of Print & Publishing,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/c38436f5e02d4d64a3c74ac1547dba6a,/awards/dubai_lynx/2023/campaigns/newspapers-inside-the-newspaper-annahar-newspaper-impact-bbdo-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,WHEN FAMILY IS EVERYTHING,ADIDAS,HAVAS MIDDLE EAST,Social Behaviour & Cultural Insight,Gold,https://images.ctfassets.net/8ha5xom4da7e/3duqCqeHDt9hMAdtuQjc3V/3f6a8c56aeb415ac19cd5dd916fa6976/LTW_placeholder_1.svg,/awards/dubai_lynx/2023/campaigns/when-family-is-everything-adidas-havas-middle-east-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,NEWSPAPERS INSIDE THE NEWSPAPER,ANNAHAR NEWSPAPER,IMPACT BBDO,Local Brand,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/c38436f5e02d4d64a3c74ac1547dba6a,/awards/dubai_lynx/2023/campaigns/newspapers-inside-the-newspaper-annahar-newspaper-impact-bbdo-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,DESERT,JEEP,PUBLICIS MIDDLE EAST,Consumer Goods,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/89478fb6bcac4e04a3e721404f2f8e0b,/awards/dubai_lynx/2023/campaigns/desert-jeep-publicis-middle-east-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ROCK,JEEP,PUBLICIS MIDDLE EAST,Consumer Goods,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/221f68cb09af460dbc22f3e84aa297f2,/awards/dubai_lynx/2023/campaigns/rock-jeep-publicis-middle-east-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,LAKE,JEEP,PUBLICIS MIDDLE EAST,Consumer Goods,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/101590f089e54cc882130083360ad936,/awards/dubai_lynx/2023/campaigns/lake-jeep-publicis-middle-east-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,CASHEW STORY,HUNGERSTATION,WUNDERMAN THOMPSON,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/2bc50d0dca3d48de82af3eeeded3aa8c,/awards/dubai_lynx/2023/campaigns/cashew-story-hungerstation-wunderman-thompson-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ARTICHOKE STORY,HUNGERSTATION,WUNDERMAN THOMPSON,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ea247e10530f471b98fe9c50855cf2cd,/awards/dubai_lynx/2023/campaigns/artichoke-story-hungerstation-wunderman-thompson-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,WATERMELON STORY,HUNGERSTATION,WUNDERMAN THOMPSON,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/73870ff2b6e2481b99445b402095f05a,/awards/dubai_lynx/2023/campaigns/watermelon-story-hungerstation-wunderman-thompson-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,CHICKEN LIVER STORY,HUNGERSTATION,WUNDERMAN THOMPSON,Travel Leisure Retail Restaurants & Fast Food Chains,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/32ce175dd4a744b992049efd6296477d,/awards/dubai_lynx/2023/campaigns/chicken-liver-story-hungerstation-wunderman-thompson-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,NEWSPAPERS INSIDE THE NEWSPAPER,ANNAHAR NEWSPAPER,IMPACT BBDO,Media & Entertainment,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c38436f5e02d4d64a3c74ac1547dba6a,/awards/dubai_lynx/2023/campaigns/newspapers-inside-the-newspaper-annahar-newspaper-impact-bbdo-2023-3/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Commercial Publications,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8144c6be88ce446b9b0c4ec7fa67566c,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,NEWSPAPERS INSIDE THE NEWSPAPER,ANNAHAR NEWSPAPER,IMPACT BBDO,Commercial Publications,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c38436f5e02d4d64a3c74ac1547dba6a,/awards/dubai_lynx/2023/campaigns/newspapers-inside-the-newspaper-annahar-newspaper-impact-bbdo-2023-4/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,PRINCESS,MCDONALDS,LEO BURNETT,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/81aedc15b8154770837febb6bfb9c070,/awards/dubai_lynx/2023/campaigns/princess-mcdonalds-leo-burnett-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,MERMAID,MCDONALDS,LEO BURNETT,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/221b88ceaae64a8bb1675816d3d92fa3,/awards/dubai_lynx/2023/campaigns/mermaid-mcdonalds-leo-burnett-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,CAPTAIN,MCDONALDS,LEO BURNETT,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/45b4b70d0aa3449e84e94842a37c465c,/awards/dubai_lynx/2023/campaigns/captain-mcdonalds-leo-burnett-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,MARK,KINOKUNIYA,SAATCHI & SAATCHI ME,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e193f4e7c4b74f428f65a27992aca09a,/awards/dubai_lynx/2023/campaigns/mark-kinokuniya-saatchi-and-saatchi-me-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,BILL,KINOKUNIYA,SAATCHI & SAATCHI ME,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/426226bda4cd44478cc5016837770720,/awards/dubai_lynx/2023/campaigns/bill-kinokuniya-saatchi-and-saatchi-me-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,OPRAH,KINOKUNIYA,SAATCHI & SAATCHI ME,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5f6918b60a474a62af505d4010fce558,/awards/dubai_lynx/2023/campaigns/oprah-kinokuniya-saatchi-and-saatchi-me-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,FAILURE NO1,HARDEES,? AND US,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/74da1553279c42b986af84705cf33b14,/awards/dubai_lynx/2023/campaigns/failure-no1-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,FAILURE NO2,HARDEES,? AND US,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3e243f6e83ca414a8143e34695331c98,/awards/dubai_lynx/2023/campaigns/failure-no2-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,FAILURE NO3,HARDEES,? AND US,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d3d6d34aa8fc4604b44b9a74d5896a2b,/awards/dubai_lynx/2023/campaigns/failure-no3-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,FAILURE NO4,HARDEES,? AND US,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f7052e0c975b45029569ddc18e29ef47,/awards/dubai_lynx/2023/campaigns/failure-no4-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,FAILURE NO5,HARDEES,? AND US,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/98c23da166e5430f9b5206742991a039,/awards/dubai_lynx/2023/campaigns/failure-no5-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,LISTENING MEANS SHARING,SPOTIFY,MUHABBET,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/08168ab4cd174e47ba8ceff2b0fe0098,/awards/dubai_lynx/2023/campaigns/listening-means-sharing-spotify-muhabbet-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,SALON RUMORS,LOTO LIBANAIS,IMPACT BBDO,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6a85104a3da1457bb34ff83e469ac7c5,/awards/dubai_lynx/2023/campaigns/salon-rumors-loto-libanais-impact-bbdo-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,OFFICE RUMORS,LOTO LIBANAIS,IMPACT BBDO,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fd2dbabfd12b46b396ab550f08126e2b,/awards/dubai_lynx/2023/campaigns/office-rumors-loto-libanais-impact-bbdo-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,SOLE MUSIC 1,ANGHAMI,? AND US,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fad74283f9e1468f9b4c73d2f50315fd/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/sole-music-1-anghami-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,SOLE MUSIC 2,ANGHAMI,? AND US,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e55d2d4902c9469485696742e7025a1b,/awards/dubai_lynx/2023/campaigns/sole-music-2-anghami-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,SOLE MUSIC 3,ANGHAMI,? AND US,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/35358adfa89f44168ae9e03c4bb59e64,/awards/dubai_lynx/2023/campaigns/sole-music-3-anghami-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8144c6be88ce446b9b0c4ec7fa67566c,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,HAIR IS NOT A CRIME,CLOONEY FOUNDATION FOR JUSTICE,FP7 McCANN,Not-for-profit & Charity & Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/338afccefdcb41b0ad8636f243b3dcfe,/awards/dubai_lynx/2023/campaigns/hair-is-not-a-crime-clooney-foundation-for-justice-fp7-mccann-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,UNAIMAGINABLE,HARDEES,? AND US,Innovative and Adapted Use of Print & Publishing,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/86df0a7abc744350864761de2188157f,/awards/dubai_lynx/2023/campaigns/unaimaginable-hardees-and-us-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Publications for Good,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4756316a76f4e03a077cb07ba9d4d1c,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,RICHER RUMORS,LOTO LIBANAIS,IMPACT BBDO,Local Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/23cf569c8b054a1ca6c3cf6fc462fbaa,/awards/dubai_lynx/2023/campaigns/richer-rumors-loto-libanais-impact-bbdo-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8144c6be88ce446b9b0c4ec7fa67566c,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023-3/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,THE CALL OF ADVENTURE,JEEP,PUBLICIS MIDDLE EAST,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cce52ba6bec54eb2ab2fd164637f96b1/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/the-call-of-adventure-jeep-publicis-middle-east-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f8e081e8d02044ebbfb051f285383e13,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023-4/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,BIRTHMARK STORIES,HUNGERSTATION,WUNDERMAN THOMPSON,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2bc50d0dca3d48de82af3eeeded3aa8c,/awards/dubai_lynx/2023/campaigns/birthmark-stories-hungerstation-wunderman-thompson-2023/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,RICHER RUMORS,LOTO LIBANAIS,IMPACT BBDO,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/23cf569c8b054a1ca6c3cf6fc462fbaa,/awards/dubai_lynx/2023/campaigns/richer-rumors-loto-libanais-impact-bbdo-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,HAIR IS NOT A CRIME,CLOONEY FOUNDATION FOR JUSTICE,FP7 McCANN,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ada7168c7d9d402e9bd10452a1464564,/awards/dubai_lynx/2023/campaigns/hair-is-not-a-crime-clooney-foundation-for-justice-fp7-mccann-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,UNAIMAGINABLE,HARDEES,? AND US,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5202858df986433fa993bdf5679ae525,/awards/dubai_lynx/2023/campaigns/unaimaginable-hardees-and-us-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4756316a76f4e03a077cb07ba9d4d1c,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023-2/
Dubai Lynx,2023,INNOVATIVE AND ADAPTED USE OF PRINT & PUBLISHING,THE CALL OF ADVENTURE,JEEP,PUBLICIS MIDDLE EAST,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cce52ba6bec54eb2ab2fd164637f96b1/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/the-call-of-adventure-jeep-publicis-middle-east-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,HEINZJACK,HEINZ,FP7 McCANN,Live Advertising & Events,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/c74fe68037b7468da65ecba90ba540c2,/awards/dubai_lynx/2023/campaigns/heinzjack-heinz-fp7-mccann-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,MCSWINGS,MCDONALDS,LEO BURNETT,Special Build,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/6ce6cd77c0174240a07c3825d22ff4d1,/awards/dubai_lynx/2023/campaigns/mcswings-mcdonalds-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,MILAAP ONE BOND ONE BLEND,PROJECT CHAIWALA,LEO BURNETT,Promotional Items & Printed Media,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/63ac4beed21b491786e8985a589d21ac,/awards/dubai_lynx/2023/campaigns/milaap-one-bond-one-blend-project-chaiwala-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE DRIVE THRU SCHOOL,MCDONALDS,LEO BURNETT,Special Build,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/c9c981748c344c92b78be763fc6848da,/awards/dubai_lynx/2023/campaigns/the-drive-thru-school-mcdonalds-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,IMPOSSIBLE,ADIDAS,IMPACT BBDO,Travel Leisure Retail Restaurants & Fast Food Chains,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/fb12430e8ef543b59de2fba71ddc35d7,/awards/dubai_lynx/2023/campaigns/impossible-adidas-impact-bbdo-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,HEINZJACK,HEINZ,FP7 McCANN,Ambient Outdoor,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/c74fe68037b7468da65ecba90ba540c2,/awards/dubai_lynx/2023/campaigns/heinzjack-heinz-fp7-mccann-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE GIVING ROOM,IKEA & MSF,DDB,Corporate Purpose & Social Responsibility,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/a156bfa7cf634a37970e95a9fb45365b,/awards/dubai_lynx/2023/campaigns/the-giving-room-ikea-and-msf-ddb-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Promotional Items & Printed Media,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/8144c6be88ce446b9b0c4ec7fa67566c,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023-5/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE GIVING ROOM,IKEA & MSF,DDB,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/330da82884d747bb94202c0e458e80ba,/awards/dubai_lynx/2023/campaigns/the-giving-room-ikea-and-msf-ddb-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,TIME TO READ,KINOKUNIYA,SAATCHI & SAATCHI ME,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ef70cd5bd05c4bd1997828a46bf25ade,/awards/dubai_lynx/2023/campaigns/time-to-read-kinokuniya-saatchi-and-saatchi-me-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,EMPTY PLATES,UAE GOVERNMENT MEDIA OFFICE,SAATCHI & SAATCHI ME,Live Advertising & Events,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ea78673923954019a15e2134264a49c5,/awards/dubai_lynx/2023/campaigns/empty-plates-uae-government-media-office-saatchi-and-saatchi-me-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,MCSWINGS,MCDONALDS,LEO BURNETT,Interactive & Immersive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/6ce6cd77c0174240a07c3825d22ff4d1,/awards/dubai_lynx/2023/campaigns/mcswings-mcdonalds-leo-burnett-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,HEINZJACK,HEINZ,FP7 McCANN,Interactive & Immersive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c74fe68037b7468da65ecba90ba540c2,/awards/dubai_lynx/2023/campaigns/heinzjack-heinz-fp7-mccann-2023-3/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,EMPTY PLATES,UAE GOVERNMENT MEDIA OFFICE,SAATCHI & SAATCHI ME,Transit,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ea78673923954019a15e2134264a49c5,/awards/dubai_lynx/2023/campaigns/empty-plates-uae-government-media-office-saatchi-and-saatchi-me-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE DRIVE THRU SCHOOL,MCDONALDS,LEO BURNETT,Ambient Outdoor,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c9c981748c344c92b78be763fc6848da,/awards/dubai_lynx/2023/campaigns/the-drive-thru-school-mcdonalds-leo-burnett-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,SUPER STAR SIGNAL,HARDEES,? AND US,Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3f2278d563b8436697298e9f922fc194,/awards/dubai_lynx/2023/campaigns/super-star-signal-hardees-and-us-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,RACE FOR LIFE,BEEAH,LEO BURNETT,Single Market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/bc69f48cf51046688f0419a4dd6bf473,/awards/dubai_lynx/2023/campaigns/race-for-life-beeah-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,EMPTY PLATES,UAE GOVERNMENT MEDIA OFFICE,SAATCHI & SAATCHI ME,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/14e79eb96d8a4661ab33fcfa2b0b4594,/awards/dubai_lynx/2023/campaigns/empty-plates-uae-government-media-office-saatchi-and-saatchi-me-2023-3/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE CURRENCY OF CORRUPTION,LEBANESE TRANSPARENCY ASSOCIATION (LTA),LEO BURNETT,Social Behaviour & Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7d454aff5c7d4fdea9dd5f21eb06e5e0,/awards/dubai_lynx/2023/campaigns/the-currency-of-corruption-lebanese-transparency-association-lta-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/f2e345bbd6a64a9494857757bc44f939,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023-3/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,THE CURRENCY OF CORRUPTION,LEBANESE TRANSPARENCY ASSOCIATION (LTA),LEO BURNETT,Market Disruption,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7d454aff5c7d4fdea9dd5f21eb06e5e0,/awards/dubai_lynx/2023/campaigns/the-currency-of-corruption-lebanese-transparency-association-lta-leo-burnett-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,TIDE BRIGHTENS THE NIGHTS,TIDE,LEO BURNETT,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5c388dd295564ebfba03cb2bed73578d,/awards/dubai_lynx/2023/campaigns/tide-brightens-the-nights-tide-leo-burnett-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,LISTENING MEANS SHARING,SPOTIFY,MUHABBET,Media & Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8b3c1647286646f3b4024dd5ab471244,/awards/dubai_lynx/2023/campaigns/listening-means-sharing-spotify-muhabbet-2023-2/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,COP27 AI BILLBOARD,COMMERCIAL INTERNATIONAL BANK (CIB),ICON CREATIONS,Consumer Services & Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3156912223534037b2b2c0821653128e,/awards/dubai_lynx/2023/campaigns/cop27-ai-billboard-commercial-international-bank-cib-icon-creations-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,TITANIC,ROXY CINEMA,MULLENLOWE MENA,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/eb38c7c95bf64d5f86a5a208527ddcfa,/awards/dubai_lynx/2023/campaigns/titanic-roxy-cinema-mullenlowe-mena-2023/
Dubai Lynx,2023,LIVE ADVERTISING & EVENTS,MAD MAX,ROXY CINEMA,MULLENLOWE MENA,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e7c89902feb147beb0241db46cea8fa0,/awards/dubai_lynx/2023/campaigns/mad-max-roxy-cinema-mullenlowe-mena-2023/
