Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image,Permalink
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,WHAT WE GROW,PEPSICO,IMPACT BBDO,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4bf84e8a64a24715be67be23408f26f4,/awards/dubai_lynx/2023/campaigns/what-we-grow-pepsico-impact-bbdo-2023-3/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,HUNGER INSURANCE FOR GAMERS,SNICKERS,IMPACT BBDO,Social Behaviour & Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1e10402749bc42db9cef70a6d97f4023,/awards/dubai_lynx/2023/campaigns/hunger-insurance-for-gamers-snickers-impact-bbdo-2023-5/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,THE WATERPROOF PLAYLIST,SOUND ON,LEO BURNETT,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/1eabba79c586473fbe280db7fe167a20/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/the-waterproof-playlist-sound-on-leo-burnett-2023-12/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,RIGHT TO BREATHE,ALWALEED PHILANTHROPIES,THE BOLD GROUP,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0c27ff5c0ff8414c8f185dace3623b50,/awards/dubai_lynx/2023/campaigns/right-to-breathe-alwaleed-philanthropies-the-bold-group-2023-5/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,OREO & FRIENDS,OREO,SAATCHI & SAATCHI ME,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/772def018b2247da9317a8f4ba2f73df,/awards/dubai_lynx/2023/campaigns/oreo-and-friends-oreo-saatchi-and-saatchi-me-2023-8/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,THE BIGGEST SAUDI NATIONAL EVENT,DARAH FOUNDATION,THE BOLD GROUP,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ef3c02612cac4782b74639310584a816,/awards/dubai_lynx/2023/campaigns/the-biggest-saudi-national-event-darah-foundation-the-bold-group-2023-7/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,SCHOOLGIRL NEWSCASTERS,EBM,IMPACT BBDO,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/8f5300e7713740e9a875e0ac39420934/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/schoolgirl-newscasters-ebm-impact-bbdo-2023-12/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,WHAT WE GROW,PEPSICO,IMPACT BBDO,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4bf84e8a64a24715be67be23408f26f4,/awards/dubai_lynx/2023/campaigns/what-we-grow-pepsico-impact-bbdo-2023-4/
Dubai Lynx,2023,SOCIAL BEHAVIOUR & CULTURAL INSIGHT,FACES OF FRAUD,HSBC,WUNDERMAN THOMPSON,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fedde6df35934b28838c6179069521ff,/awards/dubai_lynx/2023/campaigns/faces-of-fraud-hsbc-wunderman-thompson-2023-7/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE NOT HOT PERIODWEAR COLLECTION,ALWAYS,LEO BURNETT,Consumer Products,Grand Prix,https://ascentialcdn.filespin.io/api/v1/conversion/1147f0686b3e4cf0ae9c06f341196743,/awards/dubai_lynx/2023/campaigns/the-not-hot-periodwear-collection-always-leo-burnett-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,WEYAY,NATIONAL BANK OF KUWAIT,R/GA,Digital & Interactive Design,Gold,https://ascentialcdn.filespin.io/api/v1/conversion/229df241814b4761ac2409e8df4b1fe9,/awards/dubai_lynx/2023/campaigns/weyay-national-bank-of-kuwait-rga-2023-3/
Dubai Lynx,2023,CONSUMER PRODUCTS,WEYAY,NATIONAL BANK OF KUWAIT,R/GA,Creation & Refresh of a Brand Identity,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/229df241814b4761ac2409e8df4b1fe9,/awards/dubai_lynx/2023/campaigns/weyay-national-bank-of-kuwait-rga-2023-4/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE GIVING ROOM,IKEA & MSF,DDB,Retail Environment & Experience Design,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/6b174acb05d74cb3bc29573a7207946f,/awards/dubai_lynx/2023/campaigns/the-giving-room-ikea-and-msf-ddb-2023-8/
Dubai Lynx,2023,CONSUMER PRODUCTS,TWO STORIES ONE TEA,PROJECT CHAIWALA,LEO BURNETT,Posters,Bronze,https://ascentialcdn.filespin.io/api/v1/storyboard/9687859929ad488fba90728c46e50318/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/two-stories-one-tea-project-chaiwala-leo-burnett-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE CURRENCY OF CORRUPTION,LEBANESE TRANSPARENCY ASSOCIATION (LTA),LEO BURNETT,Event Storytelling,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/d31bdcb464f7434f95170416da19432c,/awards/dubai_lynx/2023/campaigns/the-currency-of-corruption-lebanese-transparency-association-lta-leo-burnett-2023-15/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE CALL OF ADVENTURE,JEEP,PUBLICIS MIDDLE EAST,Multi-Channel Experience,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/d198561cec2b4a2fbe7ea7fd94201ff5,/awards/dubai_lynx/2023/campaigns/the-call-of-adventure-jeep-publicis-middle-east-2023-11/
Dubai Lynx,2023,CONSUMER PRODUCTS,OREO & FRIENDS,OREO,SAATCHI & SAATCHI ME,FMCG including Food & Drink,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/dfd19b5f16534697add8d54cf6ed42c1,/awards/dubai_lynx/2023/campaigns/oreo-and-friends-oreo-saatchi-and-saatchi-me-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,A SEA STATE OF MIND,DUBAI HARBOUR,MULLENLOWE MENA,Creation & Refresh of a Brand Identity,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b1d1ca2aa1554bcc9fa53f4e27954c00,/awards/dubai_lynx/2023/campaigns/a-sea-state-of-mind-dubai-harbour-mullenlowe-mena-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Creation & Refresh of a Brand Identity,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c7a36a013ea6407a82c6acdf6cb19b8b,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023-10/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE CURRENCY OF CORRUPTION,LEBANESE TRANSPARENCY ASSOCIATION (LTA),LEO BURNETT,Publications & Brand Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/cbd8de834dd14480b6fed5d31ef72fcd,/awards/dubai_lynx/2023/campaigns/the-currency-of-corruption-lebanese-transparency-association-lta-leo-burnett-2023-16/
Dubai Lynx,2023,CONSUMER PRODUCTS,NEWSPAPERS INSIDE THE NEWSPAPER,ANNAHAR NEWSPAPER,IMPACT BBDO,Publications & Brand Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c38436f5e02d4d64a3c74ac1547dba6a,/awards/dubai_lynx/2023/campaigns/newspapers-inside-the-newspaper-annahar-newspaper-impact-bbdo-2023-15/
Dubai Lynx,2023,CONSUMER PRODUCTS,CHILD WEDDING CARDS,UN WOMEN,IMPACT BBDO,Publications & Brand Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/579ccec26cf543d18884ee3ea7e3b315,/awards/dubai_lynx/2023/campaigns/child-wedding-cards-un-women-impact-bbdo-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,PYRAMIDS OF MERO�,GOOGLE,GOOGLE,Digital & Interactive Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/9153d003e43a4299b199c3d191654726,/awards/dubai_lynx/2023/campaigns/pyramids-of-mero-google-google-2023-5/
Dubai Lynx,2023,CONSUMER PRODUCTS,SELF-CHECK OUT,K-LYNN,LEO BURNETT,Digital & Interactive Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ded4e7b8cbfd44b5a03ce1b3e1f0afbb,/awards/dubai_lynx/2023/campaigns/self-check-out-k-lynn-leo-burnett-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE UNDENIABLE STREET VIEW,NOVA UKRAINE VOICES OF CHILDREN VOSTOK SOS UNITED 24,? AND US,Digital & Interactive Design,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/9e71ddebeb93428296512ed11ef3233e,/awards/dubai_lynx/2023/campaigns/the-undeniable-street-view-nova-ukraine-voices-of-children-vostok-sos-united-24-and-us-2023-10/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE GIVING ROOM,IKEA & MSF,DDB,Point of Sales Consumer Touchpoints & In-store Collateral,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3726c92301064e9bbb3796c41de82087,/awards/dubai_lynx/2023/campaigns/the-giving-room-ikea-and-msf-ddb-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,SHRINE SAVIORS,YOKOHAMA TIRES / ROADS FOR LIFE,IMPACT BBDO,Spatial & Sculptural Exhibitions and Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/404400171b1545edb751570c72f62739,/awards/dubai_lynx/2023/campaigns/shrine-saviors-yokohama-tires-roads-for-life-impact-bbdo-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,EMPTY PLATES,UAE GOVERNMENT MEDIA OFFICE,SAATCHI & SAATCHI ME,Environmental & Social Impact,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/14e79eb96d8a4661ab33fcfa2b0b4594,/awards/dubai_lynx/2023/campaigns/empty-plates-uae-government-media-office-saatchi-and-saatchi-me-2023-13/
Dubai Lynx,2023,CONSUMER PRODUCTS,CENOMI BUILDING YOUR LIFESTYLE BRAND OF THE FUTURE,ALHOKAIR GROUP,CENOMI,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/41d2d55284c5438692afffdbeca2d9cd,/awards/dubai_lynx/2023/campaigns/cenomi-building-your-lifestyle-brand-of-the-future-alhokair-group-cenomi-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE HEART OF DUBAI DIGITAL ART,TODA - THEATRE OF DIGITAL ART DUBAI,BORDER ZERO,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a0d6a9961a3d45be958bf9a2d46a2e0b,/awards/dubai_lynx/2023/campaigns/the-heart-of-dubai-digital-art-toda-theatre-of-digital-art-dubai-border-zero-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,UPLIFTING THE KITE BEACH BRAND,KITE BEACH,MULLENLOWE MENA,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e637c036887d4e0192f4f2cc753ef669,/awards/dubai_lynx/2023/campaigns/uplifting-the-kite-beach-brand-kite-beach-mullenlowe-mena-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,FIRST TEAM ON THE MOON,ALHILAL,INTERBRAND,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3ddb33cdab354c18b2ea8bac1d69ae67,/awards/dubai_lynx/2023/campaigns/first-team-on-the-moon-alhilal-interbrand-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,UNBANKING THE BANK,ALRAJHI BANK,INTERBRAND,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c932cc2b1700467caf33d91c488d3bd4,/awards/dubai_lynx/2023/campaigns/unbanking-the-bank-alrajhi-bank-interbrand-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,TIMELESS GEOMETRIES,ORA,INTERBRAND,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bb512e16f58247f888964b9cbc660d12,/awards/dubai_lynx/2023/campaigns/timeless-geometries-ora-interbrand-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,REBRANDING THE ISLAMIC SOLIDARITY FUND FOR DEVELOPMENT TO REPRESENT ITS NEW COLLABORATIVE STRATEGY,ISLAMIC SOLIDARITY FUND FOR DEVELOPMENT,ISLAMIC SOLIDARITY FUND FOR DEVELOPMENT,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/88a5aca7dbec485cab9ca58afc976c01,/awards/dubai_lynx/2023/campaigns/rebranding-the-islamic-solidarity-fund-for-development-to-represent-its-new-collaborative-strategy-islamic-solidarity-fu/
Dubai Lynx,2023,CONSUMER PRODUCTS,BANK IN A BLINK,BLINK,ADPRO COMMUNICATIONS,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/f86718d721c0481a97c0c1d5de1dbed5/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/bank-in-a-blink-blink-adpro-communications-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,POWER OF CHOICE,CITIZENS SCHOOL,MULLENLOWE MENA,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4fc5b4444171478e853a499346e2afd1,/awards/dubai_lynx/2023/campaigns/power-of-choice-citizens-school-mullenlowe-mena-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,NAKHEEL - BUILDING HAPPINESS AND PROSPERITY,NAKHEEL,NAKHEEL PJSC,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/72c5115f8af340abb0815f3fe98054aa,/awards/dubai_lynx/2023/campaigns/nakheel-building-happiness-and-prosperity-nakheel-nakheel-pjsc-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,JOURNEY OF HOPE,ROYAL COMMISSION FOR ALULA,IMPACT BBDO,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/57fa1f31be8f4066a1ed60383ffabd3c/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/journey-of-hope-royal-commission-for-alula-impact-bbdo-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,IMPOSSIBLE,ADIDAS,IMPACT BBDO,Creation & Refresh of a Brand Identity,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ec7fe09d62e64298a9f4fbe32937378e,/awards/dubai_lynx/2023/campaigns/impossible-adidas-impact-bbdo-2023-3/
Dubai Lynx,2023,CONSUMER PRODUCTS,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Books,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4756316a76f4e03a077cb07ba9d4d1c,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023-11/
Dubai Lynx,2023,CONSUMER PRODUCTS,ONE-STAR COOKBOOK,DELIVEROO,? AND US,Books,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4c4ea6e6599447b0b9f6cbde6ee82d84,/awards/dubai_lynx/2023/campaigns/one-star-cookbook-deliveroo-and-us-2023-12/
Dubai Lynx,2023,CONSUMER PRODUCTS,DRIVE WITH FOCUS,HYUNDAI,INNOCEAN,Publications & Brand Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4b3f6f76e4f84a1f831773c1ef456ab7,/awards/dubai_lynx/2023/campaigns/drive-with-focus-hyundai-innocean-2023-4/
Dubai Lynx,2023,CONSUMER PRODUCTS,BIG MOVIES DESERVE BIGGER SCREENS,ROXY CINEMA,MULLENLOWE MENA,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a0bc4a21e94d42a3883e7859e1263bda,/awards/dubai_lynx/2023/campaigns/big-movies-deserve-bigger-screens-roxy-cinema-mullenlowe-mena-2023-5/
Dubai Lynx,2023,CONSUMER PRODUCTS,AFTER WORK HOURS,SAE SHORT COURSES,TEAM RED DOT,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fc8afda3f8ca46c3ab7a8466ffe62a5c,/awards/dubai_lynx/2023/campaigns/after-work-hours-sae-short-courses-team-red-dot-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,NATURE IS IN OUR NATURE,JEEP,PUBLICIS MIDDLE EAST,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c4890f72f3404b6c958af1d7b75292a6,/awards/dubai_lynx/2023/campaigns/nature-is-in-our-nature-jeep-publicis-middle-east-2023/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE CALL OF ADVENTURE,JEEP,PUBLICIS MIDDLE EAST,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/07bb43d6a95f4fcdb0ea9c1fec522959,/awards/dubai_lynx/2023/campaigns/the-call-of-adventure-jeep-publicis-middle-east-2023-12/
Dubai Lynx,2023,CONSUMER PRODUCTS,MEET THE HEROES,BARISTA LEBANON,PUBLICIS LEVANT,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/03cc1a5e2473485bb9195a36b23b539a,/awards/dubai_lynx/2023/campaigns/meet-the-heroes-barista-lebanon-publicis-levant-2023-3/
Dubai Lynx,2023,CONSUMER PRODUCTS,UNSEEN TEARS,HOME CENTRE,LEO BURNETT,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6a2dd2ce6fab4ce9b9297c44da11f54c,/awards/dubai_lynx/2023/campaigns/unseen-tears-home-centre-leo-burnett-2023-12/
Dubai Lynx,2023,CONSUMER PRODUCTS,BIRTHMARK STORIES,HUNGERSTATION,WUNDERMAN THOMPSON,Posters,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8f658224922846c5af9b5fe09c21d300,/awards/dubai_lynx/2023/campaigns/birthmark-stories-hungerstation-wunderman-thompson-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,NON FORGETTABLE TOKENS,OMINO BIANCO,VMLY&R,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/759a3501eed647dcada40c6b8de5721e,/awards/dubai_lynx/2023/campaigns/non-forgettable-tokens-omino-bianco-vmly-and-r-2023-5/
Dubai Lynx,2023,CONSUMER PRODUCTS,FIFA WORLD CUP QATAR 2022 COUNTDOWN CLOCK,SUPREME COMMITTEE FOR DELIVERY & LEGACY,IMAGINATION,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c9feb4f6722442e9b5e70d157495d48,/awards/dubai_lynx/2023/campaigns/fifa-world-cup-qatar-2022-countdown-clock-supreme-committee-for-delivery-and-legacy-imagination-2023-4/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE WATERPROOF PLAYLIST,SOUND ON,LEO BURNETT,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/505fab1e96fd47e6930c2e5b8872d7bd/storyboard_000008.jpg,/awards/dubai_lynx/2023/campaigns/the-waterproof-playlist-sound-on-leo-burnett-2023-13/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE OFF/SIDE,VODAFONE,WUNDERMAN THOMPSON DOHA,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e6ad96d9c18c43d38e5cc5eaa535dac0,/awards/dubai_lynx/2023/campaigns/the-offside-vodafone-wunderman-thompson-doha-2023-6/
Dubai Lynx,2023,CONSUMER PRODUCTS,SUPER STAR SIGNAL,HARDEES,? AND US,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f2278d563b8436697298e9f922fc194,/awards/dubai_lynx/2023/campaigns/super-star-signal-hardees-and-us-2023-14/
Dubai Lynx,2023,CONSUMER PRODUCTS,SWITCH OFF,METLIFE,? AND US,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/bc5cc0db40f84ea8abe07c87c5f948f7,/awards/dubai_lynx/2023/campaigns/switch-off-metlife-and-us-2023-11/
Dubai Lynx,2023,CONSUMER PRODUCTS,ENTER OZWORLD,ADIDAS,? AND US,Digital & Interactive Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2e918166750e4b2c96564f9e565c9825,/awards/dubai_lynx/2023/campaigns/enter-ozworld-adidas-and-us-2023-9/
Dubai Lynx,2023,CONSUMER PRODUCTS,FIFA WORLD CUP QATAR 2022 COUNTDOWN CLOCK,SUPREME COMMITTEE FOR DELIVERY & LEGACY,IMAGINATION,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c9feb4f6722442e9b5e70d157495d48,/awards/dubai_lynx/2023/campaigns/fifa-world-cup-qatar-2022-countdown-clock-supreme-committee-for-delivery-and-legacy-imagination-2023-5/
Dubai Lynx,2023,CONSUMER PRODUCTS,MCSWINGS,MCDONALDS,LEO BURNETT,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6ce6cd77c0174240a07c3825d22ff4d1,/awards/dubai_lynx/2023/campaigns/mcswings-mcdonalds-leo-burnett-2023-10/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE DRIVE THRU SCHOOL,MCDONALDS,LEO BURNETT,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c9c981748c344c92b78be763fc6848da,/awards/dubai_lynx/2023/campaigns/the-drive-thru-school-mcdonalds-leo-burnett-2023-12/
Dubai Lynx,2023,CONSUMER PRODUCTS,TIME TO READ,KINOKUNIYA,SAATCHI & SAATCHI ME,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c6da7f7ccf604a639b5ad0cdd45a9e94,/awards/dubai_lynx/2023/campaigns/time-to-read-kinokuniya-saatchi-and-saatchi-me-2023-11/
Dubai Lynx,2023,CONSUMER PRODUCTS,SUPER STAR SIGNAL,HARDEES,? AND US,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f2278d563b8436697298e9f922fc194,/awards/dubai_lynx/2023/campaigns/super-star-signal-hardees-and-us-2023-15/
Dubai Lynx,2023,CONSUMER PRODUCTS,SHRINE SAVIORS,YOKOHAMA TIRES / ROADS FOR LIFE,IMPACT BBDO,Retail Environment & Experience Design,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/404400171b1545edb751570c72f62739,/awards/dubai_lynx/2023/campaigns/shrine-saviors-yokohama-tires-roads-for-life-impact-bbdo-2023-10/
Dubai Lynx,2023,CONSUMER PRODUCTS,AFTER WORK HOURS,SAE SHORT COURSES,TEAM RED DOT,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e7ceffadc4104d13b273f35603552226,/awards/dubai_lynx/2023/campaigns/after-work-hours-sae-short-courses-team-red-dot-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,FOOTBALL CUP,STARBUCKS,MEMAC OGILVY,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f21688fda91b4bffbc1019866811f199,/awards/dubai_lynx/2023/campaigns/football-cup-starbucks-memac-ogilvy-2023-3/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE DRIVE THRU SCHOOL,MCDONALDS,LEO BURNETT,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c9c981748c344c92b78be763fc6848da,/awards/dubai_lynx/2023/campaigns/the-drive-thru-school-mcdonalds-leo-burnett-2023-13/
Dubai Lynx,2023,CONSUMER PRODUCTS,MEET THE HEROES,BARISTA LEBANON,PUBLICIS LEVANT,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f5d8931fdc5f42689939a50043af15a1,/awards/dubai_lynx/2023/campaigns/meet-the-heroes-barista-lebanon-publicis-levant-2023-4/
Dubai Lynx,2023,CONSUMER PRODUCTS,TWO STORIES ONE TEA,PROJECT CHAIWALA,LEO BURNETT,Point of Sales Consumer Touchpoints & In-store Collateral,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/efdf7802399f437cbbe8bdf612997075,/awards/dubai_lynx/2023/campaigns/two-stories-one-tea-project-chaiwala-leo-burnett-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,FIFA WORLD CUP QATAR 2022 COUNTDOWN CLOCK,SUPREME COMMITTEE FOR DELIVERY & LEGACY,IMAGINATION,Event Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c9feb4f6722442e9b5e70d157495d48,/awards/dubai_lynx/2023/campaigns/fifa-world-cup-qatar-2022-countdown-clock-supreme-committee-for-delivery-and-legacy-imagination-2023-6/
Dubai Lynx,2023,CONSUMER PRODUCTS,SHAQ-PROOFING ABU DHABI,DEPARTMENT OF CULTURE AND TOURISM,DEPARTMENT OF CULTURE AND TOURISM,Event Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/984c018304c647f7b9aa54eaefebb825,/awards/dubai_lynx/2023/campaigns/shaq-proofing-abu-dhabi-department-of-culture-and-tourism-department-of-culture-and-tourism-2023-2/
Dubai Lynx,2023,CONSUMER PRODUCTS,REDRESS LEBANON,ANNAHAR NEWSPAPER,IMPACT BBDO,Event Storytelling,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fc755ecb183c40bfa0d1566f94b6d424,/awards/dubai_lynx/2023/campaigns/redress-lebanon-annahar-newspaper-impact-bbdo-2023-3/
Dubai Lynx,2023,CONSUMER PRODUCTS,FIFA WORLD CUP QATAR 2022 COUNTDOWN CLOCK,SUPREME COMMITTEE FOR DELIVERY & LEGACY,IMAGINATION,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7c9feb4f6722442e9b5e70d157495d48,/awards/dubai_lynx/2023/campaigns/fifa-world-cup-qatar-2022-countdown-clock-supreme-committee-for-delivery-and-legacy-imagination-2023-7/
Dubai Lynx,2023,CONSUMER PRODUCTS,MCSWINGS,MCDONALDS,LEO BURNETT,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6ce6cd77c0174240a07c3825d22ff4d1,/awards/dubai_lynx/2023/campaigns/mcswings-mcdonalds-leo-burnett-2023-11/
Dubai Lynx,2023,CONSUMER PRODUCTS,RACE FOR LIFE,BEEAH,LEO BURNETT,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/33411fff968f4b7ba2e80f524cb69681,/awards/dubai_lynx/2023/campaigns/race-for-life-beeah-leo-burnett-2023-8/
Dubai Lynx,2023,CONSUMER PRODUCTS,THE EQUAL PLAY BILLBOARD,ADIDAS,FP7 McCANN,Spatial & Sculptural Exhibitions and Experiences,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2cb68ab73730496b9f542a6a6ec73cae,/awards/dubai_lynx/2023/campaigns/the-equal-play-billboard-adidas-fp7-mccann-2023-5/
